날짜,종가,전일비,시가,고가,저가,거래량
2016-01-01,2415.0,5.0,2430.0,2470.0,2350.0,516482.0
2016-01-02,2415.0,5.0,2430.0,2470.0,2350.0,516482.0
2016-01-03,2415.0,5.0,2430.0,2470.0,2350.0,516482.0
2016-01-04,2385.0,30.0,2430.0,2510.0,2385.0,508424.0
2016-01-05,2445.0,60.0,2355.0,2480.0,2355.0,477543.0
2016-01-06,2420.0,25.0,2490.0,2580.0,2350.0,1292177.0
2016-01-07,2225.0,195.0,2400.0,2415.0,2220.0,913300.0
2016-01-08,2220.0,5.0,2120.0,2230.0,2110.0,590686.0
2016-01-09,2220.0,5.0,2120.0,2230.0,2110.0,590686.0
2016-01-10,2220.0,5.0,2120.0,2230.0,2110.0,590686.0
2016-01-11,2105.0,115.0,2225.0,2230.0,2095.0,446802.0
2016-01-12,2125.0,20.0,2120.0,2160.0,2090.0,389485.0
2016-01-13,2140.0,15.0,2125.0,2160.0,2125.0,330383.0
2016-01-14,2030.0,110.0,2120.0,2120.0,2010.0,541894.0
2016-01-15,2005.0,25.0,2055.0,2120.0,2005.0,456170.0
2016-01-16,2005.0,25.0,2055.0,2120.0,2005.0,456170.0
2016-01-17,2005.0,25.0,2055.0,2120.0,2005.0,456170.0
2016-01-18,2065.0,60.0,1965.0,2090.0,1960.0,247607.0
2016-01-19,2060.0,5.0,2035.0,2080.0,2025.0,280002.0
2016-01-20,1930.0,130.0,2045.0,2060.0,1890.0,593491.0
2016-01-21,1915.0,15.0,1900.0,2000.0,1825.0,563204.0
2016-01-22,1975.0,60.0,1965.0,1990.0,1940.0,332774.0
2016-01-23,1975.0,60.0,1965.0,1990.0,1940.0,332774.0
2016-01-24,1975.0,60.0,1965.0,1990.0,1940.0,332774.0
2016-01-25,2000.0,25.0,1995.0,2015.0,1980.0,161870.0
2016-01-26,1940.0,60.0,2000.0,2020.0,1935.0,193353.0
2016-01-27,1960.0,20.0,1945.0,2010.0,1940.0,203003.0
2016-01-28,1955.0,5.0,1960.0,1985.0,1925.0,141032.0
2016-01-29,1960.0,5.0,1955.0,1995.0,1935.0,216290.0
2016-01-30,1960.0,5.0,1955.0,1995.0,1935.0,216290.0
2016-01-31,1960.0,5.0,1955.0,1995.0,1935.0,216290.0
2016-02-01,2000.0,40.0,1960.0,2000.0,1960.0,281571.0
2016-02-02,1925.0,75.0,1990.0,2000.0,1900.0,367656.0
2016-02-03,1870.0,55.0,1925.0,1945.0,1860.0,332493.0
2016-02-04,2430.0,560.0,1880.0,2430.0,1850.0,1741146.0
2016-02-05,2545.0,115.0,2525.0,2965.0,2450.0,32546520.0
2016-02-06,2545.0,115.0,2525.0,2965.0,2450.0,32546520.0
2016-02-07,2545.0,115.0,2525.0,2965.0,2450.0,32546520.0
2016-02-08,2545.0,115.0,2525.0,2965.0,2450.0,32546520.0
2016-02-09,2545.0,115.0,2525.0,2965.0,2450.0,32546520.0
2016-02-10,2545.0,115.0,2525.0,2965.0,2450.0,32546520.0
2016-02-11,2115.0,430.0,2235.0,2330.0,2095.0,5554674.0
2016-02-12,1865.0,250.0,2020.0,2105.0,1720.0,6620797.0
2016-02-13,1865.0,250.0,2020.0,2105.0,1720.0,6620797.0
2016-02-14,1865.0,250.0,2020.0,2105.0,1720.0,6620797.0
2016-02-15,1910.0,45.0,1860.0,1965.0,1845.0,1915585.0
2016-02-16,2125.0,215.0,1910.0,2380.0,1910.0,17641785.0
2016-02-17,2015.0,110.0,2080.0,2140.0,1975.0,2025083.0
2016-02-18,2135.0,120.0,2055.0,2370.0,2010.0,11049607.0
2016-02-19,2150.0,15.0,2165.0,2200.0,2115.0,1942696.0
2016-02-20,2150.0,15.0,2165.0,2200.0,2115.0,1942696.0
2016-02-21,2150.0,15.0,2165.0,2200.0,2115.0,1942696.0
2016-02-22,2200.0,50.0,2160.0,2320.0,2150.0,2979352.0
2016-02-23,2130.0,70.0,2225.0,2240.0,2120.0,1388844.0
2016-02-24,2150.0,20.0,2120.0,2220.0,2050.0,834601.0
2016-02-25,2105.0,45.0,2155.0,2220.0,2105.0,1006802.0
2016-02-26,2155.0,50.0,2100.0,2205.0,2100.0,935097.0
2016-02-27,2155.0,50.0,2100.0,2205.0,2100.0,935097.0
2016-02-28,2155.0,50.0,2100.0,2205.0,2100.0,935097.0
2016-02-29,2160.0,5.0,2195.0,2210.0,2145.0,703415.0
2016-03-01,2160.0,5.0,2195.0,2210.0,2145.0,703415.0
2016-03-02,2170.0,10.0,2165.0,2210.0,2160.0,502124.0
2016-03-03,2215.0,45.0,2180.0,2355.0,2155.0,3209633.0
2016-03-04,2230.0,15.0,2220.0,2270.0,2190.0,941069.0
2016-03-05,2230.0,15.0,2220.0,2270.0,2190.0,941069.0
2016-03-06,2230.0,15.0,2220.0,2270.0,2190.0,941069.0
2016-03-07,2255.0,25.0,2240.0,2285.0,2215.0,936163.0
2016-03-08,2440.0,185.0,2275.0,2620.0,2265.0,10507690.0
2016-03-09,2465.0,25.0,2420.0,2485.0,2385.0,1773823.0
2016-03-10,2425.0,40.0,2465.0,2470.0,2365.0,1292382.0
2016-03-11,2350.0,75.0,2455.0,2455.0,2350.0,753307.0
2016-03-12,2350.0,75.0,2455.0,2455.0,2350.0,753307.0
2016-03-13,2350.0,75.0,2455.0,2455.0,2350.0,753307.0
2016-03-14,2405.0,55.0,2355.0,2525.0,2340.0,1803419.0
2016-03-15,2355.0,50.0,2435.0,2455.0,2355.0,574178.0
2016-03-16,2440.0,85.0,2380.0,2485.0,2330.0,997229.0
2016-03-17,2495.0,55.0,2435.0,2535.0,2415.0,1399394.0
2016-03-18,2495.0,0.0,2510.0,2560.0,2455.0,807924.0
2016-03-19,2495.0,0.0,2510.0,2560.0,2455.0,807924.0
2016-03-20,2495.0,0.0,2510.0,2560.0,2455.0,807924.0
2016-03-21,2380.0,115.0,2515.0,2520.0,2360.0,735249.0
2016-03-22,2370.0,10.0,2390.0,2425.0,2355.0,485451.0
2016-03-23,2370.0,0.0,2385.0,2455.0,2365.0,530194.0
2016-03-24,2455.0,85.0,2390.0,2695.0,2385.0,4125592.0
2016-03-25,2420.0,35.0,2455.0,2530.0,2420.0,901122.0
2016-03-26,2420.0,35.0,2455.0,2530.0,2420.0,901122.0
2016-03-27,2420.0,35.0,2455.0,2530.0,2420.0,901122.0
2016-03-28,2370.0,50.0,2425.0,2565.0,2370.0,1262553.0
2016-03-29,2370.0,0.0,2375.0,2415.0,2370.0,566273.0
2016-03-30,2310.0,60.0,2380.0,2390.0,2305.0,545602.0
2016-03-31,2300.0,10.0,2315.0,2350.0,2300.0,397605.0
2016-04-01,2320.0,20.0,2310.0,2390.0,2275.0,479880.0
2016-04-02,2320.0,20.0,2310.0,2390.0,2275.0,479880.0
2016-04-03,2320.0,20.0,2310.0,2390.0,2275.0,479880.0
2016-04-04,2320.0,0.0,2335.0,2360.0,2280.0,462159.0
2016-04-05,2275.0,45.0,2320.0,2325.0,2265.0,302547.0
2016-04-06,2210.0,65.0,2275.0,2310.0,2185.0,560984.0
2016-04-07,2220.0,10.0,2230.0,2260.0,2200.0,468918.0
2016-04-08,2205.0,15.0,2205.0,2245.0,2190.0,300732.0
