period,price,volume
2018-07-20,3267,1429178
2018-07-23,3311,118176
2018-07-24,3318,22317
2018-07-25,3340,44592
2018-07-26,3355,22659
2018-07-27,3370,19682
2018-07-30,3399,20030
2018-07-31,3421,2691
2018-08-01,3399,12325
2018-08-02,3399,16343
2018-08-03,3377,4464
2018-08-06,3399,3123
2018-08-07,3443,22056
2018-08-08,3436,11205
2018-08-09,3421,1070
2018-08-10,3428,9063
2018-08-13,3340,19468
2018-08-14,3362,13773
2018-08-16,3399,4634
2018-08-17,3399,1107
2018-08-20,3399,225
2018-08-21,3384,68983
2018-08-22,3384,21690
2018-08-23,3421,69087
2018-08-24,3443,36226
2018-08-27,3487,282912
2018-08-28,3487,73637
2018-08-29,3824,3736225
2018-08-30,3714,643524
2018-08-31,3670,368709
2018-09-03,4542,5781855
2018-09-04,4395,3460967
2018-09-05,4476,1467715
2018-09-06,4359,561317
2018-09-07,4110,439605
2018-09-10,4263,379841
2018-09-11,4066,159037
2018-09-12,3941,171071
2018-09-13,3941,54770
2018-09-14,3831,87360
2018-09-17,3758,102451
2018-09-18,3773,62196
2018-09-19,3663,170713
2018-09-20,3685,62682
2018-09-21,3758,73265
2018-09-27,3882,783157
2018-09-28,4000,94770
2018-10-01,3970,51164
2018-10-02,3853,76805
2018-10-04,3802,21902
2018-10-05,3809,14754
2018-10-08,3802,12763
2018-10-10,3472,286080
2018-10-11,3516,82822
2018-10-12,3619,11724
2018-10-15,3560,17723
2018-10-16,3567,37536
2018-10-17,3502,15132
2018-10-18,3560,36796
2018-10-19,3545,11733
2018-10-22,3597,13807
2018-10-23,3531,26405
2018-10-24,3531,16919
2018-10-25,3450,72674
2018-10-26,3392,21497
2018-10-29,3370,61512
2018-10-30,3428,1141507
2018-10-31,3428,34398
2018-11-01,3428,82103
2018-11-02,3531,46823
2018-11-05,3619,4411
2018-11-06,3685,14299
2018-11-07,3692,10822
2018-11-08,3714,2180
2018-11-09,3611,11896
2018-11-12,3655,6351
2018-11-13,3604,9265
2018-11-14,3663,18124
2018-11-15,3611,3071
2018-11-16,3663,11135
2018-11-19,3641,20940
2018-11-20,3560,43880
2018-11-21,3516,3284
2018-11-22,3516,4935
2018-11-23,3465,2345
2018-11-26,3458,17259
2018-11-27,3472,6555
2018-11-28,3465,2906
2018-11-29,3458,1263
2018-11-30,3560,607
2018-12-03,3531,678
2018-12-04,3494,10246
2018-12-05,3472,7444
2018-12-06,3487,1746
2018-12-07,3516,24989
2018-12-10,3516,639
2018-12-11,3487,12472
2018-12-12,3421,9657
2018-12-13,3399,42684
2018-12-14,3428,208
2018-12-17,3465,81301
2018-12-18,3458,5024
2018-12-19,3443,2155
2018-12-20,3443,1024
2018-12-21,3465,1783
2018-12-24,3406,4299
2018-12-26,3340,7740
2018-12-27,3348,12375
2018-12-28,3443,20468
2019-01-02,3480,6110
2019-01-03,3524,3235
2019-01-04,3443,1054
2019-01-07,3443,9143
2019-01-08,3545,465
2019-01-09,3465,15222
2019-01-10,3538,28
2019-01-11,3480,320
2019-01-14,3545,728
2019-01-15,3509,615
2019-01-16,3626,849
2019-01-17,3611,104
2019-01-18,3589,101
2019-01-21,3494,1526
2019-01-22,3480,8
2019-01-23,3502,5246
2019-01-24,3545,11406
