period,price,volume
2017-01-16,15650,100
2017-01-17,15650,0
2017-01-18,15650,0
2017-01-19,15650,0
2017-01-20,15650,0
2017-01-23,15650,0
2017-01-24,14500,100
2017-01-25,16650,10
2017-01-26,15150,0
2017-01-31,14300,100
2017-02-01,14300,0
2017-02-02,14300,0
2017-02-03,14300,0
2017-02-06,14300,0
2017-02-07,14300,0
2017-02-08,14300,0
2017-02-09,14300,0
2017-02-10,13650,100
2017-02-13,15650,10
2017-02-14,14300,0
2017-02-15,14300,0
2017-02-16,14300,0
2017-02-17,14300,0
2017-02-20,14300,0
2017-02-21,14300,0
2017-02-22,14300,0
2017-02-23,14300,0
2017-02-24,14300,0
2017-02-27,14300,0
2017-02-28,14300,0
2017-03-02,14300,0
2017-03-03,14300,0
2017-03-06,14300,0
2017-03-07,14300,0
2017-03-08,14300,0
2017-03-09,14300,0
2017-03-10,14300,0
2017-03-13,14300,0
2017-03-14,14300,0
2017-03-15,14300,0
2017-03-16,14300,0
2017-03-17,14300,1
2017-03-20,14300,0
2017-03-21,14300,0
2017-03-22,14300,0
2017-03-23,14300,0
2017-03-24,14300,0
2017-03-27,14300,0
2017-03-28,14300,0
2017-03-29,14300,0
2017-03-30,14300,0
2017-03-31,14300,0
2017-04-03,14300,0
2017-04-04,14300,0
2017-04-05,14300,0
2017-04-06,14300,0
2017-04-07,13500,100
2017-04-10,13500,0
2017-04-11,13500,0
2017-04-12,13500,0
2017-04-13,13500,100
2017-04-14,13500,0
2017-04-17,13500,0
2017-04-18,13500,0
2017-04-19,13500,0
2017-04-20,13500,0
2017-04-21,13500,0
2017-04-24,13500,0
2017-04-25,13400,100
2017-04-26,13400,0
2017-04-27,13400,0
2017-04-28,13400,0
2017-05-02,13400,0
2017-05-04,13400,0
2017-05-08,13400,0
2017-05-10,13400,0
2017-05-11,13400,0
2017-05-12,13400,0
2017-05-15,13400,0
2017-05-16,13400,0
2017-05-17,13400,0
2017-05-18,13400,0
2017-05-19,13400,0
2017-05-22,13400,0
2017-05-23,13400,0
2017-05-24,12600,1
2017-05-25,12600,0
2017-05-26,12600,0
2017-05-29,12600,0
2017-05-30,12600,0
2017-05-31,12600,0
2017-06-01,12600,0
2017-06-02,12600,0
2017-06-05,12600,1
2017-06-07,12600,0
2017-06-08,12600,0
2017-06-09,12600,0
2017-06-12,12600,0
2017-06-13,12600,0
2017-06-14,12600,0
