period,price,volume
2019-08-20,2040,8272853
2019-08-21,2035,1460082
2019-08-22,2045,527035
2019-08-23,2050,273035
2019-08-26,2045,242175
2019-08-27,2050,160917
2019-08-28,2055,65808
2019-08-29,2055,198878
2019-08-30,2050,261054
2019-09-02,2045,125862
2019-09-03,2050,80755
2019-09-04,2050,48839
2019-09-05,2045,78433
2019-09-06,2050,75725
2019-09-09,2055,72103
2019-09-10,2055,26556
2019-09-11,2060,70024
2019-09-16,2060,38887
2019-09-17,2060,41414
2019-09-18,2060,90614
2019-09-19,2060,59706
2019-09-20,2055,82646
2019-09-23,2055,22358
2019-09-24,2055,21567
2019-09-25,2065,62418
2019-09-26,2065,7114
2019-09-27,2070,65838
2019-09-30,2080,69384
2019-10-01,2085,22798
2019-10-02,2075,27738
2019-10-04,2080,43726
2019-10-07,2070,20824
2019-10-08,2060,13847
2019-10-10,2055,61393
2019-10-11,2075,72022
2019-10-14,2055,14224
2019-10-15,2050,6562
2019-10-16,2060,24787
2019-10-17,2055,5823
2019-10-18,2045,3863
2019-10-21,2040,4179
2019-10-22,2050,17227
2019-10-23,2050,2237
2019-10-24,2040,5965
2019-10-25,2035,18217
2019-10-28,2035,11761
2019-10-29,2040,30502
2019-10-30,2045,58265
2019-10-31,2045,33819
2019-11-01,2030,5415
2019-11-04,2035,1375
2019-11-05,2035,53458
2019-11-06,2035,25062
2019-11-07,2040,11449
2019-11-08,2040,5180
2019-11-11,2040,21588
2019-11-12,2030,65431
2019-11-13,2020,7219
2019-11-14,2025,1133
2019-11-15,2030,3776
