period,price,volume
2015-12-30,7680,243104
2016-01-04,7340,169437
2016-01-05,7350,124987
2016-01-06,7280,165904
2016-01-07,7210,140288
2016-01-08,7090,256771
2016-01-11,6970,267328
2016-01-12,6830,147048
2016-01-13,6920,131407
2016-01-14,6600,267251
2016-01-15,6410,218194
2016-01-18,6690,148686
2016-01-19,6560,89796
2016-01-20,6240,257787
2016-01-21,6190,145326
2016-01-22,6450,427900
2016-01-25,8380,2235271
2016-01-26,8400,2532574
2016-01-27,8380,1705060
2016-01-28,8370,2200775
2016-01-29,8420,856769
2016-02-01,7940,735408
2016-02-02,8010,429750
2016-02-03,7820,501065
2016-02-04,8060,554990
2016-02-05,7770,238643
2016-02-11,7070,366492
2016-02-12,6720,630274
2016-02-15,7120,410505
2016-02-16,7190,220121
2016-02-17,7200,331999
2016-02-18,7210,183343
2016-02-19,7680,1261539
2016-02-22,7930,512879
2016-02-23,7780,369380
2016-02-24,7870,324425
2016-02-25,7940,436937
2016-02-26,7820,262211
2016-02-29,7670,284512
2016-03-02,7610,301301
2016-03-03,7670,189137
2016-03-04,7590,167901
2016-03-07,7580,178915
2016-03-08,8330,8891911
2016-03-09,8090,1493581
2016-03-10,7910,718765
2016-03-11,7830,353447
2016-03-14,7810,220525
2016-03-15,7790,263837
2016-03-16,7720,196575
2016-03-17,7970,279075
2016-03-18,7920,289190
2016-03-21,7730,268363
2016-03-22,7790,167976
2016-03-23,8090,625067
2016-03-24,8050,354125
2016-03-25,7950,168107
2016-03-28,8120,249655
2016-03-29,8280,640385
2016-03-30,8090,262563
2016-03-31,8000,190522
2016-04-01,8170,258207
2016-04-04,8200,253838
2016-04-05,8030,219660
2016-04-06,7920,205744
2016-04-07,7790,264462
2016-04-08,8130,530670
2016-04-11,7990,298414
2016-04-12,8160,172175
2016-04-14,8010,201155
2016-04-15,8190,249906
2016-04-18,8260,579175
2016-04-19,8250,297057
2016-04-20,8030,333783
2016-04-21,8260,221332
2016-04-22,8440,399834
2016-04-25,8900,1796887
2016-04-26,8590,473107
2016-04-27,8550,323499
2016-04-28,8760,305937
2016-04-29,8580,228207
2016-05-02,8200,297378
2016-05-03,8200,267893
2016-05-04,8420,220198
2016-05-09,8180,185977
2016-05-10,8320,163803
2016-05-11,8620,233197
2016-05-12,8690,268726
2016-05-13,8560,136143
2016-05-16,8720,249522
2016-05-17,8600,336572
2016-05-18,8210,308052
2016-05-19,8100,196006
2016-05-20,8200,214655
2016-05-23,8100,167915
2016-05-24,7570,517080
2016-05-25,7610,271628
2016-05-26,7750,97595
2016-05-27,7790,135618
2016-05-30,7800,207447
2016-05-31,7800,138232
2016-06-01,7840,120509
2016-06-02,7810,143143
2016-06-03,7710,247875
2016-06-07,7710,145329
2016-06-08,7470,292632
2016-06-09,7500,123342
2016-06-10,7550,109914
2016-06-13,7350,125513
2016-06-14,7330,115146
2016-06-15,7350,82388
2016-06-16,7100,188507
2016-06-17,7100,88274
2016-06-20,7150,105880
2016-06-21,7240,157021
2016-06-22,7250,128512
2016-06-23,7070,200635
2016-06-24,6540,392123
2016-06-27,6600,147237
2016-06-28,6700,154759
2016-06-29,7010,160810
2016-06-30,7010,96669
2016-07-01,7100,100661
2016-07-04,7260,117784
2016-07-05,7260,78826
2016-07-06,7120,117625
2016-07-07,7250,98228
2016-07-08,7250,81214
2016-07-11,7260,90188
2016-07-12,7250,86155
2016-07-13,7330,103474
2016-07-14,7520,338352
2016-07-15,7510,111473
2016-07-18,7530,111619
2016-07-19,7530,113205
2016-07-20,7410,133389
2016-07-21,7470,72106
2016-07-22,7540,100151
2016-07-25,7500,102081
2016-07-26,7640,1874307
2016-07-27,7460,201164
2016-07-28,7450,121397
2016-07-29,7540,147588
2016-08-01,7530,90721
2016-08-02,7580,207391
2016-08-03,7530,149555
2016-08-04,7750,252324
2016-08-05,7840,1553973
2016-08-08,8060,477052
2016-08-09,8240,672448
2016-08-10,8110,206952
2016-08-11,8100,195576
2016-08-12,8250,268624
2016-08-16,8450,568122
2016-08-17,8200,327790
2016-08-18,8200,142582
2016-08-19,8110,247965
2016-08-22,8010,132955
2016-08-23,8010,176500
2016-08-24,8100,249332
2016-08-25,8380,546114
2016-08-26,8160,249876
2016-08-29,7850,327350
2016-08-30,7800,122452
2016-08-31,7780,138935
2016-09-01,7900,64955
2016-09-02,7910,76320
2016-09-05,7840,65910
2016-09-06,7910,66963
2016-09-07,8100,177395
2016-09-08,7810,164762
2016-09-09,7720,103009
2016-09-12,7480,121141
2016-09-13,7550,75943
2016-09-19,7580,58401
2016-09-20,7710,46145
2016-09-21,7830,87713
2016-09-22,7810,70242
2016-09-23,7900,82869
2016-09-26,7860,90898
2016-09-27,7870,78149
2016-09-28,8020,190090
2016-09-29,7990,423620
2016-09-30,7900,78994
2016-10-04,7830,117517
2016-10-05,8030,139587
2016-10-06,7970,64330
2016-10-07,7990,92950
2016-10-10,7900,83770
2016-10-11,7800,95029
2016-10-12,7690,124587
2016-10-13,7570,128454
2016-10-14,7470,129286
2016-10-17,7480,84123
2016-10-18,7370,93938
2016-10-19,7400,63422
2016-10-20,7380,49446
2016-10-21,7310,45220
2016-10-24,7280,99728
2016-10-25,7280,58060
2016-10-26,7120,60230
2016-10-27,7190,36912
2016-10-28,7170,36251
2016-10-31,7000,62385
2016-11-01,7000,52221
2016-11-02,6680,98624
2016-11-03,6720,62899
2016-11-04,6820,40178
2016-11-07,6970,33014
2016-11-08,7000,24242
2016-11-09,6630,200589
2016-11-10,6890,61997
2016-11-11,6950,48849
2016-11-14,7110,41422
2016-11-15,7100,28076
2016-11-16,7120,78553
2016-11-17,7160,21591
2016-11-18,6990,67156
2016-11-21,6880,59618
2016-11-22,6970,23411
2016-11-23,6950,35373
2016-11-24,6600,104415
2016-11-25,6660,35904
2016-11-28,6530,65482
2016-11-29,6430,84083
2016-11-30,6510,55767
2016-12-01,6620,59113
2016-12-02,6610,23952
2016-12-05,6590,49699
2016-12-06,6590,40271
2016-12-07,6620,21184
2016-12-08,6650,39552
2016-12-09,6790,46969
2016-12-12,6870,19819
2016-12-13,6880,29271
2016-12-14,6910,33808
2016-12-15,6990,54736
2016-12-16,6970,42106
2016-12-19,7020,25202
2016-12-20,7010,33351
2016-12-21,7000,14648
2016-12-22,6850,31555
2016-12-23,7000,42282
2016-12-26,6960,17978
2016-12-27,6890,40235
2016-12-28,7000,30938
2016-12-29,7020,45606
2017-01-02,7090,31573
2017-01-03,7360,188482
2017-01-04,7370,53107
2017-01-05,7510,65657
2017-01-06,7370,58298
2017-01-09,7240,65048
2017-01-10,7150,56014
2017-01-11,7220,38835
2017-01-12,7110,27229
2017-01-13,7150,29192
2017-01-16,7070,41041
2017-01-17,6980,46679
2017-01-18,7030,19649
2017-01-19,7010,19105
2017-01-20,6980,29878
2017-01-23,6910,25850
2017-01-24,6650,85823
2017-01-25,6720,23814
2017-01-26,6870,18514
2017-01-31,6930,21870
2017-02-01,6970,24058
2017-02-02,7000,35745
2017-02-03,6900,44505
2017-02-06,6840,42044
2017-02-07,6820,44963
2017-02-08,6800,18892
2017-02-09,6800,24649
2017-02-10,6780,30209
2017-02-13,6710,33504
2017-02-14,6760,24522
2017-02-15,6830,27479
2017-02-16,6830,21324
2017-02-17,6840,25480
2017-02-20,6840,22498
2017-02-21,6870,40584
2017-02-22,6870,29476
2017-02-23,6840,47275
2017-02-24,6730,99027
2017-02-27,6750,19917
2017-02-28,6740,23186
2017-03-02,6800,213636
2017-03-03,6700,56959
2017-03-06,6670,33516
2017-03-07,6680,29630
2017-03-08,6780,35257
2017-03-09,6800,20824
2017-03-10,6740,28902
2017-03-13,6810,21728
2017-03-14,6810,43039
2017-03-15,6730,40186
2017-03-16,6860,44055
2017-03-17,6920,81452
2017-03-20,7100,174431
2017-03-21,7070,89283
2017-03-22,6990,69303
2017-03-23,6960,52947
2017-03-24,7110,88412
2017-03-27,7160,87772
2017-03-28,7120,65875
2017-03-29,7140,56932
2017-03-30,7130,42138
2017-03-31,7160,52036
2017-04-03,7320,108704
2017-04-04,7570,863625
2017-04-05,7840,677102
2017-04-06,7570,312219
2017-04-07,7610,155514
2017-04-10,7360,304047
2017-04-11,7740,219468
2017-04-12,7850,248766
2017-04-13,7800,95458
2017-04-14,7630,63102
2017-04-17,7650,72552
2017-04-18,7690,71628
2017-04-19,7760,58924
2017-04-20,7770,52534
2017-04-21,7730,49737
2017-04-24,7640,72810
2017-04-25,7640,30592
2017-04-26,7760,62323
