period,price,volume
2015-12-30,2349,133591
2016-01-04,2208,208355
2016-01-05,2369,226689
2016-01-06,2349,150072
2016-01-07,2248,103522
2016-01-08,2268,172671
2016-01-11,2108,110176
2016-01-12,2158,114118
2016-01-13,2248,89171
2016-01-14,2288,100375
2016-01-15,2288,141247
2016-01-18,2208,117315
2016-01-19,2218,79620
2016-01-20,2058,152537
2016-01-21,2068,90983
2016-01-22,2168,90464
2016-01-25,2178,38432
2016-01-26,2005,255225
2016-01-27,1799,544654
2016-01-28,1807,237210
2016-01-29,1853,234257
2016-02-01,1859,129580
2016-02-02,1813,71914
2016-02-03,1819,61617
2016-02-04,2028,908638
2016-02-05,2078,178198
2016-02-11,1891,139653
2016-02-12,1827,182544
2016-02-15,1837,67717
2016-02-16,1843,88466
2016-02-17,1767,83922
2016-02-18,1857,50343
2016-02-19,1909,47943
2016-02-22,1909,42082
2016-02-23,1813,51844
2016-02-24,1839,43983
2016-02-25,1837,65827
2016-02-26,1895,88457
2016-02-29,1905,69734
2016-03-02,1919,48611
2016-03-03,1877,44583
2016-03-04,1879,24484
2016-03-07,1863,37508
2016-03-08,1827,30536
2016-03-09,1813,45933
2016-03-10,1807,48211
2016-03-11,1851,55422
2016-03-14,1951,175749
2016-03-15,1901,63171
2016-03-16,1913,32117
2016-03-17,1927,62458
2016-03-18,1905,26398
2016-03-21,1931,55085
2016-03-22,2005,96713
2016-03-23,1977,52611
2016-03-24,1923,35529
2016-03-25,1959,43529
2016-03-28,1911,50385
2016-03-29,1885,61693
2016-03-30,1887,32903
2016-03-31,1903,24372
2016-04-01,1817,67580
2016-04-04,1937,89717
2016-04-05,1965,67164
2016-04-06,1917,50212
2016-04-07,1891,38915
2016-04-08,1867,46371
2016-04-11,1867,39268
2016-04-12,1857,16912
2016-04-14,1857,46086
2016-04-15,1827,49203
2016-04-18,1807,42806
2016-04-19,1801,44596
2016-04-20,1771,36525
2016-04-21,1897,152712
2016-04-22,2078,865380
2016-04-25,2108,150124
2016-04-26,2098,827850
2016-04-27,2188,260698
2016-04-28,2188,217798
2016-04-29,2178,115277
2016-05-02,2248,128033
2016-05-03,2228,154145
2016-05-04,2218,121647
2016-05-09,2218,54861
2016-05-10,2268,69302
2016-05-11,2278,84837
2016-05-12,2258,52495
2016-05-13,2248,59302
2016-05-16,2248,52098
2016-05-17,2238,65852
2016-05-18,2028,162627
2016-05-19,1987,113640
2016-05-20,2007,70390
2016-05-23,1999,42296
2016-05-24,1963,42152
2016-05-25,1967,45835
2016-05-26,1979,40315
2016-05-27,1989,30371
2016-05-30,1987,28044
2016-05-31,2017,27409
2016-06-01,2078,68165
2016-06-02,2038,40617
2016-06-03,2003,32209
2016-06-07,2028,147876
2016-06-08,2017,88437
2016-06-09,1957,91607
2016-06-10,1987,21061
2016-06-13,1927,48385
2016-06-14,1927,30802
2016-06-15,1925,40972
2016-06-16,1865,104240
2016-06-17,1797,120907
2016-06-20,1827,28952
2016-06-21,1787,123034
2016-06-22,1815,97917
2016-06-23,1748,71811
2016-06-24,1614,170262
2016-06-27,1640,59276
2016-06-28,1702,44533
2016-06-29,1750,55766
2016-06-30,1748,25560
2016-07-01,1732,44840
2016-07-04,1734,28833
2016-07-05,1759,33775
2016-07-06,1750,34635
2016-07-07,1787,36605
2016-07-08,1847,131876
2016-07-11,1843,73943
2016-07-12,1803,43575
2016-07-13,1803,26109
2016-07-14,1867,67516
2016-07-15,1897,75026
2016-07-18,1901,48106
2016-07-19,1909,25642
2016-07-20,1899,35215
2016-07-21,1879,38288
2016-07-22,1873,32194
2016-07-25,1883,17465
2016-07-26,1881,21294
2016-07-27,1881,14187
2016-07-28,1909,35379
2016-07-29,1899,23325
2016-08-01,1947,55425
2016-08-02,1939,24883
2016-08-03,1935,17700
2016-08-04,2005,66726
2016-08-05,1999,22294
2016-08-08,1881,74272
2016-08-09,1819,66950
2016-08-10,1829,30285
2016-08-11,1829,20390
2016-08-12,1839,20722
2016-08-16,1756,96544
2016-08-17,1732,49931
2016-08-18,1732,19418
2016-08-19,1718,31033
2016-08-22,1789,40276
2016-08-23,1805,27642
2016-08-24,1823,24267
2016-08-25,1775,39265
2016-08-26,1730,45743
2016-08-29,1720,41168
2016-08-30,1736,6454
2016-08-31,1742,15023
2016-09-01,1750,28429
2016-09-02,1787,57185
2016-09-05,1793,40778
2016-09-06,1795,23528
2016-09-07,1777,11103
2016-09-08,1801,20577
2016-09-09,1750,18268
2016-09-12,1728,18423
2016-09-13,1752,8992
2016-09-19,1728,37959
2016-09-20,1750,23482
2016-09-21,1779,37086
2016-09-22,1855,33971
2016-09-23,1863,38352
2016-09-26,1959,583419
2016-09-27,2138,301742
2016-09-28,2118,168360
2016-09-29,2359,462333
2016-09-30,2359,528128
2016-10-04,2349,185310
2016-10-05,2278,161147
2016-10-06,2670,773681
2016-10-07,2369,1748840
2016-10-10,2580,1406017
2016-10-11,2590,244811
2016-10-12,2419,143416
2016-10-13,2329,200882
2016-10-14,2529,242393
2016-10-17,2570,109843
2016-10-18,2620,196362
2016-10-19,2670,97924
2016-10-20,2941,600398
2016-10-21,2800,266206
2016-10-24,2841,155074
2016-10-25,2921,156357
2016-10-26,2841,104304
2016-10-27,2790,229837
2016-10-28,2730,255182
2016-10-31,2459,271088
2016-11-01,2409,117673
2016-11-02,2369,65349
2016-11-03,2409,51919
2016-11-04,2409,44995
2016-11-07,2499,124741
2016-11-08,2610,97066
2016-11-09,2449,147479
2016-11-10,2620,109178
2016-11-11,2409,174668
2016-11-14,2309,133204
2016-11-15,2329,65333
2016-11-16,2369,55739
2016-11-17,2399,36706
2016-11-18,2299,101483
2016-11-21,2319,78500
2016-11-22,2570,301320
2016-11-23,2479,132298
2016-11-24,2329,129802
2016-11-25,2439,111191
2016-11-28,2610,180078
2016-11-29,2580,100907
2016-11-30,2519,58146
2016-12-01,2580,78392
2016-12-02,2509,87223
2016-12-05,2539,51948
2016-12-06,2650,116822
2016-12-07,2680,94840
2016-12-08,2680,76003
2016-12-09,2640,87022
2016-12-12,2499,153410
2016-12-13,2549,62573
2016-12-14,2529,86479
2016-12-15,2600,96963
2016-12-16,2529,48509
2016-12-19,2479,58778
2016-12-20,2469,42836
2016-12-21,2479,41003
2016-12-22,2439,79020
2016-12-23,2399,51765
2016-12-26,2319,53148
2016-12-27,2299,40928
2016-12-28,2570,137007
2016-12-29,2710,288761
