period,price,volume
2015-12-30,15100,47197
2016-01-04,14800,20076
2016-01-05,14700,25538
2016-01-06,14350,30633
2016-01-07,13900,36788
2016-01-08,14000,22401
2016-01-11,14200,21680
2016-01-12,14300,18655
2016-01-13,14150,12483
2016-01-14,14100,24013
2016-01-15,14100,19279
2016-01-18,13750,17513
2016-01-19,14000,10766
2016-01-20,13100,61348
2016-01-21,13150,11960
2016-01-22,13250,11851
2016-01-25,13250,14851
2016-01-26,13250,16241
2016-01-27,13100,14828
2016-01-28,13000,20979
2016-01-29,13300,22311
2016-02-01,13150,11060
2016-02-02,13400,11551
2016-02-03,13650,18611
2016-02-04,13800,14946
2016-02-05,13950,10768
2016-02-11,13500,25639
2016-02-12,13050,33184
2016-02-15,13050,35734
2016-02-16,13100,16890
2016-02-17,12700,25141
2016-02-18,13000,28275
2016-02-19,13100,13776
2016-02-22,12500,68407
2016-02-23,12000,117858
2016-02-24,11700,51383
2016-02-25,11700,67289
2016-02-26,11900,29056
2016-02-29,12200,36672
2016-03-02,12200,34660
2016-03-03,12300,24189
2016-03-04,12250,22634
2016-03-07,12200,20898
2016-03-08,11950,30019
2016-03-09,12300,16704
2016-03-10,12400,27962
2016-03-11,12350,16076
2016-03-14,12200,17986
2016-03-15,12000,29853
2016-03-16,12050,19809
2016-03-17,11950,41004
2016-03-18,11950,30008
2016-03-21,12000,75054
2016-03-22,12300,61673
2016-03-23,12100,49294
2016-03-24,11950,66154
2016-03-25,12150,17069
2016-03-28,12100,18945
2016-03-29,12050,41499
2016-03-30,12150,41367
2016-03-31,12200,38751
2016-04-01,12350,45263
2016-04-04,12350,27216
2016-04-05,12300,17792
2016-04-06,12050,64230
2016-04-07,12400,98165
2016-04-08,12650,81365
2016-04-11,12700,40105
2016-04-12,12550,36494
2016-04-14,12450,46206
2016-04-15,12550,31881
2016-04-18,12400,30391
2016-04-19,12500,36901
2016-04-20,12300,36057
2016-04-21,12400,34319
2016-04-22,12450,43028
2016-04-25,12250,40297
2016-04-26,12350,57859
2016-04-27,12050,62524
2016-04-28,12050,31121
2016-04-29,12050,30085
2016-05-02,11950,43860
2016-05-03,11950,31666
2016-05-04,12100,16011
2016-05-09,11950,32678
2016-05-10,12000,13581
2016-05-11,12050,33250
2016-05-12,12050,18481
2016-05-13,12100,43562
2016-05-16,11950,30429
2016-05-17,11850,32568
2016-05-18,11600,52295
2016-05-19,11400,28406
2016-05-20,11250,55156
2016-05-23,11150,31674
2016-05-24,11050,30998
2016-05-25,10950,52151
2016-05-26,10950,39292
2016-05-27,10850,21792
2016-05-30,11250,43760
2016-05-31,11450,39411
2016-06-01,11200,33649
2016-06-02,11200,34499
2016-06-03,11050,46948
2016-06-07,11250,77425
2016-06-08,11200,26519
2016-06-09,11300,61607
2016-06-10,11400,30823
2016-06-13,11500,30903
2016-06-14,11550,27883
2016-06-15,11200,42978
2016-06-16,11050,35840
2016-06-17,11150,11704
2016-06-20,11150,13224
2016-06-21,11200,16638
2016-06-22,11350,12310
2016-06-23,11200,10442
2016-06-24,10750,72858
2016-06-27,10800,23215
2016-06-28,10950,15277
2016-06-29,10900,15102
2016-06-30,11100,14939
2016-07-01,11150,14891
2016-07-04,11300,38455
2016-07-05,11300,10864
2016-07-06,11100,14909
2016-07-07,11150,19823
2016-07-08,11250,30823
2016-07-11,11150,17548
2016-07-12,11150,12717
2016-07-13,11250,41775
2016-07-14,11250,17385
2016-07-15,11300,44135
2016-07-18,11250,28383
2016-07-19,11200,16501
2016-07-20,11300,20067
2016-07-21,11600,46024
2016-07-22,11400,28298
2016-07-25,11400,22929
2016-07-26,11650,36825
2016-07-27,11500,29951
2016-07-28,11500,32535
2016-07-29,11500,59773
2016-08-01,11150,87451
2016-08-02,11100,38506
2016-08-03,10900,34274
2016-08-04,10850,27494
2016-08-05,10700,36642
2016-08-08,10500,54633
2016-08-09,10800,43735
2016-08-10,10700,39829
2016-08-11,10500,46877
2016-08-12,10650,62369
2016-08-16,10600,22890
2016-08-17,10550,40488
2016-08-18,10400,21049
2016-08-19,10350,27270
2016-08-22,10050,43087
2016-08-23,9870,46968
2016-08-24,9620,100649
2016-08-25,9950,40430
2016-08-26,9960,18917
2016-08-29,9860,27033
2016-08-30,9630,40346
2016-08-31,9600,26304
2016-09-01,9570,15377
2016-09-02,9800,20831
2016-09-05,9700,32500
2016-09-06,9680,17618
2016-09-07,9690,11005
2016-09-08,9590,27322
2016-09-09,9430,24210
2016-09-12,9360,19513
2016-09-13,9410,18315
2016-09-19,9430,8284
2016-09-20,9380,10918
2016-09-21,9610,22657
2016-09-22,9610,15028
2016-09-23,9950,45103
2016-09-26,9800,21169
2016-09-27,9800,21692
2016-09-28,9710,14471
2016-09-29,9760,7069
2016-09-30,9960,27212
2016-10-04,9900,32818
2016-10-05,9870,11852
2016-10-06,9890,14998
2016-10-07,9860,11947
2016-10-10,9770,15337
2016-10-11,9770,17433
2016-10-12,9900,15674
2016-10-13,9880,9847
2016-10-14,9900,14080
2016-10-17,9810,16655
2016-10-18,9690,13326
2016-10-19,9700,9943
2016-10-20,9760,8824
2016-10-21,9540,26174
2016-10-24,9310,17780
2016-10-25,9240,18521
2016-10-26,9080,15191
2016-10-27,9150,8380
2016-10-28,9130,12144
2016-10-31,8820,20490
2016-11-01,8830,9606
2016-11-02,8670,31690
2016-11-03,9000,55716
2016-11-04,8810,6382
2016-11-07,8870,7385
2016-11-08,9090,9377
2016-11-09,8780,30120
2016-11-10,9100,16701
2016-11-11,9150,8683
2016-11-14,9150,13812
2016-11-15,9150,12269
2016-11-16,9170,9204
2016-11-17,9080,21583
2016-11-18,8880,20993
2016-11-21,8540,57047
2016-11-22,8560,12617
2016-11-23,8200,10740
2016-11-24,8170,21530
2016-11-25,8210,8801
2016-11-28,8140,4156
2016-11-29,8220,12536
2016-11-30,7900,57180
2016-12-01,8100,20564
2016-12-02,7840,20747
2016-12-05,7560,21001
2016-12-06,7700,13398
2016-12-07,7840,7081
2016-12-08,7820,8274
2016-12-09,7860,7664
2016-12-12,7880,10288
2016-12-13,8110,13135
2016-12-14,8200,13034
2016-12-15,8330,13058
2016-12-16,8160,7411
2016-12-19,8260,9564
2016-12-20,8270,7252
2016-12-21,8240,5174
2016-12-22,8150,16339
2016-12-23,8210,35748
2016-12-26,8190,8814
2016-12-27,8100,8151
2016-12-28,8210,9385
2016-12-29,8200,5312
2017-01-02,8090,15323
2017-01-03,8150,18536
2017-01-04,8230,23132
2017-01-05,8270,15228
2017-01-06,8350,42763
2017-01-09,8340,23302
2017-01-10,8540,38424
2017-01-11,8520,10943
2017-01-12,8350,18182
2017-01-13,8360,10025
2017-01-16,8200,14380
2017-01-17,8190,10668
2017-01-18,8400,23287
2017-01-19,8320,14230
2017-01-20,8180,4667
2017-01-23,8050,10570
2017-01-24,8050,5256
2017-01-25,8010,4614
2017-01-26,8130,9819
2017-01-31,8140,9462
2017-02-01,8080,15640
2017-02-02,7980,12900
2017-02-03,7820,31651
2017-02-06,7950,10299
2017-02-07,8010,5573
2017-02-08,7960,9355
2017-02-09,7980,8488
2017-02-10,7970,6723
2017-02-13,7980,14875
2017-02-14,7850,21405
2017-02-15,7910,16745
2017-02-16,8000,12862
2017-02-17,8000,7782
2017-02-20,7920,12955
2017-02-21,7990,14818
2017-02-22,7910,14624
2017-02-23,7880,9403
2017-02-24,8040,28241
2017-02-27,7990,15604
2017-02-28,8040,13561
2017-03-02,7950,8898
2017-03-03,7840,12641
2017-03-06,7850,10979
2017-03-07,7980,10624
2017-03-08,7900,8533
2017-03-09,7900,13252
2017-03-10,8000,6576
