period,price,volume
2019-09-05,19250,3364344
2019-09-06,17800,985148
2019-09-09,17700,981529
2019-09-10,17800,719088
2019-09-11,17950,597678
2019-09-16,18200,356054
2019-09-17,18150,337437
2019-09-18,17650,312413
2019-09-19,17400,161120
2019-09-20,16800,234659
2019-09-23,16700,119902
2019-09-24,16400,137114
2019-09-25,15900,144996
2019-09-26,16200,161202
2019-09-27,16550,203847
2019-09-30,16450,88394
2019-10-01,16850,96344
2019-10-02,16300,95744
2019-10-04,16150,105027
2019-10-07,16200,73903
2019-10-08,16250,93098
2019-10-10,16450,70033
2019-10-11,16500,274373
2019-10-14,16400,105316
2019-10-15,16650,69988
2019-10-16,17000,139445
2019-10-17,17350,268263
2019-10-18,17750,152438
2019-10-21,18200,273180
2019-10-22,17550,155674
2019-10-23,16950,127117
2019-10-24,17200,112604
2019-10-25,16750,85429
2019-10-28,17150,89160
2019-10-29,17100,51868
2019-10-30,16900,32958
2019-10-31,16900,44984
2019-11-01,16700,57030
2019-11-04,16650,38398
2019-11-05,16850,54148
2019-11-06,17050,48555
2019-11-07,17200,64875
2019-11-08,16950,38470
2019-11-11,16900,57599
2019-11-12,16800,28423
2019-11-13,16700,28688
2019-11-14,16900,58476
2019-11-15,17000,46358
