period,price,volume
2016-02-03,12350,13082837
2016-02-04,11100,7053917
2016-02-05,11550,4661069
2016-02-11,12500,3641745
2016-02-12,10800,2758366
2016-02-15,10400,2126837
2016-02-16,11100,2028887
2016-02-17,12150,7588272
2016-02-18,12050,2071977
2016-02-19,11850,2203347
2016-02-22,14100,6863911
2016-02-23,13900,2040734
2016-02-24,13500,4591785
2016-02-25,13150,1403508
2016-02-26,13100,1108779
2016-02-29,12450,1235125
2016-03-02,12800,1161415
2016-03-03,12150,1356836
2016-03-04,12700,1283940
2016-03-07,13200,1852350
2016-03-08,13300,1030205
2016-03-09,13000,580064
2016-03-10,12700,925625
2016-03-11,12450,584660
2016-03-14,11900,546561
2016-03-15,11950,365867
2016-03-16,11500,682273
2016-03-17,11650,410698
2016-03-18,11400,445831
2016-03-21,11150,396698
2016-03-22,11250,349633
2016-03-23,10750,884933
2016-03-24,11500,752406
2016-03-25,11150,351043
2016-03-28,10950,242069
2016-03-29,11400,281334
2016-03-30,11550,318768
2016-03-31,10950,476817
2016-04-01,11250,371970
2016-04-04,11850,899279
2016-04-05,11950,778501
2016-04-06,11700,347290
2016-04-07,11200,582762
2016-04-08,11250,425872
2016-04-11,11200,399665
2016-04-12,11650,640107
2016-04-14,11550,360044
2016-04-15,11250,360413
2016-04-18,11050,304658
2016-04-19,11000,309164
2016-04-20,11050,261083
2016-04-21,10750,419422
2016-04-22,10450,426765
2016-04-25,10550,200778
2016-04-26,10800,294943
2016-04-27,10750,323538
2016-04-28,10400,372596
2016-04-29,10350,231794
2016-05-02,10000,350474
2016-05-03,9200,1640477
2016-05-04,8640,1228609
2016-05-09,8550,520546
2016-05-10,8820,422818
2016-05-11,8740,227524
2016-05-12,9000,685366
2016-05-13,8950,233177
2016-05-16,8660,386992
2016-05-17,8170,486572
2016-05-18,7680,547050
2016-05-19,7660,233525
2016-05-20,7870,412051
2016-05-23,7820,197914
2016-05-24,8070,651863
2016-05-25,7940,253445
2016-05-26,7690,232421
2016-05-27,7700,185616
2016-05-30,7740,116361
2016-05-31,7860,160862
2016-06-01,8010,175664
2016-06-02,7830,201933
2016-06-03,7690,207616
2016-06-07,7840,145272
2016-06-08,8000,212968
2016-06-09,7860,205087
2016-06-10,7830,112838
2016-06-13,7600,196927
2016-06-14,7260,355459
2016-06-15,7000,295730
2016-06-16,6450,519069
2016-06-17,6740,481703
2016-06-20,6780,162167
2016-06-21,6610,172877
2016-06-22,6610,112202
2016-06-23,6330,255748
2016-06-24,5720,605880
2016-06-27,5660,339589
2016-06-28,5810,180106
2016-06-29,6600,2064507
2016-06-30,6330,416209
2016-07-01,6340,204891
2016-07-04,6340,189859
2016-07-05,6150,201905
2016-07-06,6140,322283
2016-07-07,6320,419307
2016-07-08,6700,452461
2016-07-11,6820,518526
2016-07-12,6720,185705
2016-07-13,6710,132969
2016-07-14,6510,198899
2016-07-15,6620,200951
2016-07-18,6940,645661
2016-07-19,6860,264127
2016-07-20,6780,158667
2016-07-21,6930,276472
2016-07-22,6850,118950
2016-07-25,7100,284867
2016-07-26,6970,738686
2016-07-27,6930,259841
2016-07-28,6770,183517
2016-07-29,6750,165657
2016-08-01,6850,311639
2016-08-02,8450,13952225
2016-08-03,8090,2742393
2016-08-04,8440,13216353
2016-08-05,8890,6514324
2016-08-08,8740,2163268
2016-08-09,8310,2441232
2016-08-10,8260,1342477
2016-08-11,8120,827495
2016-08-12,7880,722343
2016-08-16,8360,1424780
2016-08-17,8160,871490
2016-08-18,7770,670766
2016-08-19,7500,698309
2016-08-22,7360,411457
2016-08-23,7570,564454
2016-08-24,7220,424393
2016-08-25,7300,540071
2016-08-26,7480,453437
2016-08-29,7350,448641
2016-08-30,7850,2365562
2016-08-31,7520,618557
2016-09-01,7880,778861
2016-09-02,7890,657324
2016-09-05,7660,486624
2016-09-06,7250,548369
2016-09-07,6430,1351980
2016-09-08,6200,829817
2016-09-09,6040,626698
2016-09-12,5940,455623
2016-09-13,6060,301126
2016-09-19,5970,217156
2016-09-20,5880,267621
2016-09-21,6090,394312
2016-09-22,6160,254838
2016-09-23,6040,251245
2016-09-26,5960,246237
2016-09-27,6000,196434
2016-09-28,5910,208731
2016-09-29,5900,179210
2016-09-30,5700,278625
2016-10-04,5760,206459
2016-10-05,5610,350068
2016-10-06,5700,100412
2016-10-07,5750,322771
2016-10-10,5830,122544
2016-10-11,6300,6411413
2016-10-12,6230,863752
2016-10-13,6490,5643640
2016-10-14,6350,1129145
2016-10-17,6080,552349
2016-10-18,6180,722639
2016-10-19,6400,432971
2016-10-20,6230,470224
2016-10-21,6100,299152
2016-10-24,6100,223631
2016-10-25,5630,818837
2016-10-26,5490,373628
2016-10-27,5500,291263
2016-10-28,5350,204043
2016-10-31,5060,222948
2016-11-01,5090,181519
2016-11-02,4620,365709
2016-11-03,4620,192833
2016-11-04,4655,102275
2016-11-07,4815,147345
2016-11-08,4830,120136
2016-11-09,4715,4015607
2016-11-10,4935,676318
2016-11-11,5000,490358
2016-11-14,4975,182750
2016-11-15,4870,224829
2016-11-16,4955,191296
2016-11-17,5110,248859
2016-11-18,4980,205913
2016-11-21,4810,116100
2016-11-22,4810,178778
2016-11-23,4650,172590
2016-11-24,4495,146738
2016-11-25,4635,166485
2016-11-28,4515,108555
2016-11-29,4645,107409
2016-11-30,4690,183512
