period,price,volume
2015-12-30,2890,410117
2016-01-04,2855,433958
2016-01-05,2990,1536499
2016-01-06,3040,600830
2016-01-07,2845,455297
2016-01-08,2905,416778
2016-01-11,2850,356554
2016-01-12,2750,327285
2016-01-13,2835,166193
2016-01-14,2785,146221
2016-01-15,2800,202112
2016-01-18,2765,163440
2016-01-19,2590,291182
2016-01-20,2485,247115
2016-01-21,2440,145137
2016-01-22,2475,95996
2016-01-25,2580,102468
2016-01-26,2550,89779
2016-01-27,2605,168197
2016-01-28,2705,109354
2016-01-29,2640,78323
2016-02-01,2660,68241
2016-02-02,2590,100648
2016-02-03,2560,51880
2016-02-04,2670,113475
2016-02-05,2705,52333
2016-02-11,2555,84030
2016-02-12,2415,220909
2016-02-15,2585,346486
2016-02-16,2655,103153
2016-02-17,2610,93554
2016-02-18,2740,216543
2016-02-19,2770,106149
2016-02-22,2765,108741
2016-02-23,2770,91129
2016-02-24,2755,73442
2016-02-25,2865,454371
2016-02-26,2865,158174
2016-02-29,2820,71526
2016-03-02,2820,63757
2016-03-03,2800,53893
2016-03-04,2760,63481
2016-03-07,2785,59991
2016-03-08,2720,99692
2016-03-09,2890,203318
2016-03-10,2865,140655
2016-03-11,2855,155705
2016-03-14,2890,148399
2016-03-15,2845,114157
2016-03-16,2790,33997
2016-03-17,2835,135945
2016-03-18,3050,1852747
2016-03-21,3065,510386
2016-03-22,3020,265879
2016-03-23,2940,263818
2016-03-24,2805,372389
2016-03-25,2775,190331
2016-03-28,2810,176863
2016-03-29,2865,141595
2016-03-30,2755,243846
2016-03-31,2800,115627
2016-04-01,2750,220975
2016-04-04,2815,153785
2016-04-05,2825,120934
2016-04-06,2790,219831
2016-04-07,2895,400896
2016-04-08,2950,428540
2016-04-11,2940,237624
2016-04-12,3190,18435772
2016-04-14,3730,11451994
2016-04-15,4700,29222527
2016-04-18,3895,33449796
2016-04-19,3800,16991645
2016-04-20,3490,6903824
2016-04-21,3385,3789471
2016-04-22,3325,3119425
2016-04-25,3330,2997796
2016-04-26,3365,2143527
2016-04-27,3885,33047773
2016-04-28,3505,7150040
2016-04-29,3340,2954102
2016-05-02,3200,3396014
2016-05-03,3250,4601295
2016-05-04,3290,1683250
2016-05-09,3285,860936
2016-05-10,3345,1909089
2016-05-11,3420,1307133
2016-05-12,3420,867639
2016-05-13,3280,869154
2016-05-16,3210,470139
2016-05-17,3310,1149046
2016-05-18,3330,1396997
2016-05-19,3265,687713
2016-05-20,3375,641216
2016-05-23,3470,1621762
2016-05-24,3550,1345645
2016-05-25,3440,1053144
2016-05-26,3485,518127
2016-05-27,3530,838427
2016-05-30,3550,1365533
2016-05-31,3560,767616
2016-06-01,3580,2114084
2016-06-02,3480,1010656
2016-06-03,3535,572297
2016-06-07,3680,938099
2016-06-08,3570,1040696
2016-06-09,3510,918740
2016-06-10,3550,573787
2016-06-13,3520,1543320
2016-06-14,3325,1110709
2016-06-15,3230,601458
2016-06-16,3040,881497
2016-06-17,3040,443049
2016-06-20,3050,385654
2016-06-21,3070,717519
2016-06-22,3735,20245309
2016-06-23,3155,4319825
2016-06-24,3010,3617425
2016-06-27,2980,1295028
2016-06-28,3330,9306531
2016-06-29,3160,2729699
2016-06-30,3175,968023
2016-07-01,3200,781637
2016-07-04,3195,572776
2016-07-05,3265,753204
2016-07-06,3190,526876
2016-07-07,3240,495257
2016-07-08,3225,808153
2016-07-11,3310,694437
2016-07-12,3280,532049
2016-07-13,3250,423522
2016-07-14,3320,411651
2016-07-15,3255,1159658
2016-07-18,3285,210993
2016-07-19,3325,405509
2016-07-20,3305,479128
2016-07-21,3385,681993
2016-07-22,3300,624763
2016-07-25,3360,386276
2016-07-26,3235,989672
2016-07-27,3180,456858
2016-07-28,3180,271674
2016-07-29,3210,120429
2016-08-01,3205,152284
2016-08-02,3150,226124
2016-08-03,3085,249578
2016-08-04,3100,237923
2016-08-05,3090,152514
2016-08-08,3060,126870
2016-08-09,3075,157947
2016-08-10,3150,234212
2016-08-11,3140,170376
2016-08-12,3155,109646
2016-08-16,3170,195055
2016-08-17,3180,181501
2016-08-18,3185,217252
2016-08-19,3205,2029085
2016-08-22,3100,338847
2016-08-23,3070,233651
2016-08-24,3080,111348
2016-08-25,3055,117368
2016-08-26,3055,140857
2016-08-29,2975,239598
2016-08-30,3065,168435
2016-08-31,3080,899423
2016-09-01,3180,163566
2016-09-02,3190,211079
2016-09-05,3295,803374
2016-09-06,3250,215622
2016-09-07,3215,185823
2016-09-08,3135,327289
2016-09-09,3280,673998
2016-09-12,3380,1545520
2016-09-13,3380,627374
2016-09-19,3570,1313619
2016-09-20,3535,479353
2016-09-21,3450,550102
2016-09-22,3500,386126
2016-09-23,3485,264577
2016-09-26,3520,1363435
2016-09-27,3400,365954
2016-09-28,3350,207329
2016-09-29,3470,615930
2016-09-30,3555,246484
2016-10-04,3450,473482
2016-10-05,3385,259382
2016-10-06,3520,276643
2016-10-07,3405,287829
2016-10-10,3410,71820
2016-10-11,3285,265876
2016-10-12,3290,123565
2016-10-13,3210,98740
2016-10-14,3260,78864
2016-10-17,3255,94121
2016-10-18,3295,670055
2016-10-19,3250,127055
2016-10-20,3190,158851
2016-10-21,3140,141833
2016-10-24,3165,99846
2016-10-25,3080,157811
2016-10-26,3035,139549
2016-10-27,3115,69463
