period,price,volume
2019-06-10,19250,12356757
2019-06-11,17800,2189100
2019-06-12,17100,1460133
2019-06-13,16350,702998
2019-06-14,15250,981031
2019-06-17,14800,513001
2019-06-18,14100,637585
2019-06-19,14150,381172
2019-06-20,14100,337374
2019-06-21,14300,619926
2019-06-24,13350,336095
2019-06-25,12850,311360
2019-06-26,12750,302069
2019-06-27,12350,256325
2019-06-28,12250,295600
2019-07-01,12500,242287
2019-07-02,12750,347195
2019-07-03,12450,114392
2019-07-04,11900,231342
2019-07-05,11800,93595
2019-07-08,11300,137416
2019-07-09,11100,125583
2019-07-10,11250,156403
2019-07-11,13400,4086027
2019-07-12,13450,735818
2019-07-15,13750,923824
2019-07-16,13200,872960
2019-07-17,12400,319253
2019-07-18,11800,251909
2019-07-19,12600,432649
2019-07-22,13850,2129998
2019-07-23,13750,530282
2019-07-24,14350,1629171
2019-07-25,13550,704795
2019-07-26,12750,414774
2019-07-29,14150,1855764
2019-07-30,15400,1544823
2019-07-31,13800,1683252
2019-08-01,13550,458825
2019-08-02,13450,341211
2019-08-05,14450,819932
2019-08-06,13650,669180
2019-08-07,14300,700918
2019-08-08,14050,439776
2019-08-09,13650,221245
2019-08-12,12950,279846
2019-08-13,12100,400946
2019-08-14,12300,238159
2019-08-16,11800,125724
2019-08-19,11900,139817
2019-08-20,12200,92872
2019-08-21,12200,136029
2019-08-22,12050,115315
2019-08-23,11950,155402
2019-08-26,11100,191764
2019-08-27,11050,92770
2019-08-28,11100,95198
2019-08-29,11100,72100
2019-08-30,11200,107049
2019-09-02,11300,61784
2019-09-03,11300,85346
2019-09-04,11550,134434
2019-09-05,11550,90360
2019-09-06,11300,64992
2019-09-09,11100,58751
2019-09-10,11150,75276
2019-09-11,11300,39605
2019-09-16,11500,125858
2019-09-17,11550,83981
2019-09-18,11650,71474
2019-09-19,11600,118612
2019-09-20,11500,61835
2019-09-23,11600,79171
2019-09-24,11450,64875
2019-09-25,11150,68520
2019-09-26,11100,66060
2019-09-27,10900,60436
2019-09-30,10500,97818
2019-10-01,10600,54829
2019-10-02,10550,46957
2019-10-04,10550,55409
2019-10-07,10700,58918
2019-10-08,10650,46380
2019-10-10,10800,30746
2019-10-11,10550,45108
2019-10-14,10700,56670
2019-10-15,10800,27424
2019-10-16,10700,30093
2019-10-17,10600,41372
2019-10-18,10800,190755
2019-10-21,11350,274714
2019-10-22,11200,65075
2019-10-23,10800,85781
2019-10-24,10700,35887
2019-10-25,10550,54028
2019-10-28,10650,32311
2019-10-29,10600,42464
2019-10-30,10550,65395
2019-10-31,10500,48134
2019-11-01,10500,45486
2019-11-04,10500,72087
2019-11-05,10450,92498
2019-11-06,10450,47079
2019-11-07,10500,46648
2019-11-08,10600,41526
2019-11-11,10800,103977
2019-11-12,10750,42618
2019-11-13,10550,72064
2019-11-14,10500,51846
2019-11-15,10450,51051
