period,price,volume
2015-12-30,10600,9943
2016-01-04,10500,3215
2016-01-05,10300,3519
2016-01-06,10150,3478
2016-01-07,9800,15019
2016-01-08,9800,3132
2016-01-11,9800,2458
2016-01-12,9750,1522
2016-01-13,9800,790
2016-01-14,9690,6516
2016-01-15,9590,3845
2016-01-18,9450,3217
2016-01-19,9240,5267
2016-01-20,9080,9891
2016-01-21,9050,3054
2016-01-22,9060,25205
2016-01-25,9080,9327
2016-01-26,8670,14790
2016-01-27,8730,15266
2016-01-28,8630,7928
2016-01-29,8600,14309
2016-02-01,8590,12619
2016-02-02,8550,5378
2016-02-03,8340,31421
2016-02-04,8330,7325
2016-02-05,8330,3966
2016-02-11,7960,5633
2016-02-12,7730,8694
2016-02-15,7630,7157
2016-02-16,7630,7320
2016-02-17,7540,8628
2016-02-18,7710,10879
2016-02-19,7710,13693
2016-02-22,7760,7905
2016-02-23,7700,10486
2016-02-24,7630,29844
2016-02-25,7650,12590
2016-02-26,7710,6657
2016-02-29,8350,19586
2016-03-02,8390,10937
2016-03-03,8580,8473
2016-03-04,8700,7977
2016-03-07,8900,7463
2016-03-08,8700,6991
2016-03-09,8640,967
2016-03-10,8600,2715
2016-03-11,8710,6222
2016-03-14,8870,5767
2016-03-15,8770,4738
2016-03-16,8930,4738
2016-03-17,8970,7353
2016-03-18,9060,3260
2016-03-21,9050,4397
2016-03-22,9100,6336
2016-03-23,9020,12247
2016-03-24,8980,10537
2016-03-25,9000,593
2016-03-28,9030,2634
2016-03-29,9050,2740
2016-03-30,9090,1902
2016-03-31,9150,3922
2016-04-01,9060,3983
2016-04-04,9020,1362
2016-04-05,9050,1115
2016-04-06,8990,3337
2016-04-07,9090,1431
2016-04-08,9050,2200
2016-04-11,9070,3036
2016-04-12,9100,671
2016-04-14,9110,9128
2016-04-15,9270,2224
2016-04-18,9250,4807
2016-04-19,9190,2569
2016-04-20,9350,2297
2016-04-21,9360,1471
2016-04-22,9410,1667
2016-04-25,9450,4708
2016-04-26,9350,2402
2016-04-27,9340,1655
2016-04-28,9400,1927
2016-04-29,9380,2259
2016-05-02,9190,11804
2016-05-03,9260,1663
2016-05-04,9100,2014
2016-05-09,9100,2465
2016-05-10,9140,3642
2016-05-11,9130,2113
2016-05-12,9180,1145
2016-05-13,9390,2036
2016-05-16,9380,5254
2016-05-17,9280,4837
2016-05-18,9200,9282
2016-05-19,9350,2194
2016-05-20,9420,3217
2016-05-23,9360,2071
2016-05-24,9350,1040
2016-05-25,9440,2011
2016-05-26,9380,5709
2016-05-27,9440,1515
2016-05-30,9360,1532
2016-05-31,9460,8163
2016-06-01,9480,1546
2016-06-02,9490,1356
2016-06-03,9500,3405
2016-06-07,9570,6010
2016-06-08,9600,6179
2016-06-09,9690,874
2016-06-10,9650,476
2016-06-13,9570,8969
2016-06-14,9550,883
2016-06-15,9550,487
2016-06-16,9570,3277
2016-06-17,9570,741
2016-06-20,9560,520
2016-06-21,9550,1149
2016-06-22,9640,1136
2016-06-23,9690,643
2016-06-24,9150,13678
2016-06-27,8900,4268
2016-06-28,9040,517
2016-06-29,9200,796
2016-06-30,9480,3381
2016-07-01,9460,1419
2016-07-04,9520,343
2016-07-05,9520,1191
2016-07-06,9570,2813
2016-07-07,9580,619
2016-07-08,9550,973
2016-07-11,9610,1543
2016-07-12,9600,723
2016-07-13,9610,2659
2016-07-14,9620,1173
2016-07-15,9650,1461
2016-07-18,9700,1453
2016-07-19,9710,991
2016-07-20,9700,2407
2016-07-21,9740,1225
2016-07-22,9710,117
2016-07-25,9700,955
2016-07-26,9790,1604
2016-07-27,9800,455
2016-07-28,9790,294
2016-07-29,9720,622
2016-08-01,9740,745
2016-08-02,9520,2261
2016-08-03,9650,1296
2016-08-04,9680,168
2016-08-05,9670,594
2016-08-08,9760,3005
2016-08-09,9810,395
2016-08-10,9790,1260
2016-08-11,9840,584
2016-08-12,9880,3179
2016-08-16,9880,79
2016-08-17,9800,266
2016-08-18,9580,5602
2016-08-19,9550,3399
2016-08-22,9560,609
2016-08-23,9620,1261
2016-08-24,9480,3013
2016-08-25,9500,1810
2016-08-26,9450,225
2016-08-29,9400,577
2016-08-30,9490,176
2016-08-31,9500,707
2016-09-01,9510,3389
2016-09-02,9640,3700
2016-09-05,9470,854
2016-09-06,9480,629
2016-09-07,9500,995
2016-09-08,9620,1699
2016-09-09,9600,3461
2016-09-12,9670,1046
2016-09-13,9750,4609
2016-09-19,9800,3021
2016-09-20,9810,254
2016-09-21,9850,2919
2016-09-22,9880,1196
2016-09-23,9900,371
2016-09-26,9920,411
2016-09-27,9890,3650
2016-09-28,9850,958
2016-09-29,9900,3745
2016-09-30,9900,2698
2016-10-04,9940,3061
2016-10-05,9930,789
2016-10-06,9970,317
2016-10-07,9990,1261
2016-10-10,10000,5851
2016-10-11,10000,1233
2016-10-12,9980,1113
2016-10-13,10050,615
2016-10-14,10150,492
2016-10-17,10050,2568
2016-10-18,10100,537
2016-10-19,10050,1111
2016-10-20,10100,419
2016-10-21,10100,4536
2016-10-24,10000,146
2016-10-25,10100,1612
2016-10-26,9980,2002
2016-10-27,10100,907
2016-10-28,10100,671
2016-10-31,9990,1015
2016-11-01,9990,841
2016-11-02,9990,2511
2016-11-03,9980,1180
2016-11-04,9990,516
2016-11-07,9970,4728
2016-11-08,10000,267
2016-11-09,9850,9027
2016-11-10,10050,1528
2016-11-11,10050,1050
2016-11-14,10200,2978
2016-11-15,10200,300
2016-11-16,10250,1311
2016-11-17,10200,3118
2016-11-18,10050,460
2016-11-21,10050,488
2016-11-22,10150,2981
2016-11-23,10200,2573
2016-11-24,10100,1244
2016-11-25,10000,1559
2016-11-28,10100,644
2016-11-29,10100,785
2016-11-30,10150,1213
2016-12-01,10200,529
2016-12-02,10100,1285
2016-12-05,10100,4317
