period,price,volume
2015-12-30,13224,26393
2016-01-04,12925,58094
2016-01-05,12797,31320
2016-01-06,13437,163226
2016-01-07,13522,140918
2016-01-08,14119,105208
2016-01-11,13693,91743
2016-01-12,14119,116029
2016-01-13,14119,76922
2016-01-14,14035,54080
2016-01-15,13778,60260
2016-01-18,14035,77652
2016-01-19,14205,75738
2016-01-20,13394,127700
2016-01-21,13137,63279
2016-01-22,13266,41331
2016-01-25,13479,38695
2016-01-26,13224,39419
2016-01-27,12882,48505
2016-01-28,12882,36103
2016-01-29,13010,28471
2016-02-01,12882,32302
2016-02-02,12711,43048
2016-02-03,12669,43349
2016-02-04,12540,37343
2016-02-05,12797,20001
2016-02-11,11773,63215
2016-02-12,10750,89513
2016-02-15,10963,26107
2016-02-16,11475,34284
2016-02-17,11901,568340
2016-02-18,12030,84561
2016-02-19,12114,44974
2016-02-22,12328,45990
2016-02-23,12071,31792
2016-02-24,11986,17887
2016-02-25,11986,26527
2016-02-26,11901,41317
2016-02-29,12285,46636
2016-03-02,12328,26260
2016-03-03,12114,35109
2016-03-04,12413,33995
2016-03-07,12242,32814
2016-03-08,12584,26392
2016-03-09,12627,33149
2016-03-10,13351,147521
2016-03-11,13096,36197
2016-03-14,12925,34587
2016-03-15,12882,32539
2016-03-16,12882,32511
2016-03-17,13096,38139
2016-03-18,12370,79775
2016-03-21,12499,38390
2016-03-22,13224,206457
2016-03-23,13181,57614
2016-03-24,13096,50043
2016-03-25,13096,34976
2016-03-28,13010,33421
2016-03-29,13181,46100
2016-03-30,13137,100408
2016-03-31,13522,75245
2016-04-01,13522,149028
2016-04-04,13607,75869
2016-04-05,13864,54338
2016-04-06,13479,46150
2016-04-07,13309,66382
2016-04-08,13137,60585
2016-04-11,13053,40269
2016-04-12,12627,66941
2016-04-14,12413,90548
2016-04-15,12584,67068
2016-04-18,12499,33965
2016-04-19,12627,37997
2016-04-20,12584,44759
2016-04-21,12669,26587
2016-04-22,12413,38978
2016-04-25,12370,30502
2016-04-26,12540,53071
2016-04-27,12242,33006
2016-04-28,12285,29304
2016-04-29,12328,20857
2016-05-02,12413,192240
2016-05-03,12584,34188
2016-05-04,12370,34813
2016-05-09,12285,15182
2016-05-10,12627,36681
2016-05-11,12711,31979
2016-05-12,12797,51793
2016-05-13,12968,55072
2016-05-16,12755,39789
2016-05-17,12540,52324
2016-05-18,12158,54073
2016-05-19,11858,48652
2016-05-20,12499,430532
2016-05-23,12499,53615
2016-05-24,12584,69852
2016-05-25,12242,73428
2016-05-26,12499,46547
2016-05-27,13053,229311
2016-05-30,13010,135406
2016-05-31,13906,702162
2016-06-01,13906,163798
2016-06-02,17915,4810560
2016-06-03,15612,2633439
2016-06-07,16039,1085953
2016-06-08,15612,407804
2016-06-09,15570,753105
2016-06-10,15271,217774
2016-06-13,15100,229990
2016-06-14,14589,208134
2016-06-15,14802,144455
2016-06-16,14290,165027
2016-06-17,13906,163585
2016-06-20,14589,315205
2016-06-21,14759,113246
2016-06-22,14589,130989
2016-06-23,14247,148146
2016-06-24,13224,332839
2016-06-27,13607,209060
2016-06-28,14076,120807
2016-06-29,14163,106614
2016-06-30,14589,172491
2016-07-01,14504,71221
2016-07-04,14417,54574
2016-07-05,15186,251436
2016-07-06,14887,99938
2016-07-07,15015,151581
2016-07-08,14802,87742
2016-07-11,15356,217251
2016-07-12,15356,115895
2016-07-13,15186,84304
2016-07-14,14930,103684
2016-07-15,14887,53777
2016-07-18,14844,48735
2016-07-19,14887,57837
2016-07-20,14844,69814
2016-07-21,14673,41975
2016-07-22,14545,51156
2016-07-25,14589,29517
2016-07-26,15015,114345
2016-07-27,15143,231035
2016-07-28,15442,119463
2016-07-29,15527,171080
2016-08-01,14930,150997
2016-08-02,14844,109462
2016-08-03,14545,79263
2016-08-04,15228,388342
2016-08-05,15953,419359
2016-08-08,15825,342981
2016-08-09,15825,242887
2016-08-10,15570,147747
2016-08-11,15143,144445
2016-08-12,15186,134321
2016-08-16,15314,69797
2016-08-17,15015,104587
2016-08-18,14887,56206
2016-08-19,14887,89726
2016-08-22,14247,141854
2016-08-23,14247,57901
2016-08-24,14333,36246
2016-08-25,14290,60297
2016-08-26,14035,51044
2016-08-29,13607,71402
2016-08-30,13906,53775
2016-08-31,13693,39591
2016-09-01,13650,37905
2016-09-02,14035,43014
2016-09-05,14076,31706
2016-09-06,14076,41442
2016-09-07,13864,51389
2016-09-08,13650,74249
2016-09-09,13565,53898
2016-09-12,13565,33156
2016-09-13,13778,41235
2016-09-19,13906,42522
2016-09-20,14247,59092
2016-09-21,14119,47542
2016-09-22,14333,54991
2016-09-23,14930,247590
2016-09-26,14887,86507
2016-09-27,14972,49907
2016-09-28,14717,45097
2016-09-29,15356,259145
2016-09-30,14802,194456
2016-10-04,14759,64069
2016-10-05,14545,42138
2016-10-06,14673,70684
2016-10-07,14802,176310
2016-10-10,15015,86607
2016-10-11,15186,57232
2016-10-12,15228,178133
2016-10-13,15484,255549
2016-10-14,15484,77607
2016-10-17,15271,74020
2016-10-18,15442,66506
2016-10-19,15655,84817
2016-10-20,14972,112520
2016-10-21,15058,55861
2016-10-24,15697,128899
2016-10-25,15527,80190
2016-10-26,15228,89925
2016-10-27,15356,41479
2016-10-28,15484,280561
2016-10-31,15058,128111
2016-11-01,15356,129757
2016-11-02,13906,193293
2016-11-03,14163,169529
2016-11-04,13522,171209
2016-11-07,14461,120680
2016-11-08,14417,47411
2016-11-09,13650,212445
2016-11-10,13906,168427
2016-11-11,13778,241718
2016-11-14,13522,87772
2016-11-15,12755,141309
2016-11-16,13437,217280
2016-11-17,13736,307516
2016-11-18,13650,114598
2016-11-21,13394,84470
2016-11-22,13820,56026
2016-11-23,13437,113799
2016-11-24,12755,118108
2016-11-25,12968,57278
2016-11-28,12755,44832
2016-11-29,12839,54316
2016-11-30,12882,54424
2016-12-01,13864,901925
2016-12-02,13991,148119
2016-12-05,13948,252715
2016-12-06,13693,118125
2016-12-07,12968,132883
2016-12-08,12968,79260
2016-12-09,13224,91224
2016-12-12,13266,57933
2016-12-13,13394,77610
2016-12-14,13394,49569
2016-12-15,13309,60791
2016-12-16,13309,50888
2016-12-19,13181,52324
2016-12-20,13181,37252
2016-12-21,13096,54531
2016-12-22,13096,41348
2016-12-23,13266,40171
2016-12-26,13394,62121
2016-12-27,13522,62453
2016-12-28,13835,102520
2016-12-29,13611,42073
2017-01-02,13477,45658
2017-01-03,13343,49711
2017-01-04,13611,50215
2017-01-05,13611,46776
2017-01-06,13388,54627
2017-01-09,13164,51837
2017-01-10,12761,75011
2017-01-11,12851,36299
2017-01-12,12358,111062
2017-01-13,12403,36413
2017-01-16,12313,43813
2017-01-17,12761,82635
2017-01-18,12627,37690
2017-01-19,12447,26122
2017-01-20,12268,20977
2017-01-23,11955,51018
2017-01-24,11462,74263
2017-01-25,11059,55913
2017-01-26,11149,24284
2017-01-31,11373,17116
2017-02-01,11686,28553
2017-02-02,11552,27871
2017-02-03,11239,50488
2017-02-06,11417,25594
2017-02-07,11552,19841
2017-02-08,11776,35700
2017-02-09,11686,15221
2017-02-10,11552,30198
2017-02-13,11462,18749
2017-02-14,11641,10458
2017-02-15,11731,15279
2017-02-16,11462,26915
2017-02-17,11552,26612
2017-02-20,11462,14689
2017-02-21,11597,22622
2017-02-22,11552,17809
2017-02-23,11462,20887
