period,price,volume
2015-12-30,6010,409168
2016-01-04,6170,737531
2016-01-05,6170,365812
2016-01-06,6280,394431
2016-01-07,6120,244190
2016-01-08,6000,333090
2016-01-11,6000,394037
2016-01-12,5890,168239
2016-01-13,6020,176952
2016-01-14,6200,251526
2016-01-15,6000,230935
2016-01-18,6120,172141
2016-01-19,6030,244055
2016-01-20,5840,335749
2016-01-21,5630,222436
2016-01-22,5900,303523
2016-01-25,6010,241438
2016-01-26,5930,218412
2016-01-27,6080,608703
2016-01-28,6210,286470
2016-01-29,6180,223686
2016-02-01,6200,192555
2016-02-02,6260,257706
2016-02-03,6210,174275
2016-02-04,6250,182095
2016-02-05,6250,181712
2016-02-11,5970,294103
2016-02-12,5730,435889
2016-02-15,5990,299828
2016-02-16,5800,405512
2016-02-17,6020,792631
2016-02-18,6500,1452500
2016-02-19,6400,646625
2016-02-22,6410,735823
2016-02-23,6510,822962
2016-02-24,6460,494792
2016-02-25,6140,1116133
2016-02-26,6130,517134
2016-02-29,6130,289953
2016-03-02,6220,472718
2016-03-03,6140,592164
2016-03-04,6220,355129
2016-03-07,6120,282815
2016-03-08,6090,319636
2016-03-09,6010,197519
2016-03-10,6040,229260
2016-03-11,6060,227612
2016-03-14,6000,257075
2016-03-15,5990,475051
2016-03-16,6130,606201
2016-03-17,6210,305030
2016-03-18,6260,511504
2016-03-21,6230,468908
2016-03-22,6160,427288
2016-03-23,6370,855843
2016-03-24,6250,403695
2016-03-25,6670,1402598
2016-03-28,6650,834170
2016-03-29,6780,815081
2016-03-30,6760,607091
2016-03-31,6720,411740
2016-04-01,6600,291111
2016-04-04,6740,854067
2016-04-05,6750,348030
2016-04-06,6640,344525
2016-04-07,6600,251122
2016-04-08,6680,186241
2016-04-11,6540,213824
2016-04-12,6570,215355
2016-04-14,6580,194042
2016-04-15,6600,179827
2016-04-18,6770,493110
2016-04-19,6730,266865
2016-04-20,6530,314678
2016-04-21,6590,170282
2016-04-22,6490,240999
2016-04-25,6440,159500
2016-04-26,6440,245235
2016-04-27,6420,307450
2016-04-28,6530,180269
2016-04-29,6660,316578
2016-05-02,6470,352876
2016-05-03,6540,207684
2016-05-04,6650,324954
2016-05-09,6460,208456
2016-05-10,6450,159329
2016-05-11,6220,778976
2016-05-12,6150,577319
2016-05-13,6300,309614
2016-05-16,6100,224322
2016-05-17,6280,217358
2016-05-18,6030,408144
2016-05-19,5950,408051
2016-05-20,5880,177226
2016-05-23,5920,193955
2016-05-24,5810,176276
2016-05-25,5800,173218
2016-05-26,5830,178617
2016-05-27,5990,243578
2016-05-30,5840,303742
2016-05-31,5580,522368
2016-06-01,5540,307707
2016-06-02,5650,1201249
2016-06-03,5700,314074
2016-06-07,5730,204685
2016-06-08,5680,313249
2016-06-09,5530,225787
2016-06-10,5570,189892
2016-06-13,5420,156277
2016-06-14,5390,173015
2016-06-15,5410,108958
2016-06-16,5140,287011
2016-06-17,5610,718455
2016-06-20,5650,183755
2016-06-21,5590,89683
2016-06-22,5700,302508
2016-06-23,5580,177402
2016-06-24,5420,616229
2016-06-27,5440,857062
2016-06-28,5390,294457
2016-06-29,5490,294727
2016-06-30,5540,215723
2016-07-01,5720,800107
2016-07-04,5820,550262
2016-07-05,5820,398343
2016-07-06,5740,276506
2016-07-07,5700,228492
2016-07-08,5650,203826
2016-07-11,5650,227881
2016-07-12,5490,440145
2016-07-13,5460,273840
2016-07-14,5550,228665
2016-07-15,5490,233933
2016-07-18,5290,454919
2016-07-19,5380,233859
2016-07-20,5380,226164
2016-07-21,5310,264533
2016-07-22,5440,310636
2016-07-25,5550,225472
2016-07-26,5600,155441
2016-07-27,5630,244467
