period,price,volume
2015-12-30,26650,42315
2016-01-04,26050,58696
2016-01-05,26800,53924
2016-01-06,28200,156896
2016-01-07,28900,101564
2016-01-08,29350,85825
2016-01-11,27000,169655
2016-01-12,27700,113223
2016-01-13,27800,48361
2016-01-14,28800,66935
2016-01-15,28550,45329
2016-01-18,28900,55719
2016-01-19,27900,145560
2016-01-20,26950,103682
2016-01-21,27750,84061
2016-01-22,27750,56122
2016-01-25,27450,35049
2016-01-26,27200,37189
2016-01-27,26100,61421
2016-01-28,27400,65083
2016-01-29,27050,33293
2016-02-01,28450,56395
2016-02-02,28800,34961
2016-02-03,29700,74101
2016-02-04,30900,101400
2016-02-05,31000,56992
2016-02-11,29500,79299
2016-02-12,27400,153030
2016-02-15,28400,49256
2016-02-16,28850,39146
2016-02-17,28400,49867
2016-02-18,28700,68505
2016-02-19,28550,34045
2016-02-22,30350,72317
2016-02-23,29800,44457
2016-02-24,30100,29037
2016-02-25,30000,46731
2016-02-26,30050,33823
2016-02-29,31550,73683
2016-03-02,31300,37908
2016-03-03,30850,23515
2016-03-04,29750,81865
2016-03-07,28500,75414
2016-03-08,29650,34086
2016-03-09,29400,36848
2016-03-10,29150,25793
2016-03-11,29450,18381
2016-03-14,29350,16311
2016-03-15,28850,18750
2016-03-16,29500,18252
2016-03-17,29500,30302
2016-03-18,30600,64644
2016-03-21,30950,71204
2016-03-22,30800,30212
2016-03-23,30250,25825
2016-03-24,30950,26890
2016-03-25,30550,26198
2016-03-28,29900,27454
2016-03-29,30800,48212
2016-03-30,30700,33247
2016-03-31,35850,557400
2016-04-01,36900,408811
2016-04-04,40100,226805
2016-04-05,40800,125818
2016-04-06,39050,118210
2016-04-07,39150,134905
2016-04-08,39100,76652
2016-04-11,38200,54268
2016-04-12,41300,142803
2016-04-14,40350,81630
2016-04-15,39700,39948
2016-04-18,39950,51618
2016-04-19,40500,39175
2016-04-20,40300,46797
2016-04-21,41900,89284
2016-04-22,40500,134391
2016-04-25,42850,138958
2016-04-26,42850,59484
2016-04-27,44100,201733
2016-04-28,44150,82828
2016-04-29,44400,46945
2016-05-02,43800,78198
2016-05-03,43750,48649
2016-05-04,43500,33987
2016-05-09,44250,27202
2016-05-10,42400,74796
2016-05-11,42800,51107
2016-05-12,42350,22863
2016-05-13,43650,36232
2016-05-16,42700,30756
2016-05-17,42800,22234
2016-05-18,42450,36162
2016-05-19,41200,35825
2016-05-20,42000,23643
2016-05-23,41100,34177
2016-05-24,39800,46983
2016-05-25,40500,42295
2016-05-26,40950,24119
2016-05-27,42650,56194
2016-05-30,42200,51042
2016-05-31,42800,52175
2016-06-01,41450,46208
2016-06-02,40650,27036
2016-06-03,39900,61038
2016-06-07,39800,53373
2016-06-08,39100,50357
2016-06-09,38500,94846
2016-06-10,39050,43211
2016-06-13,39300,26693
2016-06-14,39500,23355
2016-06-15,41200,65136
2016-06-16,39800,40815
2016-06-17,40000,23846
2016-06-20,38700,50207
2016-06-21,39100,18617
2016-06-22,38600,37395
2016-06-23,38500,20228
2016-06-24,37000,106360
2016-06-27,36700,33780
2016-06-28,39050,55755
2016-06-29,39300,24345
2016-06-30,37050,166469
2016-07-01,37350,72615
2016-07-04,35550,131402
2016-07-05,37800,109782
2016-07-06,38300,107644
2016-07-07,39450,84523
2016-07-08,39550,62585
2016-07-11,38500,59412
2016-07-12,38250,48517
2016-07-13,37950,19985
2016-07-14,37150,39314
2016-07-15,38200,38779
2016-07-18,38000,57027
2016-07-19,37300,28218
2016-07-20,37050,28335
2016-07-21,37400,61416
2016-07-22,37000,59611
2016-07-25,37550,35621
2016-07-26,36900,35624
2016-07-27,37000,25511
2016-07-28,35950,46430
2016-07-29,36850,31952
2016-08-01,36600,27247
2016-08-02,38800,107340
2016-08-03,38300,63442
2016-08-04,38600,58469
2016-08-05,37000,86869
2016-08-08,36700,54117
2016-08-09,36000,42499
2016-08-10,35900,38145
2016-08-11,35100,57962
2016-08-12,37050,59570
2016-08-16,37500,56627
2016-08-17,37000,32729
2016-08-18,36500,21848
2016-08-19,36100,31663
2016-08-22,35850,17617
2016-08-23,35700,35371
2016-08-24,35400,19515
2016-08-25,33750,93684
2016-08-26,33150,66802
2016-08-29,31800,64667
2016-08-30,32150,27234
2016-08-31,33050,35106
2016-09-01,33400,18749
2016-09-02,33550,20929
2016-09-05,33550,17946
2016-09-06,34400,35112
2016-09-07,34500,28804
2016-09-08,33150,50297
2016-09-09,32150,40877
2016-09-12,30300,52411
2016-09-13,29900,68236
2016-09-19,32600,63532
2016-09-20,32800,26600
2016-09-21,32800,20399
2016-09-22,34000,39167
2016-09-23,34000,14653
2016-09-26,33400,30135
2016-09-27,32800,22069
2016-09-28,33200,31158
2016-09-29,32800,24037
2016-09-30,31700,42242
2016-10-04,32200,11112
2016-10-05,31800,20090
2016-10-06,33600,52050
2016-10-07,34600,82291
2016-10-10,37200,145111
2016-10-11,36600,51045
2016-10-12,35250,67333
2016-10-13,35100,35053
2016-10-14,35700,20596
2016-10-17,35100,23595
2016-10-18,36550,42470
2016-10-19,35400,30491
2016-10-20,34400,26730
2016-10-21,33400,26122
2016-10-24,33450,20989
2016-10-25,33750,13677
2016-10-26,33100,16917
2016-10-27,34750,20656
2016-10-28,33250,38300
2016-10-31,33050,17699
2016-11-01,32700,17933
2016-11-02,30550,62156
2016-11-03,30250,47979
2016-11-04,29700,60309
2016-11-07,30850,39827
2016-11-08,32300,45328
2016-11-09,31300,70854
