period,price,volume
2019-08-01,13200,26361571
2019-08-02,11950,5782002
2019-08-05,8460,3432660
2019-08-06,7270,2693438
2019-08-07,8600,6067697
2019-08-08,8290,1427219
2019-08-09,8630,1549829
2019-08-12,8260,838034
2019-08-13,8120,562931
2019-08-14,7890,580152
2019-08-16,7460,450973
2019-08-19,7150,350149
2019-08-20,7270,564434
2019-08-21,7150,390372
2019-08-22,6960,309105
2019-08-23,7500,5017195
2019-08-26,6940,623416
2019-08-27,6800,601658
2019-08-28,6850,352038
2019-08-29,7110,2090200
2019-08-30,7390,993800
2019-09-02,7140,390849
2019-09-03,8440,9117130
2019-09-04,8570,1412775
2019-09-05,8800,1852946
2019-09-06,8390,740710
2019-09-09,9610,12664735
2019-09-10,9870,4014515
2019-09-11,9500,1876651
2019-09-16,9930,4217017
2019-09-17,9370,1190567
2019-09-18,9550,1960891
2019-09-19,9250,968284
2019-09-20,9450,1582845
2019-09-23,9240,718980
2019-09-24,8810,496660
2019-09-25,8850,761398
2019-09-26,8420,507853
2019-09-27,7970,344063
2019-09-30,7680,272112
2019-10-01,7780,359585
2019-10-02,8000,240819
2019-10-04,7910,193689
2019-10-07,8610,5835752
2019-10-08,8450,932260
2019-10-10,8800,2430079
2019-10-11,9110,2435045
2019-10-14,8820,552435
2019-10-15,8580,497996
2019-10-16,8630,328684
2019-10-17,8890,2762218
2019-10-18,8870,863410
2019-10-21,8770,327145
2019-10-22,8770,394899
2019-10-23,8910,1710125
2019-10-24,8690,593513
2019-10-25,8630,286710
2019-10-28,8860,625371
2019-10-29,8820,432382
2019-10-30,8730,198769
2019-10-31,8330,345670
2019-11-01,8040,334322
2019-11-04,8060,191192
2019-11-05,8150,228459
2019-11-06,8070,174317
2019-11-07,8260,274724
2019-11-08,8200,152802
2019-11-11,7990,135371
2019-11-12,7960,85652
2019-11-13,8000,106353
2019-11-14,7730,151456
2019-11-15,7730,88943
