period,price,volume
2015-12-30,5060,281592
2016-01-04,5310,670059
2016-01-05,5240,484366
2016-01-06,5380,1023215
2016-01-07,5240,300201
2016-01-08,5200,402204
2016-01-11,5080,194666
2016-01-12,5010,177602
2016-01-13,5240,188539
2016-01-14,5100,311779
2016-01-15,5050,189920
2016-01-18,5160,335519
2016-01-19,5050,198333
2016-01-20,5140,799804
2016-01-21,5220,275043
2016-01-22,5230,236879
2016-01-25,5270,369482
2016-01-26,5610,973285
2016-01-27,6190,2129901
2016-01-28,6240,992675
2016-01-29,6060,583870
2016-02-01,5640,780151
2016-02-02,5720,657120
2016-02-03,5820,645396
2016-02-04,5860,486175
2016-02-05,5660,222302
2016-02-11,5410,275326
2016-02-12,4880,561871
2016-02-15,5220,274423
2016-02-16,5230,179885
2016-02-17,5160,165178
2016-02-18,5380,269953
2016-02-19,5650,373651
2016-02-22,5610,315581
2016-02-23,5340,252065
2016-02-24,5320,226506
2016-02-25,5360,173431
2016-02-26,5610,1821633
2016-02-29,5650,394739
2016-03-02,5570,544641
2016-03-03,5470,431128
2016-03-04,5480,296421
2016-03-07,5370,220789
2016-03-08,5300,162350
2016-03-09,5330,193360
2016-03-10,5270,238168
2016-03-11,5280,182833
2016-03-14,5020,474873
2016-03-15,5080,205719
2016-03-16,5410,843335
2016-03-17,5480,406859
2016-03-18,5510,261905
2016-03-21,5510,252406
2016-03-22,5480,153852
2016-03-23,5650,514324
2016-03-24,5500,262221
2016-03-25,5250,390711
2016-03-28,5300,111067
2016-03-29,5170,239691
2016-03-30,5410,262755
2016-03-31,5340,124967
2016-04-01,5480,281064
2016-04-04,5490,199190
2016-04-05,5380,145478
2016-04-06,5500,453115
2016-04-07,5500,267502
2016-04-08,5390,185599
2016-04-11,5550,307391
2016-04-12,5550,403800
2016-04-14,5340,408386
2016-04-15,5310,197871
2016-04-18,5300,195957
2016-04-19,5380,119421
2016-04-20,5430,435537
2016-04-21,5570,405398
2016-04-22,5600,233800
2016-04-25,5600,225953
2016-04-26,5490,205124
2016-04-27,5840,1045866
2016-04-28,5820,704119
2016-04-29,5790,379655
2016-05-02,5490,383084
2016-05-03,5610,248875
2016-05-04,5530,170239
2016-05-09,5500,187592
2016-05-10,5670,451665
2016-05-11,5570,420116
2016-05-12,5530,222047
2016-05-13,5760,982753
2016-05-16,5820,671189
2016-05-17,5690,431765
2016-05-18,5500,361186
2016-05-19,5550,327028
2016-05-20,5480,225251
2016-05-23,5510,203045
2016-05-24,5300,462912
2016-05-25,5120,381947
2016-05-26,5190,349369
2016-05-27,5300,225219
2016-05-30,5270,185136
2016-05-31,5250,170592
2016-06-01,5390,286341
2016-06-02,5600,654211
2016-06-03,5630,543540
2016-06-07,5930,982334
2016-06-08,6040,1074763
2016-06-09,5890,746134
2016-06-10,6230,1077191
2016-06-13,6040,681949
2016-06-14,6330,961821
2016-06-15,6400,1363140
2016-06-16,6090,559630
2016-06-17,6240,533964
2016-06-20,6240,247292
2016-06-21,5970,815603
2016-06-22,6100,623524
2016-06-23,6000,399722
2016-06-24,5630,1254661
2016-06-27,5710,420913
2016-06-28,5820,302233
2016-06-29,5770,478213
2016-06-30,5790,232570
2016-07-01,5830,350621
2016-07-04,5870,291837
2016-07-05,5930,765656
2016-07-06,5820,359819
2016-07-07,5860,229008
2016-07-08,6070,798287
2016-07-11,6140,759556
2016-07-12,6220,336412
2016-07-13,6140,528818
2016-07-14,6700,2489684
2016-07-15,6710,1193614
2016-07-18,6870,3778950
2016-07-19,7100,1391550
2016-07-20,7090,1104215
2016-07-21,7150,1180453
2016-07-22,7210,589861
2016-07-25,6890,741308
2016-07-26,7290,953785
2016-07-27,7090,469739
2016-07-28,7730,2106922
2016-07-29,7730,862933
2016-08-01,7710,1343108
2016-08-02,7840,1012611
2016-08-03,7510,730735
2016-08-04,7950,2095450
2016-08-05,8160,1480086
2016-08-08,8050,871236
2016-08-09,7860,560531
2016-08-10,7720,482584
2016-08-11,7750,388827
2016-08-12,7600,535815
2016-08-16,7420,463263
2016-08-17,7880,969118
2016-08-18,7780,499570
2016-08-19,7900,262619
2016-08-22,7760,263873
2016-08-23,7420,637377
2016-08-24,7630,440317
2016-08-25,8240,2247975
2016-08-26,7520,4426191
2016-08-29,7550,1087658
2016-08-30,8000,1564402
2016-08-31,8160,1528323
2016-09-01,8270,631272
2016-09-02,8010,619461
2016-09-05,8380,700618
2016-09-06,8190,567165
2016-09-07,8060,408025
2016-09-08,7720,602807
2016-09-09,7820,323267
2016-09-12,7160,696752
2016-09-13,7400,291371
2016-09-19,7400,246542
