period,price,volume
2015-12-30,5210,60106
2016-01-04,5330,67686
2016-01-05,5310,70182
2016-01-06,5390,37048
2016-01-07,5250,50649
2016-01-08,5250,21489
2016-01-11,5200,21460
2016-01-12,5150,10868
2016-01-13,5220,34657
2016-01-14,5170,64725
2016-01-15,5170,26120
2016-01-18,5120,19653
2016-01-19,5200,32799
2016-01-20,5120,49246
2016-01-21,5140,34515
2016-01-22,5170,10909
2016-01-25,5240,21834
2016-01-26,5210,26694
2016-01-27,5220,9416
2016-01-28,5200,29335
2016-01-29,5190,18747
2016-02-01,5230,13294
2016-02-02,5230,90336
2016-02-03,5230,46759
2016-02-04,5170,18115
2016-02-05,5300,10485
2016-02-11,5130,23651
2016-02-12,5090,54289
2016-02-15,5090,44966
2016-02-16,5090,5795
2016-02-17,5170,63266
2016-02-18,5190,12153
2016-02-19,5160,23519
2016-02-22,5050,28045
2016-02-23,4950,63870
2016-02-24,4800,64710
2016-02-25,4760,76242
2016-02-26,4805,8108
2016-02-29,4800,7933
2016-03-02,4855,35155
2016-03-03,4910,50022
2016-03-04,4810,39130
2016-03-07,4825,51841
2016-03-08,4850,9083
2016-03-09,4765,10337
2016-03-10,4835,41088
2016-03-11,4895,28120
2016-03-14,4875,27306
2016-03-15,4985,35536
2016-03-16,4915,10434
2016-03-17,4865,30467
2016-03-18,4915,33002
2016-03-21,4955,10026
2016-03-22,5090,83200
2016-03-23,4985,37125
2016-03-24,4980,66109
2016-03-25,5030,119758
2016-03-28,4985,17240
2016-03-29,4965,19244
2016-03-30,5080,40835
2016-03-31,5080,4275
2016-04-01,5150,24884
2016-04-04,5140,6752
2016-04-05,5200,13168
2016-04-06,5080,19887
2016-04-07,5140,197480
2016-04-08,5180,36949
2016-04-11,5100,22069
2016-04-12,5140,3931
2016-04-14,5160,13823
2016-04-15,5160,33360
2016-04-18,5130,31609
2016-04-19,5140,22459
2016-04-20,5110,13744
2016-04-21,5140,23924
2016-04-22,5200,26452
2016-04-25,5190,6253
2016-04-26,5120,10891
2016-04-27,5170,21827
2016-04-28,5200,16478
2016-04-29,5200,6655
2016-05-02,5100,21290
2016-05-03,5070,5589
