period,price,volume
2018-03-14,16900,1572172
2018-03-15,16500,6471504
2018-03-16,14800,1785475
2018-03-19,13800,817389
2018-03-20,13700,731906
2018-03-21,12350,825427
2018-03-22,11650,418162
2018-03-23,11050,349360
2018-03-26,11000,262943
2018-03-27,11650,988172
2018-03-28,11350,264239
2018-03-29,10250,1091292
2018-03-30,9980,330455
2018-04-02,9900,1077634
2018-04-03,9700,263558
2018-04-04,9880,1176067
2018-04-05,10200,564571
2018-04-06,9800,430966
2018-04-09,9380,302301
2018-04-10,9080,243666
2018-04-11,9110,163401
2018-04-12,9220,218445
2018-04-13,9270,165157
2018-04-16,8730,739466
2018-04-17,8720,462055
2018-04-18,8760,436370
2018-04-19,8570,278533
2018-04-20,8530,222691
2018-04-23,8410,334681
2018-04-24,8630,310104
2018-04-25,8330,211607
2018-04-26,8380,198608
2018-04-27,8150,246864
2018-04-30,7670,298487
2018-05-02,7460,179824
2018-05-03,7510,265536
2018-05-04,7720,138042
2018-05-08,7990,336376
2018-05-09,7950,235783
2018-05-10,7890,134570
2018-05-11,8220,1051066
2018-05-14,8010,203835
2018-05-15,7710,197139
2018-05-16,7640,115758
2018-05-17,7700,87291
2018-05-18,7940,143076
2018-05-21,8280,370540
2018-05-23,8130,172426
2018-05-24,8320,468141
2018-05-25,8150,173513
2018-05-28,7980,173417
2018-05-29,7930,110537
2018-05-30,8060,257551
2018-05-31,7650,180924
2018-06-01,7580,120673
2018-06-04,7720,78653
2018-06-05,7660,61238
2018-06-07,7570,86231
2018-06-08,7650,69674
2018-06-11,7710,87067
2018-06-12,7490,95554
2018-06-14,7130,122807
2018-06-15,6970,86159
2018-06-18,6700,90023
2018-06-19,6680,52539
2018-06-20,6920,76163
2018-06-21,7030,39237
2018-06-22,6920,33049
2018-06-25,6800,45332
2018-06-26,6790,21078
2018-06-27,6750,21039
2018-06-28,6400,113426
2018-06-29,6340,40325
2018-07-02,6060,63534
2018-07-03,6210,55802
2018-07-04,6530,104848
2018-07-05,6370,42478
2018-07-06,6230,50216
2018-07-09,6060,70409
2018-07-10,6190,60093
2018-07-11,6320,42318
2018-07-12,6290,25593
2018-07-13,6220,30264
2018-07-16,6250,23658
2018-07-17,6230,27414
2018-07-18,6010,40627
2018-07-19,5860,64051
2018-07-20,5730,31353
2018-07-23,5540,34436
2018-07-24,5550,23805
2018-07-25,5590,31766
2018-07-26,5590,22440
2018-07-27,5900,309274
2018-07-30,5890,37226
2018-07-31,6060,98117
2018-08-01,6010,48219
2018-08-02,5860,39590
2018-08-03,5850,16163
2018-08-06,5800,19917
2018-08-07,5800,14398
2018-08-08,5800,12091
2018-08-09,5760,19108
2018-08-10,5710,16605
2018-08-13,5330,63920
2018-08-14,5260,33762
2018-08-16,5220,40894
2018-08-17,5440,112849
2018-08-20,6080,3040114
2018-08-21,6360,664561
2018-08-22,6240,208238
2018-08-23,6330,2229216
2018-08-24,6700,1429700
2018-08-27,6750,453558
2018-08-28,6750,143675
2018-08-29,7200,1637100
2018-08-30,7180,284647
2018-08-31,7200,1049407
2018-09-03,6880,210235
2018-09-04,6860,157532
2018-09-05,6760,90011
2018-09-06,6720,75896
2018-09-07,6550,90455
2018-09-10,6870,199580
2018-09-11,6960,130431
2018-09-12,6710,81895
2018-09-13,6650,69997
2018-09-14,7050,304847
2018-09-17,6880,127219
2018-09-18,6750,94783
2018-09-19,6630,420640
2018-09-20,6340,159813
2018-09-21,6100,107271
2018-09-27,6110,79418
2018-09-28,6590,1281329
2018-10-01,7080,1645808
2018-10-02,6700,190305
2018-10-04,6500,193242
2018-10-05,6250,101729
2018-10-08,6520,606890
2018-10-10,6450,200246
2018-10-11,6000,129131
2018-10-12,6000,152449
2018-10-15,5980,51805
2018-10-16,6140,38111
2018-10-17,6140,77961
2018-10-18,6150,40181
2018-10-19,6260,153694
2018-10-22,6400,159443
2018-10-23,6270,143580
2018-10-24,6100,201285
2018-10-25,5870,85809
2018-10-26,5900,69959
2018-10-29,5100,124486
2018-10-30,5280,116558
2018-10-31,5370,50149
2018-11-01,5460,47903
2018-11-02,5780,65136
2018-11-05,5810,30431
2018-11-06,6050,43587
2018-11-07,5760,58455
2018-11-08,5790,26199
2018-11-09,5670,31924
2018-11-12,5250,36043
2018-11-13,5100,108255
2018-11-14,5140,37313
2018-11-15,5180,20700
2018-11-16,5400,51791
2018-11-19,5460,42851
2018-11-20,5390,27409
2018-11-21,5320,26540
2018-11-22,5280,19258
2018-11-23,5200,26285
2018-11-26,5300,10961
2018-11-27,5320,31721
2018-11-28,5310,27697
2018-11-29,5300,44701
2018-11-30,5530,317150
2018-12-03,5570,96022
2018-12-04,5520,58136
2018-12-05,5450,44255
2018-12-06,5210,50659
2018-12-07,5240,31831
2018-12-10,5080,22256
2018-12-11,4965,28706
2018-12-12,4900,46319
2018-12-13,5050,13664
2018-12-14,5050,12460
2018-12-17,4810,24658
2018-12-18,4820,13894
2018-12-19,4890,22181
2018-12-20,5060,46495
2018-12-21,4995,13355
2018-12-24,5060,28949
2018-12-26,4900,33084
2018-12-27,4880,16167
2018-12-28,4970,18181
2019-01-02,4760,31362
2019-01-03,4830,65714
2019-01-04,4850,15396
2019-01-07,4920,17665
2019-01-08,4925,44055
2019-01-09,5060,266833
2019-01-10,5120,37297
2019-01-11,5100,29292
2019-01-14,5060,33103
2019-01-15,5110,94494
2019-01-16,5160,24026
2019-01-17,5150,24562
2019-01-18,5120,33239
2019-01-21,5140,16475
2019-01-22,5130,17315
2019-01-23,5050,36141
2019-01-24,5140,57568
2019-01-25,5300,91253
2019-01-28,5340,30755
2019-01-29,5270,25167
2019-01-30,5300,34559
2019-01-31,5180,43714
2019-02-01,5210,32282
2019-02-07,5250,53261
2019-02-08,5200,28724
2019-02-11,5240,39180
2019-02-12,5380,219644
2019-02-13,5410,68953
2019-02-14,5400,33128
2019-02-15,5340,26446
2019-02-18,5360,37845
2019-02-19,5380,29931
2019-02-20,5450,63873
2019-02-21,5610,91620
