period,price,volume
2017-08-28,7925,3529636
2017-08-29,8025,1037240
2017-08-30,7925,713302
2017-08-31,7950,726696
2017-09-01,7900,280479
2017-09-04,7550,295634
2017-09-05,7425,200512
2017-09-06,7250,157906
2017-09-07,7250,150865
2017-09-08,7050,191586
2017-09-11,7325,171016
2017-09-12,7325,186431
2017-09-13,7125,371115
2017-09-14,6875,152945
2017-09-15,6500,257342
2017-09-18,6575,101864
2017-09-19,6575,108852
2017-09-20,6375,115689
2017-09-21,6525,101167
2017-09-22,6425,122992
2017-09-25,6525,106572
2017-09-26,6675,133233
2017-09-27,7000,255098
2017-09-28,6925,90315
2017-09-29,7250,112158
2017-10-10,7125,72852
2017-10-11,7375,109514
2017-10-12,7650,183196
2017-10-13,7350,177946
2017-10-16,7050,109264
2017-10-17,7500,122991
2017-10-18,8100,521745
2017-10-19,8050,195428
2017-10-20,8350,245345
2017-10-23,8300,252328
2017-10-24,8375,119577
2017-10-25,9250,532107
2017-10-26,9300,279395
2017-10-27,9700,310908
2017-10-30,9950,251156
2017-10-31,9775,160512
2017-11-01,9800,104986
2017-11-02,9450,131446
2017-11-03,10200,656958
2017-11-06,10275,181927
2017-11-07,10200,100303
2017-11-08,9750,174151
2017-11-09,9850,223099
2017-11-10,10200,123126
2017-11-13,10900,214022
2017-11-14,11225,161459
2017-11-15,10500,216575
2017-11-16,10500,110139
2017-11-17,10350,112520
2017-11-20,10175,137050
2017-11-21,9975,134500
2017-11-22,10175,101863
2017-11-23,10375,228729
2017-11-24,10725,193813
2017-11-27,11450,326529
2017-11-28,11575,183678
2017-11-29,11975,264751
2017-11-30,10500,357118
2017-12-01,10250,349511
2017-12-04,9025,443502
2017-12-05,9475,349711
2017-12-06,8800,201800
2017-12-07,9225,167043
2017-12-08,8825,106160
2017-12-11,8900,62111
2017-12-12,9050,49341
2017-12-13,9625,103910
2017-12-14,9700,50581
2017-12-15,9350,92168
2017-12-18,9100,35927
2017-12-19,8700,93872
2017-12-20,8500,31499
2017-12-21,8550,40635
2017-12-22,8750,38347
2017-12-26,8125,136264
2017-12-27,8825,119236
2017-12-28,8900,140774
2018-01-02,9275,76387
2018-01-03,9325,121272
2018-01-04,9200,99677
2018-01-05,8625,236327
2018-01-08,8425,130672
2018-01-09,8550,96673
2018-01-10,8425,138459
2018-01-11,8600,48819
