period,ratio
2016-01-01,0.58309
2016-01-02,1.34839
2016-01-03,0.69241
2016-01-04,3.38921
2016-01-05,4.40962
2016-01-06,4.04518
2016-01-07,4.4825
2016-01-08,5.32069
2016-01-09,2.15014
2016-01-10,1.8586
2016-01-11,5.8309
2016-01-12,4.70116
2016-01-13,5.97667
2016-01-14,5.61224
2016-01-15,6.04956
2016-01-16,1.63994
2016-01-17,2.07725
2016-01-18,4.95626
2016-01-19,3.9723
2016-01-20,4.19096
2016-01-21,3.68075
2016-01-22,3.68075
2016-01-23,1.0204
2016-01-24,1.42128
2016-01-25,3.53498
2016-01-26,3.13411
2016-01-27,3.86297
2016-01-28,3.9723
2016-01-29,3.46209
2016-01-30,1.63994
2016-01-31,1.71282
2016-02-01,3.46209
2016-02-02,3.75364
2016-02-03,3.68075
2016-02-04,3.89941
2016-02-05,3.27988
2016-02-06,1.34839
2016-02-07,0.5102
2016-02-08,1.31195
2016-02-09,1.38483
2016-02-10,1.53061
2016-02-11,3.38921
2016-02-12,3.27988
2016-02-13,1.31195
2016-02-14,0.94752
2016-02-15,5.28425
2016-02-16,5.72157
2016-02-17,5.97667
2016-02-18,4.55539
2016-02-19,5.61224
2016-02-20,1.8586
2016-02-21,1.60349
2016-02-22,5.32069
2016-02-23,7.10641
2016-02-24,6.15889
2016-02-25,7.32507
2016-02-26,8.96501
2016-02-27,2.66034
2016-02-28,1.74927
2016-02-29,5.5758
2016-03-01,2.95189
2016-03-02,5.8309
2016-03-03,4.59183
2016-03-04,4.95626
2016-03-05,3.86297
2016-03-06,1.42128
2016-03-07,6.12244
2016-03-08,6.74198
2016-03-09,5.5758
2016-03-10,6.19533
2016-03-11,4.33673
2016-03-12,1.56705
2016-03-13,1.27551
2016-03-14,5.06559
2016-03-15,5.17492
2016-03-16,3.79008
2016-03-17,5.46647
2016-03-18,5.13848
2016-03-19,1.78571
2016-03-20,1.71282
2016-03-21,5.06559
2016-03-22,5.13848
2016-03-23,5.28425
2016-03-24,4.55539
2016-03-25,4.55539
2016-03-26,1.89504
2016-03-27,1.63994
2016-03-28,5.79446
2016-03-29,5.90379
2016-03-30,4.81049
2016-03-31,5.17492
2016-04-01,4.37317
2016-04-02,1.82215
2016-04-03,1.12973
2016-04-04,5.5758
2016-04-05,5.21137
2016-04-06,4.70116
2016-04-07,5.10204
2016-04-08,4.91982
2016-04-09,2.04081
2016-04-10,1.82215
2016-04-11,6.37755
2016-04-12,4.91982
2016-04-13,2.00437
2016-04-14,4.08163
2016-04-15,5.28425
2016-04-16,1.8586
2016-04-17,2.18658
2016-04-18,5.21137
2016-04-19,5.43002
2016-04-20,4.88338
2016-04-21,5.64868
2016-04-22,3.75364
2016-04-23,2.07725
2016-04-24,1.27551
2016-04-25,5.68513
2016-04-26,4.95626
2016-04-27,4.88338
2016-04-28,4.33673
2016-04-29,3.35276
2016-04-30,1.60349
2016-05-01,1.78571
2016-05-02,9.58454
2016-05-03,11.98979
2016-05-04,8.34548
2016-05-05,3.82653
2016-05-06,4.66472
2016-05-07,2.29591
2016-05-08,2.80612
2016-05-09,9.62099
2016-05-10,8.23615
2016-05-11,9.25655
2016-05-12,9.11078
2016-05-13,8.70991
2016-05-14,2.73323
2016-05-15,2.95189
2016-05-16,11.77113
2016-05-17,11.04227
2016-05-18,8.23615
2016-05-19,6.41399
2016-05-20,5.5758
2016-05-21,2.25947
2016-05-22,1.8586
2016-05-23,6.23177
2016-05-24,5.53935
2016-05-25,5.21137
2016-05-26,4.88338
2016-05-27,6.19533
2016-05-28,1.78571
2016-05-29,1.38483
2016-05-30,6.77842
2016-05-31,6.04956
2016-06-01,6.45043
2016-06-02,6.37755
2016-06-03,5.68513
2016-06-04,1.89504
2016-06-05,1.96793
2016-06-06,2.04081
2016-06-07,5.97667
2016-06-08,5.50291
2016-06-09,6.23177
2016-06-10,8.12682
2016-06-11,2.98833
2016-06-12,2.40524
2016-06-13,6.41399
2016-06-14,5.28425
2016-06-15,5.35714
2016-06-16,4.40962
2016-06-17,4.7376
2016-06-18,2.1137
2016-06-19,1.23906
2016-06-20,5.39358
2016-06-21,4.2274
2016-06-22,3.79008
2016-06-23,4.37317
2016-06-24,3.64431
2016-06-25,1.93148
2016-06-26,2.1137
2016-06-27,6.66909
2016-06-28,5.13848
2016-06-29,3.89941
2016-06-30,4.62827
2016-07-01,4.4825
2016-07-02,2.18658
2016-07-03,1.38483
2016-07-04,4.15451
2016-07-05,3.9723
2016-07-06,3.9723
2016-07-07,4.4825
2016-07-08,4.2274
2016-07-09,1.67638
2016-07-10,1.45772
2016-07-11,5.39358
2016-07-12,6.23177
2016-07-13,6.12244
2016-07-14,4.77405
2016-07-15,4.11807
2016-07-16,2.25947
2016-07-17,1.56705
2016-07-18,5.46647
2016-07-19,4.55539
2016-07-20,5.35714
2016-07-21,4.88338
2016-07-22,4.95626
2016-07-23,2.55102
2016-07-24,2.25947
2016-07-25,4.08163
2016-07-26,5.28425
2016-07-27,4.99271
2016-07-28,4.95626
2016-07-29,4.84693
2016-07-30,2.80612
2016-07-31,2.15014
2016-08-01,5.17492
2016-08-02,4.91982
2016-08-03,4.40962
2016-08-04,12.35422
