period,ratio
2016-01-01,7.20846
2016-01-02,8.00718
2016-01-03,10.16373
2016-01-04,36.90095
2016-01-05,33.08706
2016-01-06,36.26198
2016-01-07,38.5583
2016-01-08,35.86261
2016-01-09,9.58466
2016-01-10,8.04712
2016-01-11,35.86261
2016-01-12,38.41853
2016-01-13,35.94249
2016-01-14,36.46166
2016-01-15,30.77076
2016-01-16,8.64616
2016-01-17,8.60623
2016-01-18,33.42651
2016-01-19,34.42492
2016-01-20,44.56869
2016-01-21,37.97923
2016-01-22,34.12539
2016-01-23,10.623
2016-01-24,9.36501
2016-01-25,35.98242
2016-01-26,32.22843
2016-01-27,29.97204
2016-01-28,31.58945
2016-01-29,29.73242
2016-01-30,9.00559
2016-01-31,8.76597
2016-02-01,34.36501
2016-02-02,29.51277
2016-02-03,31.34984
2016-02-04,30.4313
2016-02-05,31.44968
2016-02-06,11.10223
2016-02-07,6.11022
2016-02-08,6.23003
2016-02-09,7.06869
2016-02-10,9.6845
2016-02-11,48.5623
2016-02-12,45.58706
2016-02-13,11.0623
2016-02-14,8.62619
2016-02-15,41.97284
2016-02-16,37.91932
2016-02-17,36.1821
2016-02-18,33.80591
2016-02-19,28.75399
2016-02-20,8.82587
2016-02-21,9.66453
2016-02-22,33.78594
2016-02-23,37.22044
2016-02-24,33.86581
2016-02-25,35.46325
2016-02-26,35.58306
2016-02-27,13.119
2016-02-28,12.26038
2016-02-29,34.1853
2016-03-01,16.29392
2016-03-02,44.20926
2016-03-03,52.67571
2016-03-04,45.36741
2016-03-05,13.93769
2016-03-06,13.45846
2016-03-07,44.3091
2016-03-08,44.98801
2016-03-09,45.36741
2016-03-10,56.07028
2016-03-11,44.34904
2016-03-12,10.92252
2016-03-13,11.6214
2016-03-14,47.10463
2016-03-15,51.07827
2016-03-16,38.97763
2016-03-17,40.75479
2016-03-18,37.5
2016-03-19,10.90255
2016-03-20,11.60143
2016-03-21,44.00958
2016-03-22,41.55351
2016-03-23,45.62699
2016-03-24,43.43051
2016-03-25,41.29392
2016-03-26,13.31869
2016-03-27,13.33865
2016-03-28,41.69329
2016-03-29,41.9329
2016-03-30,39.37699
2016-03-31,35.76277
2016-04-01,31.76916
2016-04-02,9.82428
2016-04-03,12.28035
2016-04-04,42.9313
2016-04-05,41.13418
2016-04-06,41.91293
2016-04-07,43.55031
2016-04-08,39.5567
2016-04-09,12.87939
2016-04-10,11.72124
2016-04-11,40.95447
2016-04-12,35.90255
2016-04-13,12.36022
2016-04-14,39.35702
2016-04-15,36.76118
2016-04-16,10.80271
2016-04-17,9.7444
2016-04-18,41.85303
2016-04-19,47.06469
2016-04-20,45.86661
2016-04-21,51.83706
2016-04-22,39.23722
2016-04-23,10.42332
2016-04-24,9.34504
2016-04-25,40.4952
2016-04-26,38.4984
2016-04-27,43.33067
2016-04-28,38.33865
2016-04-29,36.54153
2016-04-30,10.623
2016-05-01,12.63977
2016-05-02,38.51837
2016-05-03,55.35143
2016-05-04,44.72843
2016-05-05,16.15415
2016-05-06,16.89297
2016-05-07,13.9976
2016-05-08,17.59185
2016-05-09,77.41613
2016-05-10,78.91373
2016-05-11,71.64536
2016-05-12,42.4321
2016-05-13,38.23881
2016-05-14,10.1238
2016-05-15,9.58466
2016-05-16,36.1222
2016-05-17,40.67492
2016-05-18,46.92492
2016-05-19,39.03753
2016-05-20,33.42651
2016-05-21,8.96565
2016-05-22,9.26517
2016-05-23,36.94089
2016-05-24,33.746
2016-05-25,37.89936
2016-05-26,34.42492
2016-05-27,31.21006
2016-05-28,8.62619
2016-05-29,8.60623
2016-05-30,36.20207
2016-05-31,35.72284
2016-06-01,33.746
2016-06-02,32.58785
2016-06-03,30.97044
2016-06-04,8.14696
2016-06-05,7.68769
2016-06-06,9.80431
2016-06-07,35.1837
2016-06-08,34.6845
2016-06-09,33.64616
2016-06-10,30.21166
2016-06-11,8.84584
2016-06-12,8.08706
2016-06-13,32.34824
2016-06-14,29.75239
2016-06-15,29.91214
2016-06-16,30.8107
2016-06-17,25.51916
2016-06-18,7.22843
2016-06-19,7.96725
2016-06-20,34.56469
2016-06-21,36.38178
2016-06-22,44.90814
2016-06-23,39.23722
2016-06-24,45.84664
2016-06-25,16.71325
2016-06-26,24.48083
2016-06-27,52.71565
2016-06-28,31.78913
2016-06-29,34.50479
2016-06-30,36.34185
2016-07-01,52.11661
2016-07-02,11.1821
2016-07-03,11.36182
2016-07-04,36.32188
2016-07-05,36.24201
2016-07-06,30.3714
2016-07-07,31.25
2016-07-08,35.00399
2016-07-09,9.14536
2016-07-10,8.746
2016-07-11,28.85383
2016-07-12,29.07348
2016-07-13,29.53274
2016-07-14,28.79392
2016-07-15,25.85862
2016-07-16,7.42811
2016-07-17,7.86741
2016-07-18,28.21485
2016-07-19,29.39297
2016-07-20,29.53274
