period,ratio
2016-01-01,2.69557
2016-01-02,3.19367
2016-01-03,2.28537
2016-01-04,13.21418
2016-01-05,14.09317
2016-01-06,20.42191
2016-01-07,27.68825
2016-01-08,19.39642
2016-01-09,4.65865
2016-01-10,5.03955
2016-01-11,20.56841
2016-01-12,16.99384
2016-01-13,20.74421
2016-01-14,19.74802
2016-01-15,16.90594
2016-01-16,4.86375
2016-01-17,4.77585
2016-01-18,22.0041
2016-01-19,15.90975
2016-01-20,16.93524
2016-01-21,16.64225
2016-01-22,14.91356
2016-01-23,5.68414
2016-01-24,8.84852
2016-01-25,27.71755
2016-01-26,21.9162
2016-01-27,17.75564
2016-01-28,16.78874
2016-01-29,15.55815
2016-01-30,4.74655
2016-01-31,3.16437
2016-02-01,14.18107
2016-02-02,13.50717
2016-02-03,15.32376
2016-02-04,14.67916
2016-02-05,14.23967
2016-02-06,3.36946
2016-02-07,1.99238
2016-02-08,2.60767
2016-02-09,3.45736
2016-02-10,3.13507
2016-02-11,14.91356
2016-02-12,18.25373
2016-02-13,3.60386
2016-02-14,3.13507
2016-02-15,19.16202
2016-02-16,20.01171
2016-02-17,18.45883
2016-02-18,14.94286
2016-02-19,15.49956
2016-02-20,3.34016
2016-02-21,2.98857
2016-02-22,14.82566
2016-02-23,11.42689
2016-02-24,13.27278
2016-02-25,14.82566
2016-02-26,13.71227
2016-02-27,3.92616
2016-02-28,2.69557
2016-02-29,10.8116
2016-03-01,3.86756
2016-03-02,15.06006
2016-03-03,12.92118
2016-03-04,12.45238
2016-03-05,3.19367
2016-03-06,2.87137
2016-03-07,17.25754
2016-03-08,14.79636
2016-03-09,16.55435
2016-03-10,17.49194
2016-03-11,23.58628
2016-03-12,6.06504
2016-03-13,5.06885
2016-03-14,31.26281
2016-03-15,20.77351
2016-03-16,20.86141
2016-03-17,19.74802
2016-03-18,20.09961
2016-03-19,4.71725
2016-03-20,2.75417
2016-03-21,17.87283
2016-03-22,17.60914
2016-03-23,17.46264
2016-03-24,16.52505
2016-03-25,16.14415
2016-03-26,3.25227
2016-03-27,3.19367
2016-03-28,14.32757
2016-03-29,14.91356
2016-03-30,14.50336
2016-03-31,11.89569
2016-04-01,12.01289
2016-04-02,2.95927
2016-04-03,3.25227
2016-04-04,13.88807
2016-04-05,14.35687
