period,ratio
2016-01-01,0.18444
2016-01-02,0.18771
2016-01-03,0.22473
2016-01-04,1.54497
2016-01-05,1.45848
2016-01-06,1.29796
2016-01-07,1.28944
2016-01-08,1.39755
2016-01-09,0.20671
2016-01-10,0.17362
2016-01-11,1.20557
2016-01-12,1.20885
2016-01-13,1.31368
2016-01-14,1.21966
2016-01-15,1.17347
2016-01-16,0.19263
2016-01-17,0.17428
2016-01-18,1.24226
2016-01-19,1.30811
2016-01-20,1.36937
2016-01-21,1.40574
2016-01-22,1.4326
2016-01-23,0.21949
2016-01-24,0.19197
2016-01-25,1.58035
2016-01-26,1.3543
2016-01-27,1.36348
2016-01-28,1.505
2016-01-29,1.38968
2016-01-30,0.22473
2016-01-31,0.20344
2016-02-01,1.58985
2016-02-02,1.30221
2016-02-03,1.17871
2016-02-04,1.26716
2016-02-05,1.29534
2016-02-06,0.16674
2016-02-07,0.13333
2016-02-08,0.1104
2016-02-09,0.13693
2016-02-10,0.21818
2016-02-11,1.40148
2016-02-12,1.43653
2016-02-13,0.22178
2016-02-14,0.19885
2016-02-15,1.63375
2016-02-16,1.55414
2016-02-17,1.37265
2016-02-18,1.41851
2016-02-19,1.32154
2016-02-20,0.18771
2016-02-21,0.17625
2016-02-22,1.32908
2016-02-23,1.2652
2016-02-24,1.20852
2016-02-25,1.27568
2016-02-26,1.15938
2016-02-27,0.21064
2016-02-28,0.17068
2016-02-29,1.54955
2016-03-01,0.30303
2016-03-02,1.85947
2016-03-03,1.58166
2016-03-04,1.78707
2016-03-05,0.30237
2016-03-06,0.22932
2016-03-07,2.09501
2016-03-08,1.65701
2016-03-09,1.60066
2016-03-10,1.7602
2016-03-11,1.5394
2016-03-12,0.25978
2016-03-13,0.20868
2016-03-14,1.88797
2016-03-15,1.48797
2016-03-16,1.50828
2016-03-17,1.81393
2016-03-18,1.79362
2016-03-19,0.2552
2016-03-20,0.21556
2016-03-21,1.55774
2016-03-22,1.45979
2016-03-23,1.43162
2016-03-24,1.3222
2016-03-25,1.2308
2016-03-26,0.21326
2016-03-27,0.18869
2016-03-28,1.36479
2016-03-29,1.72941
2016-03-30,1.79362
2016-03-31,1.54726
2016-04-01,1.35856
2016-04-02,0.19525
2016-04-03,0.31187
2016-04-04,1.49812
2016-04-05,1.32285
2016-04-06,1.30844
2016-04-07,1.44931
2016-04-08,1.26323
2016-04-09,0.21883
2016-04-10,0.18869
2016-04-11,1.33334
2016-04-12,1.30287
2016-04-13,0.28763
2016-04-14,1.6177
2016-04-15,1.4136
2016-04-16,0.19263
2016-04-17,0.19361
2016-04-18,1.27994
2016-04-19,1.35692
2016-04-20,1.59476
2016-04-21,1.74284
2016-04-22,1.51254
2016-04-23,0.23063
2016-04-24,0.18771
2016-04-25,1.57609
2016-04-26,1.39394
2016-04-27,1.31761
2016-04-28,1.33006
2016-04-29,1.1928
2016-04-30,0.19688
2016-05-01,0.15167
2016-05-02,1.17707
2016-05-03,1.21835
2016-05-04,1.10926
2016-05-05,0.16707
2016-05-06,0.17592
2016-05-07,0.12285
2016-05-08,0.15561
2016-05-09,1.18624
2016-05-10,1.24783
2016-05-11,1.16429
2016-05-12,1.04603
2016-05-13,1.02572
2016-05-14,0.16511
2016-05-15,0.1674
2016-05-16,1.31958
2016-05-17,1.22359
2016-05-18,1.14234
2016-05-19,1.09714
2016-05-20,1.07158
2016-05-21,0.18607
2016-05-22,0.16183
2016-05-23,1.17576
2016-05-24,1.09222
2016-05-25,1.41163
2016-05-26,1.13678
2016-05-27,1.1181
2016-05-28,0.1769
2016-05-29,0.16674
2016-05-30,1.14988
2016-05-31,1.21638
2016-06-01,1.18264
2016-06-02,1.16954
2016-06-03,1.08567
2016-06-04,0.17919
2016-06-05,0.13464
2016-06-06,0.17592
2016-06-07,1.67863
2016-06-08,1.56626
2016-06-09,1.83326
2016-06-10,1.38379
2016-06-11,0.19557
2016-06-12,0.1923
2016-06-13,1.32285
2016-06-14,1.18198
2016-06-15,1.11024
2016-06-16,1.15086
2016-06-17,1.08239
2016-06-18,0.16183
2016-06-19,0.14905
2016-06-20,1.43358
2016-06-21,1.29337
2016-06-22,1.33432
2016-06-23,1.23342
2016-06-24,1.60328
2016-06-25,0.20213
2016-06-26,0.20114
2016-06-27,1.49255
2016-06-28,1.43326
2016-06-29,1.39001
2016-06-30,1.32253
2016-07-01,1.38968
2016-07-02,0.25356
2016-07-03,0.24209
2016-07-04,1.4457
2016-07-05,1.52335
2016-07-06,1.12367
2016-07-07,1.18428
2016-07-08,1.04046
2016-07-09,0.15626
2016-07-10,0.14414
2016-07-11,1.30484
2016-07-12,1.24947
2016-07-13,1.30844
2016-07-14,1.24063
2016-07-15,1.35267
2016-07-16,0.18509
2016-07-17,0.16478
2016-07-18,1.34579
2016-07-19,1.16724
2016-07-20,1.44505
2016-07-21,1.56462
2016-07-22,1.65472
2016-07-23,0.23816
2016-07-24,0.23521
2016-07-25,1.79264
2016-07-26,1.67732
2016-07-27,1.55873
2016-07-28,1.39919
2016-07-29,1.71467
2016-07-30,0.25421
2016-07-31,0.23554
2016-08-01,1.70353
2016-08-02,1.5964
2016-08-03,1.49747
2016-08-04,1.48797
2016-08-05,1.45357
2016-08-06,0.20147
2016-08-07,0.15364
2016-08-08,1.67175
2016-08-09,1.5715
2016-08-10,1.46503
2016-08-11,1.36741
2016-08-12,1.64325
2016-08-13,0.20082
2016-08-14,0.13693
2016-08-15,0.20409
2016-08-16,1.5548
2016-08-17,1.32384
2016-08-18,1.43326
2016-08-19,1.25635
2016-08-20,0.17625
2016-08-21,0.14905
2016-08-22,1.26257
2016-08-23,1.30189
2016-08-24,1.24718
2016-08-25,1.21474
2016-08-26,1.28354
2016-08-27,0.19394
2016-08-28,0.18509
2016-08-29,1.26454
2016-08-30,1.28715
2016-08-31,1.14103
2016-09-01,1.28485
2016-09-02,1.14497
2016-09-03,0.18575
2016-09-04,0.15888
2016-09-05,1.36479
2016-09-06,1.2213
2016-09-07,1.30778
2016-09-08,2.32794
2016-09-09,2.02523
2016-09-10,0.29648
2016-09-11,0.2362
2016-09-12,1.54661
2016-09-13,1.26159
2016-09-14,0.17985
2016-09-15,0.12678
2016-09-16,0.15462
2016-09-17,0.15233
2016-09-18,0.2054
2016-09-19,1.48305
2016-09-20,1.35332
2016-09-21,1.35561
2016-09-22,1.55873
2016-09-23,1.45783
2016-09-24,0.19918
2016-09-25,0.17559
2016-09-26,1.29534
2016-09-27,1.24914
2016-09-28,1.08895
2016-09-29,1.27666
2016-09-30,1.02113
2016-10-01,0.19885
2016-10-02,0.16052
2016-10-03,0.22506
2016-10-04,1.38903
2016-10-05,1.09746
2016-10-06,1.09714
2016-10-07,1.00868
2016-10-08,0.16216
2016-10-09,0.14381
2016-10-10,1.11024
2016-10-11,1.10598
2016-10-12,1.02572
2016-10-13,0.97134
2016-10-14,1.00475
2016-10-15,0.1638
2016-10-16,0.16937
2016-10-17,1.06896
2016-10-18,1.02441
2016-10-19,0.93268
2016-10-20,0.89075
2016-10-21,0.98084
2016-10-22,0.15855
2016-10-23,0.16412
2016-10-24,1.01818
2016-10-25,0.99066
2016-10-26,0.89238
2016-10-27,0.9697
2016-10-28,0.83898
2016-10-29,0.13824
2016-10-30,0.14086
2016-10-31,0.91106
2016-11-01,0.94808
2016-11-02,0.90287
2016-11-03,0.91958
2016-11-04,0.84717
2016-11-05,0.1543
2016-11-06,0.14316
2016-11-07,0.99951
2016-11-08,0.95922
2016-11-09,1.21081
2016-11-10,1.33137
2016-11-11,1.10041
2016-11-12,0.16183
2016-11-13,0.14316
2016-11-14,1.09976
2016-11-15,0.99492
2016-11-16,1.03391
2016-11-17,0.95725
2016-11-18,0.88813
2016-11-19,0.1389
2016-11-20,0.13661
2016-11-21,0.87175
2016-11-22,0.8724
2016-11-23,0.92482
2016-11-24,0.89107
2016-11-25,0.88223
2016-11-26,0.14873
2016-11-27,0.14054
2016-11-28,0.90516
2016-11-29,0.82097
2016-11-30,0.86454
2016-12-01,0.81736
2016-12-02,0.75348
2016-12-03,0.13136
2016-12-04,0.12219
2016-12-05,0.77477
2016-12-06,0.82654
2016-12-07,0.74136
2016-12-08,0.88223
2016-12-09,0.91859
2016-12-10,0.21163
2016-12-11,0.18771
2016-12-12,1.09714
2016-12-13,0.99361
2016-12-14,1.00672
2016-12-15,1.10303
2016-12-16,0.99492
2016-12-17,0.30892
2016-12-18,0.39869
2016-12-19,0.92154
2016-12-20,0.99394
2016-12-21,0.99066
2016-12-22,0.88518
2016-12-23,0.83374
2016-12-24,0.14021
2016-12-25,0.12579
2016-12-26,0.87502
2016-12-27,0.88878
2016-12-28,0.89664
2016-12-29,0.81016
2016-12-30,0.39017
2016-12-31,0.13136
2017-01-01,0.12612
2017-01-02,0.92318
2017-01-03,1.03456
2017-01-04,1.1027
2017-01-05,1.34022
2017-01-06,1.25832
2017-01-07,0.2054
2017-01-08,0.17231
2017-01-09,1.30189
2017-01-10,1.13317
2017-01-11,1.79001
2017-01-12,1.57904
2017-01-13,1.51254
2017-01-14,0.23423
2017-01-15,0.22768
2017-01-16,1.37134
2017-01-17,1.75398
2017-01-18,1.50991
2017-01-19,1.2878
2017-01-20,1.06962
2017-01-21,0.18181
2017-01-22,0.14643
2017-01-23,1.20852
2017-01-24,1.10664
2017-01-25,1.03653
2017-01-26,1.19705
2017-01-27,0.18181
2017-01-28,0.14709
2017-01-29,0.15233
2017-01-30,0.2208
2017-01-31,1.38968
2017-02-01,1.38346
2017-02-02,1.37167
2017-02-03,1.13022
2017-02-04,0.20475
2017-02-05,0.17592
2017-02-06,6.47768
2017-02-07,3.25833
2017-02-08,2.21623
2017-02-09,1.89845
2017-02-10,1.80181
2017-02-11,0.28173
2017-02-12,0.27059
2017-02-13,1.93809
2017-02-14,1.83097
2017-02-15,2.0616
2017-02-16,2.15496
2017-02-17,1.73956
2017-02-18,0.25389
2017-02-19,0.2339
2017-02-20,1.66585
2017-02-21,2.05996
2017-02-22,1.99673
2017-02-23,1.81753
2017-02-24,1.55643
2017-02-25,0.22637
2017-02-26,0.20638
2017-02-27,1.53481
2017-02-28,1.52466
2017-03-01,0.30499
2017-03-02,1.65897
2017-03-03,1.3887
2017-03-04,0.25258
2017-03-05,0.19656
2017-03-06,1.43064
2017-03-07,1.35791
2017-03-08,1.2914
2017-03-09,1.28223
2017-03-10,1.30189
2017-03-11,0.17788
2017-03-12,0.16642
2017-03-13,1.63342
2017-03-14,1.62949
2017-03-15,1.33498
2017-03-16,1.89452
2017-03-17,1.67404
2017-03-18,0.26142
2017-03-19,0.21392
2017-03-20,1.44833
2017-03-21,1.77429
2017-03-22,1.39296
2017-03-23,1.47748
2017-03-24,1.82048
2017-03-25,0.25487
2017-03-26,0.22801
2017-03-27,1.43489
2017-03-28,1.4801
2017-03-29,1.36905
2017-03-30,1.27437
2017-03-31,1.24259
2017-04-01,0.19459
2017-04-02,0.15888
2017-04-03,1.36937
2017-04-04,1.22719
2017-04-05,1.24292
2017-04-06,1.14398
2017-04-07,1.10467
2017-04-08,0.15954
2017-04-09,0.15888
2017-04-10,1.162
2017-04-11,1.16266
2017-04-12,1.09419
2017-04-13,1.12695
2017-04-14,0.96577
2017-04-15,0.20638
2017-04-16,0.1733
2017-04-17,1.22261
2017-04-18,1.14628
2017-04-19,1.00311
2017-04-20,1.11614
2017-04-21,1.18952
2017-04-22,0.19295
2017-04-23,0.19721
