period,ratio
2016-01-01,0.15892
2016-01-02,0.16333
2016-01-03,0.20135
2016-01-04,1.34167
2016-01-05,1.24662
2016-01-06,1.17635
2016-01-07,1.08982
2016-01-08,0.99735
2016-01-09,0.2015
2016-01-10,0.18037
2016-01-11,0.88755
2016-01-12,0.84694
2016-01-13,0.83447
2016-01-14,0.90732
2016-01-15,1.19126
2016-01-16,0.22979
2016-01-17,0.20272
2016-01-18,0.96998
2016-01-19,0.92283
2016-01-20,0.85698
2016-01-21,0.7782
2016-01-22,0.74474
2016-01-23,0.13094
2016-01-24,0.10919
2016-01-25,0.73912
2016-01-26,1.05423
2016-01-27,0.80892
2016-01-28,0.77258
2016-01-29,0.68345
2016-01-30,0.12394
2016-01-31,0.12516
2016-02-01,0.72604
2016-02-02,0.73729
2016-02-03,0.69486
2016-02-04,0.71463
2016-02-05,0.80299
2016-02-06,0.14432
2016-02-07,0.10387
2016-02-08,0.08942
2016-02-09,0.10067
2016-02-10,0.16014
2016-02-11,0.77029
2016-02-12,0.75113
2016-02-13,0.1209
2016-02-14,0.10782
2016-02-15,0.67768
2016-02-16,0.67129
2016-02-17,0.64285
2016-02-18,0.81151
2016-02-19,0.86443
2016-02-20,0.14356
2016-02-21,0.11953
2016-02-22,0.84132
2016-02-23,0.70429
2016-02-24,0.6281
2016-02-25,0.61122
2016-02-26,0.81151
2016-02-27,0.23968
2016-02-28,0.19162
2016-02-29,0.87508
2016-03-01,0.18843
2016-03-02,0.73608
2016-03-03,0.676
2016-03-04,0.65867
2016-03-05,0.12379
2016-03-06,0.11908
2016-03-07,0.68771
2016-03-08,0.63114
2016-03-09,0.6865
2016-03-10,0.79736
2016-03-11,0.77805
2016-03-12,0.16333
2016-03-13,0.16957
2016-03-14,0.73288
2016-03-15,0.62049
2016-03-16,0.59859
2016-03-17,0.69669
2016-03-18,0.61456
2016-03-19,0.12136
2016-03-20,0.10676
2016-03-21,0.6173
2016-03-22,0.56878
2016-03-23,0.62688
2016-03-24,0.57396
2016-03-25,0.54247
2016-03-26,0.11025
2016-03-27,0.09353
2016-03-28,0.55342
2016-03-29,0.64057
2016-03-30,0.58293
2016-03-31,0.50521
2016-04-01,0.51571
2016-04-02,0.08227
2016-04-03,0.08197
2016-04-04,0.61715
2016-04-05,0.59281
2016-04-06,1.29696
2016-04-07,1.114
2016-04-08,1.08237
2016-04-09,0.21565
2016-04-10,0.18569
2016-04-11,0.8696
2016-04-12,0.79235
2016-04-13,0.20987
2016-04-14,0.7925
2016-04-15,1.00982
2016-04-16,0.17474
2016-04-17,0.16135
2016-04-18,0.78596
2016-04-19,0.76512
2016-04-20,0.71554
2016-04-21,1.12389
2016-04-22,1.34836
2016-04-23,0.25549
2016-04-24,0.23283
2016-04-25,1.25878
2016-04-26,1.14198
2016-04-27,1.9205
2016-04-28,1.5447
2016-04-29,1.16343
2016-04-30,0.26584
2016-05-01,0.23831
2016-05-02,1.18883
2016-05-03,1.08252
2016-05-04,0.97728
2016-05-05,0.20044
2016-05-06,0.20044
2016-05-07,0.16333
2016-05-08,0.18493
2016-05-09,0.90352
2016-05-10,0.96846
2016-05-11,1.84506
2016-05-12,1.63093
2016-05-13,1.32494
2016-05-14,0.33473
2016-05-15,0.33747
2016-05-16,1.28068
2016-05-17,1.11963
2016-05-18,1.11233
2016-05-19,1.04039
2016-05-20,0.94641
2016-05-21,0.22447
2016-05-22,0.19983
2016-05-23,0.92785
2016-05-24,0.99233
2016-05-25,1.19521
2016-05-26,1.0375
2016-05-27,0.89181
2016-05-28,0.19922
2016-05-29,0.1717
2016-05-30,0.88679
2016-05-31,1.03735
2016-06-01,1.39703
2016-06-02,1.09666
2016-06-03,0.97028
2016-06-04,0.21261
2016-06-05,0.19497
2016-06-06,0.22918
2016-06-07,1.30274
2016-06-08,1.08921
2016-06-09,1.01576
2016-06-10,0.92952
2016-06-11,0.1644
2016-06-12,0.17535
2016-06-13,0.85774
2016-06-14,0.77957
2016-06-15,0.85135
2016-06-16,0.8036
2016-06-17,0.79797
2016-06-18,0.14295
2016-06-19,0.11862
2016-06-20,0.869
2016-06-21,0.9023
2016-06-22,0.8144
2016-06-23,0.68984
2016-06-24,1.16358
2016-06-25,0.1571
2016-06-26,0.13657
2016-06-27,1.03233
2016-06-28,0.99218
2016-06-29,0.92572
2016-06-30,1.0556
2016-07-01,1.51398
2016-07-02,0.29245
2016-07-03,0.29382
2016-07-04,1.31292
2016-07-05,1.13347
2016-07-06,1.07628
2016-07-07,1.07157
2016-07-08,1.02229
2016-07-09,0.18584
2016-07-10,0.17535
2016-07-11,1.16905
2016-07-12,1.3952
2016-07-13,1.25468
2016-07-14,1.40402
2016-07-15,1.406
2016-07-16,0.25245
2016-07-17,0.22447
2016-07-18,1.23202
2016-07-19,1.15172
2016-07-20,1.54363
2016-07-21,1.86088
2016-07-22,1.41588
2016-07-23,0.26219
2016-07-24,0.24622
2016-07-25,1.31262
2016-07-26,1.30334
2016-07-27,1.26608
2016-07-28,1.30152
2016-07-29,1.23536
2016-07-30,0.21534
2016-07-31,0.19968
2016-08-01,1.18594
2016-08-02,1.07552
2016-08-03,1.04511
2016-08-04,1.01317
2016-08-05,0.99157
2016-08-06,0.17869
2016-08-07,0.15329
2016-08-08,1.01591
2016-08-09,1.11948
2016-08-10,1.09012
2016-08-11,0.99827
2016-08-12,0.9461
2016-08-13,0.16029
2016-08-14,0.13261
2016-08-15,0.15573
