period,ratio
2016-01-01,1.77832
2016-01-02,0.90984
2016-01-03,1.69561
2016-01-04,8.43672
2016-01-05,8.51943
2016-01-06,8.35401
2016-01-07,9.47063
2016-01-08,8.68486
2016-01-09,2.19189
2016-01-10,1.24069
2016-01-11,9.8842
2016-01-12,8.39536
2016-01-13,51.65425
2016-01-14,46.44334
2016-01-15,29.73531
2016-01-16,7.15467
2016-01-17,6.45161
2016-01-18,24.85525
2016-01-19,17.70057
2016-01-20,16.83209
2016-01-21,14.10256
2016-01-22,29.48717
2016-01-23,4.34243
2016-01-24,5.00413
2016-01-25,18.03143
2016-01-26,25.97187
2016-01-27,18.48635
2016-01-28,16.58395
2016-01-29,14.76426
2016-01-30,3.63937
2016-01-31,2.97766
2016-02-01,15.83953
2016-02-02,11.66253
2016-02-03,14.3507
2016-02-04,11.99338
2016-02-05,11.57981
2016-02-06,2.44003
2016-02-07,2.2746
2016-02-08,1.57154
2016-02-09,1.98511
2016-02-10,3.14309
2016-02-11,14.10256
2016-02-12,12.32423
2016-02-13,2.19189
2016-02-14,3.26716
2016-02-15,13.44086
2016-02-16,13.23407
2016-02-17,12.07609
2016-02-18,11.29032
2016-02-19,12.40694
2016-02-20,3.63937
2016-02-21,2.23325
2016-02-22,9.05707
2016-02-23,10.38047
2016-02-24,10.71133
2016-02-25,8.43672
2016-02-26,9.5947
2016-02-27,1.73697
2016-02-28,1.36476
2016-02-29,10.17369
2016-03-01,2.77088
2016-03-02,9.34656
2016-03-03,10.95947
2016-03-04,10.21505
2016-03-05,2.72952
2016-03-06,2.35732
2016-03-07,10.91811
2016-03-08,9.71877
2016-03-09,10.50454
2016-03-10,13.3995
2016-03-11,10.5459
2016-03-12,2.35732
2016-03-13,2.52274
2016-03-14,17.32837
2016-03-15,17.28701
2016-03-16,17.78329
2016-03-17,20.67824
2016-03-18,18.8172
2016-03-19,6.03804
2016-03-20,5.25227
2016-03-21,14.72291
2016-03-22,12.1588
2016-03-23,11.12489
2016-03-24,11.37303
2016-03-25,10.04962
2016-03-26,3.26716
2016-03-27,2.52274
2016-03-28,9.34656
2016-03-29,9.8842
2016-03-30,8.89164
2016-03-31,9.26385
2016-04-01,11.7866
2016-04-02,3.30851
2016-04-03,2.06782
2016-04-04,9.5947
2016-04-05,40.40529
2016-04-06,20.84367
2016-04-07,23.77998
2016-04-08,15.13647
2016-04-09,3.59801
2016-04-10,2.93631
2016-04-11,14.14392
2016-04-12,10.13234
2016-04-13,3.39123
2016-04-14,11.00082
2016-04-15,9.22249
2016-04-16,3.06038
2016-04-17,2.48138
2016-04-18,11.86931
2016-04-19,9.47063
2016-04-20,8.39536
2016-04-21,10.50454
2016-04-22,9.18114
2016-04-23,2.93631
2016-04-24,2.97766
2016-04-25,11.33167
2016-04-26,9.22249
2016-04-27,9.05707
2016-04-28,8.933
2016-04-29,8.80893
2016-04-30,2.2746
2016-05-01,2.93631
2016-05-02,9.01571
2016-05-03,9.22249
2016-05-04,7.9818
2016-05-05,2.60545
2016-05-06,2.31596
2016-05-07,1.98511
2016-05-08,2.81224
2016-05-09,9.01571
2016-05-10,9.63606
2016-05-11,9.42928
2016-05-12,9.80148
2016-05-13,7.94044
2016-05-14,1.94375
2016-05-15,2.06782
2016-05-16,8.89164
2016-05-17,9.5947
2016-05-18,8.10587
2016-05-19,8.80893
2016-05-20,7.40281
2016-05-21,2.19189
2016-05-22,1.73697
2016-05-23,10.5459
2016-05-24,9.01571
2016-05-25,9.34656
2016-05-26,11.12489
2016-05-27,9.84284
