period,ratio
2016-01-01,1.32258
2016-01-02,1.33788
2016-01-03,1.42458
2016-01-04,1.43478
2016-01-05,1.46198
2016-01-06,1.52658
2016-01-07,1.42798
2016-01-08,1.39568
2016-01-09,1.24949
2016-01-10,1.22399
2016-01-11,1.61328
2016-01-12,1.43648
2016-01-13,1.44668
2016-01-14,1.48918
2016-01-15,1.73908
2016-01-16,1.26818
2016-01-17,1.18149
2016-01-18,1.43478
2016-01-19,1.35658
2016-01-20,1.40248
2016-01-21,1.27328
2016-01-22,1.46878
2016-01-23,1.21719
2016-01-24,1.22399
2016-01-25,1.53848
2016-01-26,1.44498
2016-01-27,1.25458
2016-01-28,1.37358
2016-01-29,1.49598
2016-01-30,1.15259
2016-01-31,1.13389
2016-02-01,1.34638
2016-02-02,1.30558
2016-02-03,1.26478
2016-02-04,1.26138
2016-02-05,1.20529
2016-02-06,1.20019
2016-02-07,1.10669
2016-02-08,1.05569
2016-02-09,1.02339
2016-02-10,1.45348
2016-02-11,1.57078
2016-02-12,1.64048
2016-02-13,1.37868
2016-02-14,1.20359
2016-02-15,1.56398
2016-02-16,1.50448
2016-02-17,1.47728
2016-02-18,1.65748
2016-02-19,1.56908
2016-02-20,1.50618
2016-02-21,1.40078
2016-02-22,1.66938
2016-02-23,1.85298
2016-02-24,1.96008
2016-02-25,1.69658
2016-02-26,1.49428
2016-02-27,1.22909
2016-02-28,1.20019
2016-02-29,1.62688
2016-03-01,1.56568
2016-03-02,1.59798
2016-03-03,1.75948
2016-03-04,1.57928
2016-03-05,1.30558
2016-03-06,1.37188
2016-03-07,1.87338
2016-03-08,2.15388
2016-03-09,1.88188
2016-03-10,1.73738
2016-03-11,1.73908
2016-03-12,1.69488
2016-03-13,1.77818
2016-03-14,1.87848
2016-03-15,1.95158
2016-03-16,1.97368
2016-03-17,1.91418
2016-03-18,2.08418
2016-03-19,1.94988
2016-03-20,1.84788
2016-03-21,1.88188
2016-03-22,3.36597
2016-03-23,2.31028
2016-03-24,2.17428
2016-03-25,2.21338
2016-03-26,2.26608
2016-03-27,2.20148
2016-03-28,2.14708
2016-03-29,2.04168
2016-03-30,1.92608
2016-03-31,2.76927
2016-04-01,7.07874
2016-04-02,8.03073
2016-04-03,5.74425
2016-04-04,3.83176
2016-04-05,5.90745
2016-04-06,5.82245
2016-04-07,5.62185
2016-04-08,6.13015
2016-04-09,6.56024
2016-04-10,4.45226
2016-04-11,5.06085
2016-04-12,5.47735
2016-04-13,5.97545
2016-04-14,4.98436
2016-04-15,4.02386
2016-04-16,2.60607
2016-04-17,2.90357
2016-04-18,2.70637
2016-04-19,3.95416
2016-04-20,3.47477
2016-04-21,3.52747
2016-04-22,4.44886
2016-04-23,5.04385
2016-04-24,4.51006
2016-04-25,2.59247
2016-04-26,3.31327
2016-04-27,2.54997
2016-04-28,3.53427
2016-04-29,4.34346
2016-04-30,3.21127
2016-05-01,3.07527
2016-05-02,2.28308
2016-05-03,3.05827
2016-05-04,3.24527
2016-05-05,3.84536
2016-05-06,4.88406
2016-05-07,4.54576
2016-05-08,4.74806
2016-05-09,2.91037
2016-05-10,2.96477
2016-05-11,3.34557
2016-05-12,3.53087
2016-05-13,3.49177
2016-05-14,3.58017
2016-05-15,3.00047
2016-05-16,2.20998
2016-05-17,3.25377
