,period,price,volume,ratio
0,2016-01-01,6730.0,287033.0,4.0678
1,2016-01-02,6730.0,287033.0,4.19191
2,2016-01-03,6730.0,287033.0,4.0727
3,2016-01-04,6540.0,603554.0,6.80307
4,2016-01-05,6360.0,775763.0,6.6397699999999995
5,2016-01-06,6190.0,568467.0,7.62447
6,2016-01-07,6220.0,615632.0,6.9974
7,2016-01-08,6090.0,577696.0,6.75082
8,2016-01-09,6090.0,577696.0,4.04494
9,2016-01-10,6090.0,577696.0,4.2506900000000005
10,2016-01-11,6130.0,628297.0,6.93045
11,2016-01-12,6160.0,354804.0,6.31644
12,2016-01-13,6170.0,383493.0,6.41115
13,2016-01-14,6070.0,371718.0,5.9833099999999995
14,2016-01-15,6560.0,1349125.0,5.7922400000000005
15,2016-01-16,6560.0,1349125.0,3.45706
16,2016-01-17,6560.0,1349125.0,3.8881699999999997
17,2016-01-18,6750.0,1126977.0,6.647939999999999
18,2016-01-19,6710.0,598672.0,8.065380000000001
19,2016-01-20,6400.0,625927.0,8.2842
20,2016-01-21,6350.0,443945.0,7.601610000000001
21,2016-01-22,6390.0,425224.0,7.02843
22,2016-01-23,6390.0,425224.0,5.46401
23,2016-01-24,6390.0,425224.0,6.184159999999999
24,2016-01-25,6360.0,464476.0,8.37075
25,2016-01-26,6270.0,320468.0,6.73775
26,2016-01-27,6240.0,632383.0,6.27888
27,2016-01-28,6280.0,550861.0,6.43401
28,2016-01-29,6250.0,341084.0,6.18253
29,2016-01-30,6250.0,341084.0,3.46685
30,2016-01-31,6250.0,341084.0,3.82775
31,2016-02-01,6280.0,390898.0,5.67793
32,2016-02-02,6300.0,373321.0,5.46891
33,2016-02-03,6420.0,493509.0,5.25009
34,2016-02-04,6750.0,707565.0,5.5424
35,2016-02-05,6790.0,619888.0,4.79611
36,2016-02-06,6790.0,619888.0,2.7712
37,2016-02-07,6790.0,619888.0,2.45113
38,2016-02-08,6790.0,619888.0,2.31396
39,2016-02-09,6790.0,619888.0,2.81529
40,2016-02-10,6790.0,619888.0,3.22517
41,2016-02-11,6750.0,487297.0,6.06659
42,2016-02-12,6930.0,1155548.0,6.20213
43,2016-02-13,6930.0,1155548.0,2.77609
44,2016-02-14,6930.0,1155548.0,2.7663
45,2016-02-15,7030.0,985861.0,6.11068
46,2016-02-16,6990.0,514841.0,6.41605
47,2016-02-17,7240.0,841116.0,6.1907
48,2016-02-18,7250.0,567789.0,5.8347
49,2016-02-19,7300.0,509675.0,5.16844
50,2016-02-20,7300.0,509675.0,2.34008
51,2016-02-21,7300.0,509675.0,2.4299
52,2016-02-22,7460.0,891271.0,5.28601
53,2016-02-23,7440.0,672733.0,5.70896
54,2016-02-24,7510.0,398399.0,5.8836900000000005
55,2016-02-25,7520.0,495701.0,4.9381900000000005
56,2016-02-26,7680.0,606990.0,5.08516
57,2016-02-27,7680.0,606990.0,2.31069
58,2016-02-28,7680.0,606990.0,2.47072
59,2016-02-29,7810.0,789379.0,5.28765
60,2016-03-01,7810.0,789379.0,2.9279599999999997
61,2016-03-02,7930.0,600210.0,5.35297
62,2016-03-03,7970.0,767195.0,5.2419199999999995
63,2016-03-04,8030.0,766201.0,4.871230000000001
64,2016-03-05,8030.0,766201.0,2.3874400000000002
65,2016-03-06,8030.0,766201.0,2.44133
66,2016-03-07,8540.0,2161444.0,5.20273
67,2016-03-08,8700.0,1169809.0,4.99371
68,2016-03-09,8690.0,638362.0,5.11455
69,2016-03-10,8900.0,880597.0,5.1962
70,2016-03-11,8860.0,769118.0,5.18803
71,2016-03-12,8860.0,769118.0,2.27313
72,2016-03-13,8860.0,769118.0,2.46256
73,2016-03-14,8600.0,1632620.0,5.25989
74,2016-03-15,8900.0,1212674.0,5.0329
75,2016-03-16,8800.0,428607.0,4.93002
76,2016-03-17,9000.0,965633.0,5.73182
77,2016-03-18,8830.0,979000.0,5.321940000000001
78,2016-03-19,8830.0,979000.0,2.88877
79,2016-03-20,8830.0,979000.0,3.19904
80,2016-03-21,8810.0,688013.0,5.77428
81,2016-03-22,8810.0,508022.0,5.06719
82,2016-03-23,8840.0,517151.0,5.2109
83,2016-03-24,8790.0,366819.0,5.1913
84,2016-03-25,8800.0,319047.0,4.8794
85,2016-03-26,8800.0,319047.0,3.0978
86,2016-03-27,8800.0,319047.0,2.86101
87,2016-03-28,8520.0,1041717.0,5.24682
88,2016-03-29,8520.0,1075447.0,5.31541
89,2016-03-30,8380.0,1009010.0,5.04596
90,2016-03-31,8400.0,940541.0,5.30561
91,2016-04-01,8370.0,609695.0,4.74876
92,2016-04-02,8370.0,609695.0,2.4397
93,2016-04-03,8370.0,609695.0,2.7614
94,2016-04-04,8500.0,1056549.0,5.15537
95,2016-04-05,8400.0,421809.0,4.74549
96,2016-04-06,8280.0,426840.0,5.11292
97,2016-04-07,8320.0,634898.0,5.04433
98,2016-04-08,8260.0,507901.0,4.26702
99,2016-04-09,8260.0,507901.0,2.3890700000000002
100,2016-04-10,8260.0,507901.0,2.56054
101,2016-04-11,8300.0,377888.0,4.4042
102,2016-04-12,8300.0,363822.0,4.4286900000000005
103,2016-04-13,8300.0,363822.0,2.5131799999999997
104,2016-04-14,8570.0,1110165.0,5.82327
