period,price,volume,ratio
2017-07-18,2250.0,78655.0,0.16012
2017-07-19,2325.0,175693.0,0.18681
2017-08-09,2560.0,88530.0,0.2135
2017-08-10,2520.0,158850.0,0.29356
2017-08-11,2495.0,110433.0,0.69388
2017-08-14,2475.0,81998.0,2.10835
2017-08-16,2490.0,48133.0,1.5479
2017-08-17,2505.0,47569.0,1.01414
2017-08-18,2520.0,64473.0,0.98745
2017-08-21,2520.0,79277.0,1.41446
2017-08-22,2530.0,30870.0,0.77395
2017-08-23,2510.0,38130.0,1.57459
2017-08-24,2470.0,58304.0,1.57459
2017-08-25,2455.0,98219.0,1.30771
2017-08-28,2450.0,73263.0,1.92153
2017-08-29,2455.0,57515.0,2.2151
2017-08-30,2430.0,39877.0,2.0016
2017-08-31,2380.0,107045.0,1.46784
2017-09-01,2400.0,84615.0,1.70803
2017-09-04,2345.0,114272.0,1.5479
2017-09-05,2345.0,40065.0,4.72377
2017-09-06,2340.0,61491.0,3.44275
2017-09-07,2370.0,63669.0,3.2559299999999998
2017-09-08,2400.0,64068.0,2.61542
2017-09-11,2385.0,63281.0,2.85561
2017-09-12,2410.0,58487.0,3.36269
2017-09-13,2405.0,59552.0,7.73952
2017-09-14,2410.0,56480.0,5.84467
2017-09-15,2415.0,54384.0,4.510269999999999
2017-09-18,2385.0,21516.0,5.81798
2017-09-19,2390.0,16896.0,4.56365
2017-09-20,2350.0,59820.0,5.87136
2017-09-21,2325.0,36700.0,7.285819999999999
2017-09-22,2260.0,35660.0,5.63117
2017-09-25,2100.0,112196.0,5.65785
2017-09-26,2035.0,42741.0,6.698689999999999
2017-09-27,2060.0,28165.0,4.350140000000001
2017-09-28,2080.0,20169.0,4.350140000000001
2017-09-29,2125.0,22428.0,4.05657
2017-10-10,2110.0,23694.0,5.95142
2017-10-11,2130.0,19186.0,5.68454
2017-10-12,2100.0,38947.0,6.378430000000001
2017-10-13,2080.0,37689.0,5.20416
2017-10-16,2045.0,131808.0,6.64531
2017-10-17,2045.0,62357.0,5.17747
2017-10-18,2015.0,68518.0,7.44595
2017-10-19,2025.0,22434.0,6.698689999999999
2017-10-20,2020.0,36771.0,7.979710000000001
2017-10-23,2035.0,31456.0,6.93888
2017-10-24,2045.0,31996.0,7.0723199999999995
2017-10-25,2055.0,44913.0,6.19161
2017-10-26,2015.0,34063.0,6.591939999999999
2017-10-27,2070.0,73764.0,5.84467
2017-10-30,2100.0,36243.0,5.87136
2017-10-31,2105.0,28059.0,7.7929
2017-11-01,2090.0,21643.0,7.686139999999999
2017-11-02,2090.0,35387.0,6.298369999999999
2017-11-03,2095.0,19372.0,4.93728
2017-11-06,2075.0,29009.0,6.698689999999999
2017-11-07,2080.0,47894.0,6.8855
2017-11-08,2130.0,78191.0,5.5511
2017-11-09,2130.0,30484.0,4.8839
2017-11-10,2120.0,36884.0,5.15078
2017-11-13,2075.0,76726.0,6.51187
2017-11-14,2060.0,47845.0,10.86202
2017-11-15,2055.0,74412.0,9.74112
2017-11-16,2045.0,29111.0,8.96717
2017-11-17,2020.0,78099.0,8.19322
2017-11-20,2100.0,199925.0,13.1305
2017-11-21,2250.0,8703946.0,23.16519
2017-11-22,2165.0,1072915.0,12.81024
2017-11-23,2160.0,338330.0,11.208960000000001
2017-11-24,2170.0,230256.0,9.26074
2017-11-27,2150.0,129185.0,9.44755
2017-11-28,2085.0,242996.0,8.51347
2017-11-29,2115.0,110038.0,25.80731
2017-11-30,2070.0,93646.0,33.25326
2017-12-01,2070.0,64491.0,17.61409
2017-12-04,2085.0,62203.0,14.491589999999999
2017-12-05,2150.0,107567.0,12.57005
2017-12-06,2115.0,94254.0,14.651720000000001
2017-12-07,2055.0,70512.0,11.02215
2017-12-08,2040.0,71169.0,10.701889999999999
2017-12-11,2065.0,46989.0,9.63437
2017-12-12,2160.0,222166.0,10.35495
2017-12-13,2195.0,242129.0,12.43661
2017-12-14,2285.0,621269.0,12.4633
2017-12-15,2290.0,205392.0,10.621830000000001
2017-12-18,2220.0,344794.0,9.7945
2017-12-19,2285.0,819133.0,8.16653
2017-12-20,2255.0,144915.0,8.27328
2017-12-21,2070.0,323249.0,8.40672
2017-12-22,2090.0,81987.0,8.11315
2017-12-26,2100.0,77471.0,8.43341
2017-12-27,2035.0,275976.0,7.686139999999999
2017-12-28,2070.0,122141.0,9.82119
2018-01-02,2080.0,73845.0,14.891910000000001
2018-01-03,2180.0,224031.0,16.78676
2018-01-04,2220.0,115154.0,11.44915
2018-01-05,2200.0,85578.0,10.888710000000001
2018-01-08,2200.0,47356.0,13.504129999999998
2018-01-09,2220.0,74741.0,9.47424
2018-01-10,2255.0,134609.0,8.94048
2018-01-11,2220.0,73926.0,9.71443
2018-01-12,2220.0,51435.0,7.285819999999999
2018-01-15,2180.0,97809.0,9.314110000000001
2018-01-16,2160.0,61178.0,9.66106
2018-01-17,2150.0,69091.0,8.94048
2018-01-18,2180.0,82085.0,9.23405
2018-01-19,2180.0,65617.0,8.4601
2018-01-22,2175.0,61180.0,7.60608
2018-01-23,2225.0,101393.0,8.54016
2018-01-24,2260.0,106834.0,8.56685
2018-01-25,2290.0,99454.0,10.56845
2018-01-26,2480.0,5594352.0,9.47424
2018-01-29,2530.0,774885.0,10.08807
2018-01-30,2520.0,334582.0,8.24659
2018-01-31,2505.0,288317.0,21.457160000000002
2018-02-01,2540.0,180129.0,30.55777
2018-02-02,2485.0,146339.0,19.66906
2018-02-05,2420.0,134254.0,12.489989999999999
2018-02-06,2425.0,181606.0,14.35815
2018-02-07,2415.0,92541.0,14.27808
2018-02-08,2460.0,45223.0,15.398979999999998
2018-02-09,2425.0,61942.0,13.344000000000001
2018-02-12,2425.0,29526.0,13.5842
2018-02-13,2410.0,61590.0,14.785160000000001
2018-02-14,2360.0,120303.0,9.36749
2018-02-19,2400.0,141856.0,11.71603
2018-02-20,2385.0,70146.0,10.75527
2018-02-21,2500.0,317351.0,10.27488
2018-02-22,2460.0,78883.0,8.86042
2018-02-23,2520.0,91095.0,21.27034
2018-02-26,2535.0,190267.0,13.344000000000001
2018-02-27,2620.0,195543.0,11.3424
2018-02-28,2535.0,151608.0,12.6768
2018-03-02,2385.0,142268.0,10.14144
2018-03-05,2395.0,147889.0,7.84627
2018-03-06,2610.0,5610078.0,8.700289999999999
2018-03-07,2600.0,922400.0,9.04723
2018-03-08,2595.0,604458.0,8.38003
2018-03-09,2845.0,4831329.0,9.98131
2018-03-12,2820.0,4600755.0,11.02215
2018-03-13,2950.0,963763.0,12.73018
2018-03-14,2820.0,613403.0,12.03629
2018-03-15,2780.0,380248.0,10.30157
2018-03-16,2745.0,388120.0,11.1289
2018-03-19,2890.0,1089716.0,9.82119
2018-03-20,3000.0,1614540.0,10.995460000000001
2018-03-21,2920.0,2088951.0,9.84787
2018-03-22,2900.0,644487.0,13.23725
2018-03-23,2920.0,1668804.0,9.66106
2018-03-26,3005.0,750459.0,12.917
2018-03-27,2975.0,291705.0,11.82279
2018-03-28,3000.0,351471.0,12.14304
2018-03-29,2855.0,415488.0,10.11475
2018-03-30,2795.0,351182.0,11.02215
2018-04-02,2670.0,378214.0,11.07552
2018-04-03,2805.0,388451.0,10.595139999999999
2018-04-04,2675.0,271623.0,11.44915
2018-04-05,2715.0,224115.0,12.03629
2018-04-06,2750.0,92929.0,13.210560000000001
2018-04-09,2720.0,129556.0,9.554310000000001
2018-04-10,2795.0,263049.0,10.621830000000001
2018-04-11,2840.0,191624.0,11.55591
2018-04-12,2915.0,212022.0,10.24819
2018-04-13,2965.0,413446.0,16.59994
2018-04-16,2930.0,183055.0,10.86202
2018-04-17,2860.0,219753.0,11.42247
2018-04-18,2890.0,488437.0,13.637570000000002
2018-04-19,3020.0,1061863.0,10.43501
2018-04-20,3010.0,309516.0,8.48678
2018-04-23,2815.0,607114.0,9.98131
2018-04-24,2900.0,184862.0,9.39418
2018-04-25,2900.0,195915.0,10.22151
2018-04-26,2925.0,177507.0,10.32826
2018-04-27,2890.0,155923.0,8.40672
2018-04-30,3040.0,710871.0,10.86202
2018-05-02,3270.0,1595986.0,12.917
2018-05-03,3275.0,448862.0,13.47744
2018-05-04,3520.0,987563.0,7.41926
2018-05-08,3415.0,1003640.0,8.48678
2018-05-09,3600.0,779133.0,8.4601
2018-05-10,3530.0,384617.0,8.29997
2018-05-11,3520.0,290791.0,6.83213
2018-05-14,3595.0,307920.0,8.78035
2018-05-15,3400.0,624372.0,10.808639999999999
