period,price,volume,ratio
2016-01-04,28701.0,171387.0,12.40018
2016-01-05,28528.0,161975.0,12.14921
2016-01-06,31159.0,160457.0,11.88683
2016-01-07,31609.0,132995.0,11.60164
2016-01-08,34483.0,168356.0,11.81838
2016-01-11,38291.0,419664.0,11.55601
2016-01-12,27489.0,972040.0,12.40018
2016-01-13,26658.0,431112.0,12.53707
2016-01-14,23888.0,554640.0,12.673960000000001
2016-01-15,23888.0,359225.0,13.50673
2016-01-18,25066.0,193692.0,11.3963
2016-01-19,26554.0,276360.0,12.45722
2016-01-20,28043.0,354158.0,12.320319999999999
2016-01-21,27143.0,216732.0,12.65115
2016-01-22,27766.0,130821.0,11.715710000000001
2016-01-25,27870.0,77944.0,14.29386
2016-01-26,28008.0,80659.0,17.145789999999998
2016-01-27,27558.0,89132.0,13.7691
2016-01-28,27662.0,50974.0,12.18343
2016-01-29,26589.0,50396.0,10.16427
2016-02-01,26693.0,105451.0,13.426870000000001
2016-02-02,26450.0,45531.0,49.315529999999995
2016-02-03,25723.0,43866.0,26.45448
2016-02-04,26381.0,63887.0,13.38124
2016-02-05,26554.0,41417.0,12.54848
2016-02-11,25585.0,48681.0,12.422989999999999
2016-02-12,25135.0,85960.0,15.58293
2016-02-15,25377.0,37913.0,13.415460000000001
2016-02-16,26658.0,52734.0,13.74629
2016-02-17,26797.0,48881.0,13.55236
2016-02-18,26970.0,38934.0,13.198720000000002
2016-02-19,27454.0,49299.0,11.749939999999999
2016-02-22,30190.0,223662.0,10.68902
2016-02-23,30016.0,90990.0,10.18708
2016-02-24,30328.0,72331.0,10.55213
2016-02-25,30432.0,47809.0,12.05795
2016-02-26,30536.0,71235.0,11.79557
2016-02-29,30640.0,41886.0,10.44946
2016-03-02,30605.0,47730.0,11.20237
2016-03-03,30986.0,45764.0,11.40771
2016-03-04,31090.0,40417.0,14.0543
2016-03-07,31436.0,40214.0,12.09217
2016-03-08,31713.0,31405.0,12.95916
2016-03-09,32232.0,119769.0,11.52178
2016-03-10,32301.0,28327.0,11.60164
2016-03-11,32440.0,44000.0,9.87907
2016-03-14,32821.0,36843.0,11.87542
2016-03-15,32751.0,30554.0,10.52931
2016-03-16,34621.0,74643.0,11.17955
2016-03-17,34690.0,74942.0,10.9514
2016-03-18,35937.0,61956.0,9.50262
2016-03-21,35937.0,42582.0,10.2099
2016-03-22,35937.0,40234.0,10.073
2016-03-23,36075.0,67493.0,10.43805
2016-03-24,33755.0,102800.0,10.49509
2016-03-25,35521.0,91407.0,10.13004
2016-03-28,35452.0,36260.0,10.93999
2016-03-29,36698.0,96238.0,11.29363
2016-03-30,36906.0,30710.0,10.89436
2016-03-31,36906.0,44221.0,9.742180000000001
2016-04-01,38845.0,95574.0,9.09194
2016-04-04,39329.0,55232.0,9.59388
2016-04-05,39399.0,36630.0,10.75747
2016-04-06,40853.0,86599.0,9.9133
2016-04-07,42030.0,68041.0,10.76887
2016-04-08,42238.0,103048.0,8.909419999999999
2016-04-11,43069.0,79406.0,11.12251
2016-04-12,43830.0,44621.0,12.673960000000001
2016-04-14,45838.0,106391.0,12.30892
2016-04-15,49162.0,117498.0,10.82591
2016-04-18,49023.0,157323.0,10.46087
2016-04-19,49162.0,89568.0,10.51791
2016-04-20,49370.0,108531.0,50.57038
2016-04-21,49300.0,62552.0,29.785529999999998
2016-04-22,49785.0,77670.0,21.12708
2016-04-25,50754.0,58830.0,17.54506
2016-04-26,51031.0,56737.0,17.932920000000003
2016-04-27,51239.0,36722.0,17.23705
2016-04-28,55324.0,105933.0,15.5373
2016-04-29,57817.0,148525.0,13.68925
2016-05-02,57748.0,114505.0,20.97878
2016-05-03,59687.0,131592.0,21.7545
2016-05-04,59964.0,237321.0,16.49555
2016-05-09,59894.0,77692.0,17.693360000000002
2016-05-10,60310.0,102879.0,18.33219
2016-05-11,60310.0,51238.0,20.853289999999998
2016-05-12,60310.0,105972.0,17.89869
2016-05-13,66195.0,218311.0,21.93702
2016-05-16,66126.0,155321.0,33.85808
2016-05-17,69242.0,210627.0,36.9952
2016-05-18,69242.0,103965.0,40.88523
2016-05-19,69173.0,145121.0,27.28724
2016-05-20,71319.0,130266.0,22.47319
2016-05-23,74089.0,119064.0,21.172710000000002
2016-05-24,79282.0,182248.0,20.14601
2016-05-25,81359.0,241692.0,20.78485
2016-05-26,82398.0,137428.0,20.830479999999998
2016-05-27,86206.0,202650.0,23.60255
2016-05-30,68896.0,1307964.0,24.25279
2016-05-31,72358.0,446047.0,81.40543000000001
2016-06-01,76166.0,250044.0,64.31667
2016-06-02,83090.0,329235.0,100.0
2016-06-03,83090.0,403833.0,77.90326
2016-06-07,85168.0,194291.0,68.61738000000001
2016-06-08,86899.0,158254.0,58.36185
2016-06-09,88976.0,415936.0,53.73031999999999
2016-06-10,93477.0,231290.0,57.39219
2016-06-13,93130.0,133834.0,47.148070000000004
2016-06-14,94862.0,158017.0,42.65343
2016-06-15,94862.0,118155.0,44.01095
2016-06-16,87937.0,277661.0,40.269220000000004
2016-06-17,77551.0,284199.0,34.18891
2016-06-20,77205.0,166376.0,33.85808
2016-06-21,76166.0,167583.0,31.77047
2016-06-22,69588.0,299893.0,35.63769
2016-06-23,69588.0,265635.0,41.95756
2016-06-24,65711.0,308163.0,57.643159999999995
2016-06-27,66680.0,198768.0,38.39835
2016-06-28,70627.0,186537.0,33.96075
2016-06-29,71665.0,185151.0,32.71731
2016-06-30,69242.0,122592.0,31.861729999999998
2016-07-01,67026.0,144004.0,30.047909999999998
2016-07-04,66957.0,106384.0,30.36732
2016-07-05,67026.0,67956.0,26.796709999999997
2016-07-06,63703.0,127892.0,24.19575
2016-07-07,65364.0,94368.0,29.66005
2016-07-08,64187.0,77346.0,29.85398
2016-07-11,59548.0,237657.0,29.07825
2016-07-12,59894.0,292238.0,26.72826
2016-07-13,57332.0,138496.0,23.93337
2016-07-14,52278.0,335345.0,23.5341
2016-07-15,53801.0,277868.0,20.853289999999998
2016-07-18,52139.0,108512.0,23.02076
2016-07-19,48123.0,305602.0,22.096729999999997
2016-07-20,50339.0,188622.0,27.28724
2016-07-21,46669.0,257999.0,22.826829999999998
2016-07-22,47569.0,260005.0,20.35135
2016-07-25,47985.0,101213.0,22.02829
2016-07-26,48885.0,172281.0,21.00159
2016-07-27,48885.0,105380.0,20.06616
2016-07-28,49716.0,89928.0,20.19164
2016-07-29,49508.0,61002.0,18.45767
2016-08-01,46323.0,142376.0,20.16883
2016-08-02,46669.0,114386.0,24.84599
2016-08-03,49093.0,135283.0,26.60278
2016-08-04,47292.0,121014.0,29.10107
2016-08-05,47777.0,58659.0,25.80424
2016-08-08,47292.0,44308.0,23.773670000000003
2016-08-09,47777.0,58106.0,21.4579
2016-08-10,49093.0,100028.0,21.82295
2016-08-11,50131.0,158957.0,19.18777
2016-08-12,49647.0,81969.0,21.25256
2016-08-16,51101.0,107505.0,20.4198
2016-08-17,55601.0,388549.0,18.28656
2016-08-18,57055.0,347793.0,20.020529999999997
2016-08-19,58233.0,137710.0,18.53753
2016-08-22,58925.0,112374.0,19.86082
2016-08-23,61764.0,201132.0,19.8266
2016-08-24,62318.0,161612.0,19.25621
2016-08-25,63841.0,128316.0,19.78097
2016-08-26,64949.0,122146.0,17.62491
2016-08-29,64880.0,148473.0,21.09285
2016-08-30,65780.0,121311.0,18.12685
2016-08-31,65988.0,150845.0,19.33607
2016-09-01,65988.0,68512.0,19.26762
2016-09-02,66195.0,80241.0,18.0584
2016-09-05,66126.0,65651.0,16.541179999999997
2016-09-06,66126.0,81744.0,18.469079999999998
2016-09-07,65364.0,171555.0,17.15719
2016-09-08,63287.0,137459.0,16.90622
2016-09-09,57471.0,268370.0,14.88706
2016-09-12,58371.0,148903.0,14.442160000000001
2016-09-13,60517.0,180605.0,12.845080000000001
2016-09-19,65503.0,141589.0,17.68195
2016-09-20,65434.0,85152.0,23.30595
2016-09-21,65711.0,47998.0,22.74697
2016-09-22,65641.0,39228.0,19.221989999999998
2016-09-23,68965.0,119726.0,17.693360000000002
2016-09-26,70281.0,157249.0,15.274920000000002
2016-09-27,70281.0,95335.0,15.274920000000002
2016-09-28,71665.0,77065.0,14.464970000000001
2016-09-29,71319.0,52070.0,14.54483
2016-09-30,72358.0,159043.0,14.27104
2016-10-04,71319.0,148129.0,15.58293
2016-10-05,70627.0,80601.0,14.556239999999999
2016-10-06,69242.0,81922.0,13.55236
2016-10-07,63426.0,159221.0,15.30914
2016-10-10,67026.0,78718.0,13.83755
2016-10-11,67303.0,39861.0,15.02395
2016-10-12,69034.0,62511.0,14.52201
2016-10-13,68896.0,30958.0,14.37371
2016-10-14,68896.0,28915.0,12.08076
2016-10-17,64880.0,80137.0,13.575170000000002
2016-10-18,65434.0,40014.0,13.24435
2016-10-19,61141.0,71634.0,12.99338
2016-10-20,50616.0,672388.0,12.18343
2016-10-21,50616.0,253301.0,12.66255
2016-10-24,48469.0,219575.0,12.45722
2016-10-25,48539.0,150226.0,13.26716
2016-10-26,49231.0,97942.0,12.000910000000001
2016-10-27,49231.0,60259.0,12.36595
2016-10-28,49231.0,63525.0,11.635860000000001
2016-10-31,46877.0,68616.0,15.56011
2016-11-01,49023.0,85238.0,12.480030000000001
2016-11-02,47500.0,68720.0,13.48391
2016-11-03,46946.0,45727.0,13.92881
2016-11-04,43069.0,182391.0,11.35067
2016-11-07,43345.0,82095.0,14.13415
2016-11-08,43345.0,67820.0,12.126389999999999
2016-11-09,38429.0,297490.0,15.65138
2016-11-10,43138.0,353032.0,15.18366
2016-11-11,42999.0,111216.0,13.00479
2016-11-14,42999.0,64559.0,13.894589999999999
2016-11-15,39606.0,217434.0,12.65115
2016-11-16,39814.0,103971.0,12.77663
2016-11-17,40091.0,55383.0,11.441930000000001
2016-11-18,39191.0,152757.0,10.51791
2016-11-21,37391.0,83826.0,10.87154
2016-11-22,37668.0,86588.0,10.32397
2016-11-23,38291.0,109317.0,10.27834
2016-11-24,37252.0,69361.0,10.3582
2016-11-25,37252.0,67332.0,9.28587
2016-11-28,37668.0,57911.0,9.98174
2016-11-29,38637.0,73296.0,9.43417
2016-11-30,39399.0,68893.0,8.97786
2016-12-01,39468.0,69950.0,9.24024
2016-12-02,40160.0,89505.0,8.62422
2016-12-05,44661.0,324066.0,9.559660000000001
2016-12-06,49647.0,423892.0,8.69267
2016-12-07,51239.0,248505.0,9.66233
2016-12-08,52347.0,149257.0,9.582469999999999
2016-12-09,56709.0,411391.0,9.73077
2016-12-12,57956.0,198022.0,10.346789999999999
2016-12-13,60864.0,169601.0,9.9247
2016-12-14,60656.0,114102.0,9.639510000000001
2016-12-15,62595.0,137492.0,12.731
2016-12-16,60933.0,96645.0,12.411589999999999
2016-12-19,53593.0,442086.0,11.30504
2016-12-20,53870.0,184738.0,12.103580000000001
2016-12-21,54286.0,87121.0,10.49509
2016-12-22,51655.0,110102.0,9.41136
2016-12-23,53316.0,189395.0,8.76112
2016-12-26,51585.0,121904.0,9.365730000000001
2016-12-27,51931.0,122052.0,11.19096
2016-12-28,54493.0,99034.0,10.15286
2016-12-29,55878.0,130112.0,9.742180000000001
2017-01-02,56017.0,54469.0,10.10723
2017-01-03,56778.0,75982.0,16.46132
2017-01-04,57194.0,62705.0,14.476379999999999
2017-01-05,57194.0,37806.0,13.55236
2017-01-06,57748.0,44217.0,11.73853
2017-01-09,58717.0,55295.0,11.32785
2017-01-10,60656.0,70624.0,14.191189999999999
2017-01-11,60656.0,99990.0,13.24435
2017-01-12,59548.0,111058.0,14.693129999999998
2017-01-13,60241.0,73886.0,12.21765
2017-01-16,61071.0,66787.0,12.89071
2017-01-17,61764.0,72684.0,13.18731
2017-01-18,62179.0,47313.0,12.18343
2017-01-19,62526.0,57714.0,12.103580000000001
2017-01-20,62110.0,27669.0,11.21378
2017-01-23,62456.0,56593.0,11.43052
2017-01-24,62041.0,32243.0,10.9514
2017-01-25,56778.0,124289.0,10.050189999999999
2017-01-26,51378.0,191682.0,9.1832
2017-01-31,41545.0,861410.0,9.82203
2017-02-01,42930.0,495916.0,11.41911
2017-02-02,41684.0,252974.0,11.36208
2017-02-03,41684.0,172542.0,10.32397
2017-02-06,41753.0,88009.0,11.088289999999999
2017-02-07,43138.0,159426.0,11.647269999999999
2017-02-08,44038.0,292306.0,11.62445
2017-02-09,47915.0,267696.0,15.18366
2017-02-10,51862.0,394746.0,13.951629999999998
2017-02-13,47292.0,545081.0,13.164489999999999
2017-02-14,49577.0,239066.0,12.46862
2017-02-15,49785.0,143695.0,12.09217
2017-02-16,49785.0,74688.0,11.93246
2017-02-17,50408.0,213113.0,11.52178
2017-02-20,49508.0,58492.0,13.23294
2017-02-21,48192.0,144312.0,20.32854
2017-02-22,47569.0,109033.0,17.47661
2017-02-23,46738.0,84207.0,16.06205
2017-02-24,47223.0,96922.0,13.107460000000001
2017-02-27,48677.0,84620.0,13.495320000000001
2017-02-28,47985.0,54481.0,13.0276
2017-03-02,46808.0,57773.0,12.36595
2017-03-03,48400.0,73946.0,11.28222
2017-03-06,48469.0,67747.0,11.04266
2017-03-07,48262.0,30123.0,12.06935
2017-03-08,48608.0,50121.0,12.16062
2017-03-09,48608.0,139233.0,16.60962
2017-03-10,49439.0,141864.0,12.57129
2017-03-13,49647.0,184186.0,13.24435
2017-03-14,47292.0,126502.0,13.86036
2017-03-15,47638.0,368185.0,21.37805
2017-03-16,47846.0,45333.0,17.27127
2017-03-17,47431.0,43915.0,15.879529999999999
2017-03-20,45977.0,38307.0,15.21788
2017-03-21,44176.0,86241.0,15.845310000000001
2017-03-22,45423.0,98629.0,13.0276
2017-03-23,44315.0,40403.0,14.236820000000002
2017-03-24,44176.0,45493.0,13.98585
2017-03-27,45354.0,47556.0,12.33173
2017-03-28,45215.0,21705.0,13.56376
2017-03-29,44869.0,34807.0,13.21013
2017-03-30,44800.0,48973.0,12.71959
2017-03-31,44938.0,30262.0,12.19484
2017-04-03,47569.0,100507.0,14.17978
2017-04-04,47708.0,56287.0,12.52566
2017-04-05,47985.0,55463.0,12.35455
2017-04-06,47085.0,41072.0,12.57129
2017-04-07,47777.0,24485.0,12.21765
2017-04-10,45838.0,42578.0,11.49897
2017-04-11,46254.0,24311.0,11.6929
2017-04-12,46461.0,26690.0,11.65868
2017-04-13,47708.0,70939.0,11.62445
2017-04-14,47362.0,31164.0,10.63198
2017-04-17,47569.0,25564.0,12.18343
2017-04-18,46461.0,43410.0,11.57882
2017-04-19,46392.0,81406.0,11.82979
2017-04-20,45700.0,64205.0,12.26328
2017-04-21,45700.0,87767.0,11.40771
2017-04-24,44592.0,45924.0,10.51791
2017-04-25,44800.0,64674.0,10.974210000000001
2017-04-26,45146.0,59473.0,12.685369999999999
2017-04-27,45146.0,44121.0,10.84873
2017-04-28,47638.0,283584.0,10.39242
2017-05-02,47985.0,134201.0,9.97033
2017-05-04,47846.0,79247.0,11.23659
2017-05-08,48192.0,146383.0,12.75382
2017-05-10,48608.0,129813.0,12.5827
2017-05-11,51585.0,588016.0,11.96668
2017-05-12,51378.0,146670.0,10.346789999999999
2017-05-15,53732.0,207705.0,11.647269999999999
2017-05-16,53732.0,105285.0,17.73899
2017-05-17,56294.0,194756.0,14.71594
2017-05-18,56501.0,135191.0,11.94387
2017-05-19,56501.0,195781.0,11.01984
2017-05-22,55948.0,148911.0,13.369829999999999
2017-05-23,55394.0,129652.0,14.841429999999999
2017-05-24,49923.0,597580.0,12.05795
2017-05-25,46669.0,428118.0,12.86789
2017-05-26,48539.0,381123.0,12.51425
2017-05-29,47500.0,367663.0,12.25188
2017-05-30,47500.0,0.0,15.856710000000001
2017-05-31,47500.0,0.0,15.0924
2017-06-01,47500.0,0.0,25.64453
2017-06-02,47500.0,0.0,15.25211
2017-06-05,47500.0,0.0,12.33173
2017-06-07,47500.0,0.0,12.86789
2017-06-08,47500.0,0.0,12.20625
2017-06-09,47500.0,0.0,11.78416
2017-06-12,47500.0,0.0,14.818610000000001
2017-06-13,47500.0,0.0,17.19142
2017-06-14,47500.0,0.0,16.986079999999998
2017-06-15,47500.0,0.0,14.17978
2017-06-16,47500.0,0.0,15.206470000000001
2017-06-19,47500.0,0.0,20.602320000000002
2017-06-20,47500.0,0.0,15.44604
2017-06-21,47500.0,0.0,13.72347
2017-06-22,47500.0,0.0,13.449689999999999
2017-06-23,47500.0,0.0,12.71959
2017-06-26,47500.0,0.0,14.4992
2017-06-27,47500.0,0.0,12.45722
2017-06-28,47500.0,0.0,10.87154
2017-06-29,47500.0,0.0,11.77275
2017-06-30,47500.0,0.0,10.26694
2017-07-03,47500.0,0.0,10.31257
2017-07-04,47500.0,0.0,9.947519999999999
2017-07-05,47500.0,0.0,11.749939999999999
2017-07-06,47500.0,0.0,10.02737
2017-07-07,47500.0,0.0,11.61305
2017-07-10,47500.0,0.0,10.6548
2017-07-11,47500.0,0.0,10.88295
2017-07-12,47500.0,0.0,10.11864
2017-07-13,47500.0,0.0,11.97809
2017-07-14,47500.0,0.0,11.29363
2017-07-17,61700.0,450826.0,12.95916
2017-07-18,61800.0,925224.0,16.084870000000002
2017-07-19,63500.0,300169.0,14.13415
2017-07-20,60400.0,139567.0,14.28245
2017-07-21,59700.0,88140.0,11.248
2017-07-24,59100.0,65143.0,11.88683
2017-07-25,60000.0,129818.0,10.25553
2017-07-26,58200.0,72806.0,10.974210000000001
2017-07-27,54400.0,131873.0,10.58635
2017-07-28,50800.0,90952.0,9.742180000000001
2017-07-31,48850.0,71017.0,10.677610000000001
2017-08-01,48200.0,49236.0,9.9133
2017-08-02,47900.0,36813.0,10.28975
2017-08-03,46250.0,51448.0,10.24412
2017-08-04,44550.0,52004.0,9.45699
2017-08-07,44850.0,36450.0,23.408620000000003
2017-08-08,44800.0,20130.0,17.23705
2017-08-09,44150.0,27079.0,12.845080000000001
2017-08-10,44450.0,23120.0,11.62445
2017-08-11,43250.0,41581.0,9.97033
2017-08-14,42600.0,18789.0,12.04654
2017-08-16,40000.0,62232.0,11.93246
2017-08-17,39800.0,70198.0,12.09217
2017-08-18,38850.0,55061.0,11.076880000000001
2017-08-21,38850.0,37165.0,11.8412
2017-08-22,40100.0,70935.0,10.83732
2017-08-23,39600.0,31312.0,13.58658
2017-08-24,39650.0,18508.0,13.74629
2017-08-25,39950.0,16129.0,11.68149
2017-08-28,41200.0,33708.0,11.65868
2017-08-29,40400.0,31442.0,11.88683
2017-08-30,39800.0,21198.0,11.88683
2017-08-31,40050.0,11999.0,13.404060000000001
2017-09-01,40550.0,20217.0,11.384889999999999
2017-09-04,39250.0,40270.0,11.3963
2017-09-05,38500.0,32302.0,10.609169999999999
2017-09-06,37650.0,38746.0,10.93999
2017-09-07,37400.0,34240.0,10.985619999999999
2017-09-08,36350.0,25932.0,10.54072
2017-09-11,38050.0,54143.0,12.03513
2017-09-12,38250.0,24905.0,13.153089999999999
2017-09-13,37000.0,24895.0,16.23317
2017-09-14,37300.0,88988.0,14.0543
2017-09-15,37000.0,24027.0,11.59023
2017-09-18,36500.0,19003.0,13.09605
2017-09-19,36400.0,27284.0,12.99338
2017-09-20,36600.0,19263.0,11.00844
2017-09-21,33350.0,44313.0,10.73465
2017-09-22,31700.0,39517.0,15.28633
2017-09-25,30550.0,38345.0,10.88295
2017-09-26,30450.0,12863.0,11.36208
2017-09-27,33850.0,162240.0,10.56354
2017-09-28,32550.0,33741.0,9.99315
2017-09-29,32400.0,16036.0,8.49874
2017-10-10,31900.0,15278.0,9.41136
2017-10-11,32200.0,8358.0,10.46087
2017-10-12,32300.0,14002.0,11.13392
2017-10-13,31750.0,10515.0,9.73077
2017-10-16,31550.0,11056.0,9.85626
2017-10-17,41000.0,315526.0,9.1718
2017-10-18,43150.0,1121732.0,9.24024
2017-10-19,40350.0,208288.0,9.71937
2017-10-20,38650.0,107154.0,10.01597
2017-10-23,38750.0,90434.0,10.28975
2017-10-24,38700.0,45071.0,9.79922
2017-10-25,39350.0,148964.0,9.000680000000001
2017-10-26,38200.0,35175.0,9.012089999999999
2017-10-27,39300.0,28107.0,9.59388
2017-10-30,40050.0,75635.0,9.0349
2017-10-31,40000.0,34556.0,9.79922
2017-11-01,39500.0,35878.0,9.9247
2017-11-02,38850.0,24693.0,10.8031
2017-11-03,40000.0,25673.0,9.95893
2017-11-06,40600.0,43657.0,9.85626
2017-11-07,44150.0,161672.0,10.620569999999999
2017-11-08,43600.0,72301.0,11.12251
2017-11-09,44350.0,110110.0,10.92858
2017-11-10,46000.0,441085.0,11.339260000000001
2017-11-13,47150.0,97624.0,11.13392
2017-11-14,46800.0,55866.0,12.33173
2017-11-15,43800.0,79932.0,10.83732
