,period,price,volume,ratio
0,2016-09-22,6350.0,3346717.0,0.15345999999999999
1,2016-09-23,6590.0,1203796.0,0.12443
2,2016-09-24,6590.0,1203796.0,0.05806
3,2016-09-25,6590.0,1203796.0,0.020730000000000002
4,2016-09-26,6970.0,1087013.0,0.12028
5,2016-09-27,6890.0,449980.0,0.14517
6,2016-09-28,6660.0,354530.0,0.12443
7,2016-09-29,6890.0,183261.0,0.12028
8,2016-09-30,6750.0,90210.0,0.05806
9,2016-10-01,6750.0,90210.0,0.05806
10,2016-10-02,6750.0,90210.0,0.05806
11,2016-10-03,6750.0,90210.0,0.07051
12,2016-10-04,6710.0,122618.0,0.09954
13,2016-10-05,6600.0,90513.0,0.1742
14,2016-10-06,6500.0,110384.0,0.09125
15,2016-10-07,6440.0,90763.0,0.10784
16,2016-10-08,6440.0,90763.0,0.04562
17,2016-10-09,6440.0,90763.0,0.06221
18,2016-10-10,6560.0,67692.0,0.0954
19,2016-10-11,6790.0,129120.0,0.11199
20,2016-10-12,6610.0,61713.0,0.0788
21,2016-10-13,6610.0,56688.0,0.10369
22,2016-10-14,6680.0,66161.0,0.11199
23,2016-10-15,6680.0,66161.0,0.07051
24,2016-10-16,6680.0,66161.0,0.07466
25,2016-10-17,6620.0,56815.0,0.12028
26,2016-10-18,6590.0,30485.0,0.12443
27,2016-10-19,6530.0,114221.0,0.12443
28,2016-10-20,6470.0,73358.0,0.09954
29,2016-10-21,6480.0,64026.0,0.13273
30,2016-10-22,6480.0,64026.0,0.05806
31,2016-10-23,6480.0,64026.0,0.04147
32,2016-10-24,6440.0,38161.0,0.09125
33,2016-10-25,6460.0,28630.0,0.09954
34,2016-10-26,5980.0,292849.0,0.09125
35,2016-10-27,5540.0,482600.0,0.13273
36,2016-10-28,5380.0,240258.0,0.0954
37,2016-10-29,5380.0,240258.0,0.05806
38,2016-10-31,5210.0,107814.0,0.13687
39,2016-11-01,5320.0,132610.0,0.11199
40,2016-11-02,5100.0,231582.0,0.0871
41,2016-11-03,5130.0,101521.0,0.11199
42,2016-11-04,5160.0,62842.0,0.12443
43,2016-11-05,5160.0,62842.0,0.05806
44,2016-11-06,5160.0,62842.0,0.09125
45,2016-11-07,5450.0,219966.0,0.17835
46,2016-11-08,5370.0,64517.0,0.18665
47,2016-11-09,5180.0,123800.0,0.14932
48,2016-11-10,5350.0,95925.0,0.15345999999999999
49,2016-11-11,5570.0,88805.0,0.08295
50,2016-11-12,5570.0,88805.0,0.0871
51,2016-11-13,5570.0,88805.0,0.06636
52,2016-11-14,5850.0,111073.0,0.20324
53,2016-11-15,5770.0,34204.0,0.33597
54,2016-11-16,5900.0,106214.0,0.51847
55,2016-11-17,5980.0,65209.0,0.30693000000000004
