,period,price,volume,ratio
0,2016-01-01,68500.0,8653.0,11.5085
1,2016-01-02,68500.0,8653.0,10.06199
2,2016-01-03,68500.0,8653.0,8.583689999999999
3,2016-01-04,66600.0,17521.0,40.99507
4,2016-01-05,66500.0,21049.0,40.43872
5,2016-01-06,67500.0,14489.0,64.34589
6,2016-01-07,69100.0,28734.0,50.02384
7,2016-01-08,69700.0,23051.0,42.04419
8,2016-01-09,69700.0,23051.0,10.61834
9,2016-01-10,69700.0,23051.0,12.20791
10,2016-01-11,69200.0,17462.0,40.91559
11,2016-01-12,69200.0,7872.0,39.70751
12,2016-01-13,70000.0,16136.0,40.47051
13,2016-01-14,68700.0,13998.0,38.69019
14,2016-01-15,69900.0,13643.0,43.36353
15,2016-01-16,69900.0,13643.0,12.716569999999999
16,2016-01-17,69900.0,13643.0,11.41312
17,2016-01-18,70800.0,19293.0,52.13797
18,2016-01-19,71000.0,10430.0,51.85185
19,2016-01-20,71300.0,30040.0,83.56381999999999
20,2016-01-21,71800.0,20082.0,62.50198
21,2016-01-22,70100.0,24575.0,47.242090000000005
22,2016-01-23,70100.0,24575.0,12.20791
23,2016-01-24,70100.0,24575.0,12.319180000000001
24,2016-01-25,68100.0,34647.0,67.55682
25,2016-01-26,69100.0,30110.0,55.078680000000006
26,2016-01-27,69300.0,14533.0,48.37068
27,2016-01-28,69700.0,16568.0,45.668409999999994
28,2016-01-29,71400.0,23024.0,39.914159999999995
29,2016-01-30,71400.0,23024.0,11.42902
30,2016-01-31,71400.0,23024.0,11.25417
31,2016-02-01,71100.0,12896.0,47.893809999999995
32,2016-02-02,72500.0,22921.0,41.78985
33,2016-02-03,72900.0,15046.0,41.408359999999995
34,2016-02-04,73600.0,21075.0,44.206
35,2016-02-05,73400.0,10646.0,38.6266
36,2016-02-06,73400.0,10646.0,12.79605
37,2016-02-07,73400.0,10646.0,13.3524
38,2016-02-08,73400.0,10646.0,16.18184
39,2016-02-09,73400.0,10646.0,15.100929999999998
40,2016-02-10,73400.0,10646.0,15.9593
41,2016-02-11,73300.0,22767.0,48.38658
42,2016-02-12,70700.0,42315.0,58.623430000000006
43,2016-02-13,70700.0,42315.0,15.32347
44,2016-02-14,70700.0,42315.0,12.81195
45,2016-02-15,71900.0,14376.0,45.3505
46,2016-02-16,72500.0,8337.0,40.31155
47,2016-02-17,71000.0,22661.0,36.70322
48,2016-02-18,71400.0,14916.0,38.594809999999995
49,2016-02-19,70900.0,14968.0,37.83182
50,2016-02-20,70900.0,14968.0,11.42902
51,2016-02-21,70900.0,14968.0,9.75997
52,2016-02-22,69900.0,175293.0,36.4012
53,2016-02-23,70000.0,35171.0,33.31743
54,2016-02-24,69900.0,15731.0,36.14687
55,2016-02-25,69800.0,22185.0,37.593379999999996
56,2016-02-26,69600.0,18212.0,31.727859999999996
57,2016-02-27,69600.0,18212.0,10.04609
58,2016-02-28,69600.0,18212.0,9.346680000000001
59,2016-02-29,69800.0,22606.0,48.084559999999996
60,2016-03-01,69800.0,22606.0,24.17739
61,2016-03-02,69600.0,34034.0,100.0
62,2016-03-03,67800.0,78596.0,75.96566
63,2016-03-04,65900.0,85858.0,56.09601
64,2016-03-05,65900.0,85858.0,14.02002
65,2016-03-06,65900.0,85858.0,12.87553
66,2016-03-07,66000.0,104720.0,56.33444
67,2016-03-08,65900.0,70241.0,51.72468
68,2016-03-09,66700.0,78456.0,44.11063
69,2016-03-10,66800.0,61442.0,48.48195
70,2016-03-11,66900.0,55718.0,47.76665
71,2016-03-12,66900.0,55718.0,11.77873
72,2016-03-13,66900.0,55718.0,10.7455
73,2016-03-14,66700.0,61612.0,50.80273
74,2016-03-15,69700.0,97596.0,50.35765
75,2016-03-16,70400.0,45391.0,74.04228
76,2016-03-17,70800.0,52738.0,65.98315
77,2016-03-18,70700.0,25439.0,60.30837
78,2016-03-19,70700.0,25439.0,14.0995
79,2016-03-20,70700.0,25439.0,13.702110000000001
80,2016-03-21,70700.0,28814.0,51.62931
81,2016-03-22,71600.0,48221.0,45.747890000000005
82,2016-03-23,72400.0,31866.0,44.25369
83,2016-03-24,71300.0,32608.0,38.51533
84,2016-03-25,72100.0,30608.0,36.70322
85,2016-03-26,72100.0,30608.0,11.079310000000001
86,2016-03-27,72100.0,30608.0,8.36115
87,2016-03-28,70000.0,45775.0,42.77539
88,2016-03-29,70400.0,32018.0,44.04705
89,2016-03-30,70100.0,28606.0,42.807179999999995
90,2016-03-31,69400.0,39085.0,39.99364
91,2016-04-01,69900.0,28692.0,34.1758
92,2016-04-02,69900.0,28692.0,10.3958
93,2016-04-03,69900.0,28692.0,10.95215
94,2016-04-04,69500.0,21462.0,39.10348
95,2016-04-05,70300.0,25768.0,34.25528
96,2016-04-06,69500.0,20349.0,33.23795
97,2016-04-07,69000.0,17711.0,43.37943
98,2016-04-08,68400.0,24562.0,44.09473
99,2016-04-09,68400.0,24562.0,12.955010000000001
100,2016-04-10,68400.0,24562.0,11.079310000000001
101,2016-04-11,67800.0,27766.0,40.10491
102,2016-04-12,67900.0,25466.0,37.879509999999996
103,2016-04-13,67900.0,25466.0,12.90732
