period,동화약품
2018-12-25,4.9703599999999994
2018-12-26,17.75323
2018-12-27,14.61476
2018-12-28,13.88739
2018-12-29,3.5560300000000002
2018-12-30,3.1654
2018-12-31,5.41487
2019-01-01,3.5829699999999995
2019-01-02,15.77316
2019-01-03,15.82704
2019-01-04,16.24461
2019-01-05,4.52586
2019-01-06,4.12176
2019-01-07,17.17403
2019-01-08,14.78987
2019-01-09,18.6153
2019-01-10,15.907860000000001
2019-01-11,14.1029
2019-01-12,4.21605
2019-01-13,3.97359
2019-01-14,13.968210000000001
2019-01-15,14.58782
2019-01-16,15.73275
2019-01-17,15.180489999999999
2019-01-18,14.07596
2019-01-19,4.51239
2019-01-20,4.2834
2019-01-21,14.27801
2019-01-22,16.36584
2019-01-23,15.51724
2019-01-24,17.066270000000003
2019-01-25,16.43318
2019-01-26,4.32381
2019-01-27,4.40463
2019-01-28,16.40625
2019-01-29,14.655170000000002
2019-01-30,15.03232
2019-01-31,15.503770000000001
2019-02-01,13.186960000000001
2019-02-02,4.70096
2019-02-03,3.50215
2019-02-04,3.20581
2019-02-05,3.50215
2019-02-06,3.66379
2019-02-07,16.10991
2019-02-08,22.48114
2019-02-09,6.22306
2019-02-10,4.92995
2019-02-11,19.625529999999998
2019-02-12,18.33243
2019-02-13,16.621760000000002
2019-02-14,19.0598
2019-02-15,15.92133
2019-02-16,5.02424
2019-02-17,4.9973
2019-02-18,18.22467
2019-02-19,17.95528
2019-02-20,15.853979999999998
2019-02-21,15.51724
2019-02-22,16.43318
2019-02-23,5.56303
2019-02-24,4.90301
2019-02-25,16.796870000000002
2019-02-26,17.887929999999997
2019-02-27,18.063029999999998
2019-02-28,17.96875
2019-03-01,27.03394
2019-03-02,44.10021
2019-03-03,19.12715
2019-03-04,24.67672
2019-03-05,26.966590000000004
2019-03-06,24.717129999999997
2019-03-07,20.25862
2019-03-08,15.409479999999999
2019-03-09,5.81896
2019-03-10,6.4385699999999995
2019-03-11,18.97898
2019-03-12,18.41325
2019-03-13,18.29202
2019-03-14,16.89116
2019-03-15,16.7834
2019-03-16,5.77855
2019-03-17,5.0511800000000004
2019-03-18,18.29202
2019-03-19,18.00915
2019-03-20,17.91487
2019-03-21,21.012929999999997
2019-03-22,17.7667
2019-03-23,5.0511800000000004
2019-03-24,4.8626
2019-03-25,26.912709999999997
2019-03-26,20.13739
2019-03-27,17.33566
2019-03-28,18.817339999999998
2019-03-29,17.21443
2019-03-30,6.411630000000001
2019-03-31,5.18588
2019-04-01,18.04956
2019-04-02,17.99568
2019-04-03,20.3125
2019-04-04,16.621760000000002
2019-04-05,16.43318
2019-04-06,5.50915
2019-04-07,7.960660000000001
2019-04-08,19.16756
2019-04-09,19.019389999999998
2019-04-10,19.12715
2019-04-11,18.30549
2019-04-12,16.904629999999997
2019-04-13,5.44181
2019-04-14,5.49568
2019-04-15,16.68911
2019-04-16,17.38954
2019-04-17,16.48706
2019-04-18,16.86422
2019-04-19,14.2376
2019-04-20,4.337280000000001
2019-04-21,4.43157
2019-04-22,17.1875
2019-04-23,18.184260000000002
2019-04-24,17.29525
2019-04-25,16.95851
2019-04-26,14.38577
2019-04-27,3.8523699999999996
2019-04-28,3.89278
2019-04-29,15.705810000000001
2019-04-30,14.26454
2019-05-01,6.0075400000000005
2019-05-02,13.68534
2019-05-03,12.56734
2019-05-04,4.22952
2019-05-05,3.31357
2019-05-06,4.9703599999999994
2019-05-07,14.35883
2019-05-08,13.712279999999998
2019-05-09,14.722520000000001
2019-05-10,13.63146
2019-05-11,4.76831
2019-05-12,5.078119999999999
2019-05-13,13.415939999999999
2019-05-14,14.655170000000002
2019-05-15,14.27801
2019-05-16,14.1029
2019-05-17,13.537170000000001
2019-05-18,4.1756400000000005
2019-05-19,3.66379
2019-05-20,14.81681
2019-05-21,15.82704
2019-05-22,14.58782
2019-05-23,14.33189
2019-05-24,12.86368
2019-05-25,4.4450400000000005
2019-05-26,4.3642199999999995
2019-05-27,12.91756
2019-05-28,15.907860000000001
2019-05-29,13.200429999999999
2019-05-30,12.984910000000001
2019-05-31,12.9445
2019-06-01,4.10829
2019-06-02,3.36745
2019-06-03,12.3653
2019-06-04,12.76939
2019-06-05,13.05226
2019-06-06,3.98706
2019-06-07,11.54364
2019-06-08,3.24622
2019-06-09,4.04094
2019-06-10,12.459589999999999
2019-06-11,13.95474
2019-06-12,14.81681
2019-06-13,16.76993
2019-06-14,15.97521
2019-06-15,3.96012
2019-06-16,3.36745
2019-06-17,14.0625
2019-06-18,16.2042
2019-06-19,15.853979999999998
2019-06-20,16.3389
2019-06-21,12.055489999999999
2019-06-22,2.8151900000000003
2019-06-23,3.20581
2019-06-24,13.308179999999998
2019-06-25,13.25431
2019-06-26,11.35506
2019-06-27,12.64816
2019-06-28,10.51993
2019-06-29,4.013999999999999
2019-06-30,3.4886800000000004
2019-07-01,15.81357
2019-07-02,13.57758
2019-07-03,13.335120000000002
2019-07-04,17.65894
2019-07-05,14.116370000000002
2019-07-06,3.7446099999999998
2019-07-07,4.1756400000000005
2019-07-08,13.941270000000001
2019-07-09,16.37931
2019-07-10,13.01185
2019-07-11,13.968210000000001
2019-07-12,12.27101
2019-07-13,3.6099099999999997
2019-07-14,3.27316
2019-07-15,15.0862
2019-07-16,14.41271
2019-07-17,13.968210000000001
2019-07-18,13.7931
2019-07-19,13.200429999999999
2019-07-20,3.5156199999999997
2019-07-21,3.67726
2019-07-22,11.435880000000001
2019-07-23,11.274239999999999
2019-07-24,10.92403
2019-07-25,11.624460000000001
2019-07-26,11.58405
2019-07-27,2.89601
2019-07-28,3.17887
2019-07-29,12.48653
2019-07-30,15.530710000000001
2019-07-31,12.72898
2019-08-01,12.44612
2019-08-02,13.29471
2019-08-03,3.66379
2019-08-04,3.5964400000000003
2019-08-05,15.9348
2019-08-06,18.89816
2019-08-07,18.54795
2019-08-08,19.88146
2019-08-09,15.746220000000001
2019-08-10,5.38793
2019-08-11,6.31734
2019-08-12,14.68211
2019-08-13,16.87769
2019-08-14,18.85775
2019-08-15,6.38469
2019-08-16,15.005379999999999
2019-08-17,4.57974
2019-08-18,4.2834
2019-08-19,19.18103
2019-08-20,19.15409
2019-08-21,18.88469
2019-08-22,16.09644
2019-08-23,15.14008
2019-08-24,4.05441
2019-08-25,3.91971
2019-08-26,15.3556
2019-08-27,16.36584
2019-08-28,18.04956
2019-08-29,14.27801
2019-08-30,14.116370000000002
2019-08-31,4.12176
2019-09-01,3.66379
2019-09-02,14.453120000000002
2019-09-03,15.880920000000001
2019-09-04,13.60452
2019-09-05,13.442879999999999
2019-09-06,12.39224
2019-09-07,3.78502
2019-09-08,3.3001
2019-09-09,12.71551
2019-09-10,12.14978
2019-09-11,12.14978
2019-09-12,3.40786
2019-09-13,2.76131
2019-09-14,2.6804900000000003
2019-09-15,3.31357
2019-09-16,15.099670000000001
2019-09-17,16.19073
2019-09-18,14.81681
2019-09-19,15.77316
2019-09-20,13.86045
2019-09-21,4.013999999999999
2019-09-22,3.50215
2019-09-23,15.19396
2019-09-24,14.35883
2019-09-25,12.66163
