period,ratio
2016-01-01,7.49464
2016-01-02,9.42184
2016-01-03,8.13704
2016-01-04,34.58244
2016-01-05,38.65096
2016-01-06,33.29764
2016-01-07,32.01284
2016-01-08,38.54389
2016-01-09,8.13704
2016-01-10,9.63597
2016-01-11,41.00642
2016-01-12,35.22483
2016-01-13,35.9743
2016-01-14,31.04925
2016-01-15,28.69379
2016-01-16,9.2077
2016-01-17,8.99357
2016-01-18,29.87152
2016-01-19,28.37259
2016-01-20,35.22483
2016-01-21,29.97858
2016-01-22,33.51177
2016-01-23,9.5289
2016-01-24,6.85224
2016-01-25,30.29978
2016-01-26,29.33618
2016-01-27,31.79871
2016-01-28,33.51177
2016-01-29,37.90149
2016-01-30,8.56531
2016-01-31,9.63597
2016-02-01,36.83083
2016-02-02,35.11777
2016-02-03,34.15417
2016-02-04,31.47751
2016-02-05,33.72591
2016-02-06,8.24411
2016-02-07,6.42398
2016-02-08,5.88865
2016-02-09,8.35117
2016-02-10,9.42184
2016-02-11,36.83083
2016-02-12,60.1713
2016-02-13,19.27194
2016-02-14,15.52462
2016-02-15,42.82655
2016-02-16,42.61241
2016-02-17,35.76017
2016-02-18,39.40042
2016-02-19,35.3319
2016-02-20,8.35117
2016-02-21,7.60171
2016-02-22,32.65524
2016-02-23,35.0107
2016-02-24,31.90578
2016-02-25,30.72805
2016-02-26,27.62312
2016-02-27,9.63597
2016-02-28,9.63597
2016-02-29,28.90792
2016-03-01,14.02569
2016-03-02,36.72376
2016-03-03,31.79871
2016-03-04,33.29764
2016-03-05,11.24197
2016-03-06,9.10064
2016-03-07,38.00856
2016-03-08,38.32976
2016-03-09,37.36616
2016-03-10,36.08137
2016-03-11,39.40042
2016-03-12,9.2077
2016-03-13,11.4561
2016-03-14,35.43897
2016-03-15,32.65524
2016-03-16,28.90792
2016-03-17,33.94004
2016-03-18,30.29978
2016-03-19,9.42184
2016-03-20,8.99357
2016-03-21,29.97858
2016-03-22,30.72805
2016-03-23,28.80085
2016-03-24,27.73019
2016-03-25,27.40899
2016-03-26,8.77944
2016-03-27,7.28051
2016-03-28,28.05139
2016-03-29,31.04925
2016-03-30,28.26552
2016-03-31,28.47965
2016-04-01,30.40685
2016-04-02,8.67237
2016-04-03,9.63597
2016-04-04,35.76017
2016-04-05,41.97002
2016-04-06,34.6895
2016-04-07,32.76231
2016-04-08,33.61884
2016-04-09,6.42398
2016-04-10,5.78158
2016-04-11,30.72805
2016-04-12,37.04496
2016-04-13,10.38543
2016-04-14,37.36616
2016-04-15,37.36616
2016-04-16,8.24411
2016-04-17,9.42184
2016-04-18,38.75802
2016-04-19,38.22269
2016-04-20,38.00856
2016-04-21,37.68736
2016-04-22,36.08137
2016-04-23,10.1713
2016-04-24,10.1713
2016-04-25,38.22269
2016-04-26,36.18843
2016-04-27,40.89935
2016-04-28,36.83083
2016-04-29,38.22269
2016-04-30,8.02997
2016-05-01,7.06638
2016-05-02,33.40471
2016-05-03,38.43683
2016-05-04,30.83511
2016-05-05,8.24411
2016-05-06,10.92077
2016-05-07,5.78158
2016-05-08,5.99571
2016-05-09,35.86723
2016-05-10,38.43683
2016-05-11,30.08565
2016-05-12,32.01284
2016-05-13,28.15845
2016-05-14,7.92291
2016-05-15,8.45824
2016-05-16,30.51391
2016-05-17,33.83297
2016-05-18,30.51391
2016-05-19,34.90364
2016-05-20,36.83083
2016-05-21,9.8501
2016-05-22,8.13704
2016-05-23,36.2955
2016-05-24,39.93576
2016-05-25,35.76017
2016-05-26,32.97644
2016-05-27,31.26338
2016-05-28,9.2077
2016-05-29,8.13704
2016-05-30,38.00856
2016-05-31,34.0471
2016-06-01,28.58672
2016-06-02,30.51391
2016-06-03,28.05139
2016-06-04,9.5289
2016-06-05,6.85224
2016-06-06,7.49464
2016-06-07,32.33404
2016-06-08,29.87152
2016-06-09,30.08565
2016-06-10,29.87152
2016-06-11,6.95931
2016-06-12,8.67237
2016-06-13,29.87152
2016-06-14,27.62312
2016-06-15,30.29978
2016-06-16,30.29978
2016-06-17,27.40899
2016-06-18,6.85224
2016-06-19,5.99571
2016-06-20,35.76017
2016-06-21,31.37044
2016-06-22,29.01498
2016-06-23,25.26766
2016-06-24,36.6167
2016-06-25,8.45824
2016-06-26,12.95503
2016-06-27,41.64882
2016-06-28,29.44325
2016-06-29,28.37259
2016-06-30,30.94218
2016-07-01,28.05139
2016-07-02,7.81584
2016-07-03,8.13704
2016-07-04,35.43897
2016-07-05,34.6895
2016-07-06,31.90578
2016-07-07,33.72591
2016-07-08,30.19271
2016-07-09,7.38758
2016-07-10,7.81584
2016-07-11,33.94004
2016-07-12,31.69164
2016-07-13,32.97644
2016-07-14,37.15203
2016-07-15,26.33832
2016-07-16,8.67237
2016-07-17,7.92291
2016-07-18,31.58458
2016-07-19,26.76659
2016-07-20,29.87152
2016-07-21,30.62098
2016-07-22,24.73233
2016-07-23,10.38543
2016-07-24,6.85224
2016-07-25,30.83511
2016-07-26,29.76445
2016-07-27,25.58886
2016-07-28,25.26766
2016-07-29,23.98286
2016-07-30,8.13704
2016-07-31,8.67237
2016-08-01,30.29978
2016-08-02,29.55032
2016-08-03,23.12633
2016-08-04,24.41113
2016-08-05,27.62312
2016-08-06,12.95503
2016-08-07,7.17344
2016-08-08,24.197
2016-08-09,27.73019
2016-08-10,26.87366
2016-08-11,26.23126
2016-08-12,24.62526
2016-08-13,7.70877
2016-08-14,5.99571
2016-08-15,8.02997
2016-08-16,25.26766
2016-08-17,25.16059
2016-08-18,26.55246
2016-08-19,24.94646
2016-08-20,8.67237
2016-08-21,10.92077
2016-08-22,28.05139
2016-08-23,36.08137
2016-08-24,29.87152
2016-08-25,31.69164
2016-08-26,27.51605
2016-08-27,7.92291
2016-08-28,13.38329
2016-08-29,30.29978
2016-08-30,28.37259
2016-08-31,23.01927
2016-09-01,21.41327
2016-09-02,23.2334
2016-09-03,12.52676
2016-09-04,12.84796
2016-09-05,51.07066
2016-09-06,63.81156
2016-09-07,39.40042
2016-09-08,29.44325
2016-09-09,28.15845
2016-09-10,16.38115
2016-09-11,20.12847
2016-09-12,36.72376
2016-09-13,25.26766
2016-09-14,14.23982
2016-09-15,11.1349
2016-09-16,16.27408
2016-09-17,10.06423
2016-09-18,10.27837
2016-09-19,32.86937
2016-09-20,28.58672
2016-09-21,28.58672
2016-09-22,29.97858
2016-09-23,24.197
2016-09-24,8.35117
2016-09-25,9.8501
2016-09-26,28.26552
2016-09-27,29.01498
2016-09-28,24.08993
2016-09-29,26.98072
2016-09-30,36.9379
2016-10-01,14.98929
2016-10-02,11.88436
2016-10-03,13.06209
2016-10-04,36.40256
2016-10-05,35.9743
2016-10-06,33.72591
2016-10-07,26.87366
2016-10-08,11.34903
2016-10-09,11.02783
2016-10-10,29.65738
2016-10-11,30.51391
2016-10-12,27.40899
2016-10-13,26.65952
2016-10-14,22.591
2016-10-15,11.24197
2016-10-16,11.1349
2016-10-17,29.33618
2016-10-18,29.44325
2016-10-19,26.44539
2016-10-20,24.73233
2016-10-21,25.69593
2016-10-22,11.24197
2016-10-23,12.63383
2016-10-24,30.83511
2016-10-25,28.05139
2016-10-26,22.05567
2016-10-27,23.5546
2016-10-28,24.8394
2016-10-29,8.02997
2016-10-30,8.56531
2016-10-31,24.8394
2016-11-01,26.01713
2016-11-02,29.76445
2016-11-03,29.87152
2016-11-04,21.84154
2016-11-05,11.34903
2016-11-06,8.24411
2016-11-07,32.33404
2016-11-08,26.55246
2016-11-09,38.97216
2016-11-10,30.19271
2016-11-11,27.51605
2016-11-12,7.49464
2016-11-13,8.8865
2016-11-14,26.12419
2016-11-15,26.65952
2016-11-16,29.12205
2016-11-17,22.48394
2016-11-18,20.77087
2016-11-19,6.31691
2016-11-20,8.8865
