period,ratio
2016-01-01,3.28104
2016-01-02,3.38357
2016-01-03,4.16282
2016-01-04,20.43473
2016-01-05,22.13677
2016-01-06,24.37198
2016-01-07,20.30144
2016-01-08,19.67599
2016-01-09,3.71167
2016-01-10,3.42458
2016-01-11,18.93776
2016-01-12,19.40941
2016-01-13,22.77248
2016-01-14,73.26976
2016-01-15,37.36286
2016-01-16,9.76109
2016-01-17,7.22854
2016-01-18,29.77545
2016-01-19,31.75433
2016-01-20,31.44673
2016-01-21,25.41782
2016-01-22,22.11627
2016-01-23,5.16764
2016-01-24,4.00902
2016-01-25,24.61806
2016-01-26,22.53665
2016-01-27,21.07043
2016-01-28,20.36296
2016-01-29,20.19891
2016-01-30,4.59345
2016-01-31,4.06028
2016-02-01,27.95037
2016-02-02,27.38644
2016-02-03,30.03178
2016-02-04,24.70009
2016-02-05,18.87624
2016-02-06,3.39382
2016-02-07,2.94268
2016-02-08,3.11698
2016-02-09,3.84497
2016-02-10,4.61396
2016-02-11,23.34666
2016-02-12,24.07464
2016-02-13,4.62421
2016-02-14,3.40408
2016-02-15,20.87562
2016-02-16,21.15246
2016-02-17,26.90454
2016-02-18,29.68317
2016-02-19,28.3605
2016-02-20,5.01384
2016-02-21,4.18332
2016-02-22,25.07946
2016-02-23,20.87562
2016-02-24,27.19163
2016-02-25,34.18435
2016-02-26,29.02696
2016-02-27,5.60853
2016-02-28,4.737
2016-02-29,23.86957
2016-03-01,6.26473
2016-03-02,25.17174
2016-03-03,28.64759
2016-03-04,22.03424
2016-03-05,3.35281
2016-03-06,3.45534
2016-03-07,20.05536
2016-03-08,17.82015
2016-03-09,16.80508
2016-03-10,17.1947
2016-03-11,17.328
2016-03-12,3.11698
2016-03-13,2.82989
2016-03-14,16.06685
2016-03-15,15.749
2016-03-16,17.64585
2016-03-17,19.17358
2016-03-18,20.0041
2016-03-19,3.06572
2016-03-20,2.90167
2016-03-21,26.58669
2016-03-22,26.43289
2016-03-23,21.64462
2016-03-24,17.68686
2016-03-25,16.58976
2016-03-26,4.00902
2016-03-27,3.14774
2016-03-28,17.62534
2016-03-29,22.04449
2016-03-30,20.93714
2016-03-31,17.94319
2016-04-01,17.20496
2016-04-02,2.87091
2016-04-03,2.3685
2016-04-04,16.57951
2016-04-05,16.08735
2016-04-06,15.97457
2016-04-07,17.83041
2016-04-08,16.47698
2016-04-09,2.89141
2016-04-10,2.41976
