period,ratio
2016-01-01,0.18031
2016-01-02,0.12364
2016-01-03,0.10303
2016-01-04,0.30911
2016-01-05,0.39155
2016-01-06,0.37609
2016-01-07,0.33487
2016-01-08,0.44307
2016-01-09,0.18547
2016-01-10,0.41215
2016-01-11,0.57187
2016-01-12,0.42761
2016-01-13,0.36063
2016-01-14,0.43791
2016-01-15,0.28335
2016-01-16,0.11849
2016-01-17,0.19062
2016-01-18,0.31942
2016-01-19,0.41215
2016-01-20,0.32457
2016-01-21,0.36579
2016-01-22,0.36579
2016-01-23,0.08758
2016-01-24,0.15971
2016-01-25,0.27305
2016-01-26,0.29881
2016-01-27,0.34518
2016-01-28,0.41215
2016-01-29,0.25759
2016-01-30,0.07727
2016-01-31,0.06182
2016-02-01,0.46883
2016-02-02,0.39155
2016-02-03,0.31942
2016-02-04,0.33487
2016-02-05,0.31427
2016-02-06,0.08243
2016-02-07,0.06182
2016-02-08,0.05151
2016-02-09,0.08243
2016-02-10,0.04636
2016-02-11,0.22668
2016-02-12,0.18547
2016-02-13,0.03091
2016-02-14,0.12364
2016-02-15,0.26275
2016-02-16,0.2782
2016-02-17,0.2679
2016-02-18,0.35548
2016-02-19,0.2782
2016-02-20,0.09788
2016-02-21,0.14425
2016-02-22,0.24214
2016-02-23,0.22153
2016-02-24,0.25759
2016-02-25,0.29881
2016-02-26,0.37094
2016-02-27,0.22153
2016-02-28,0.12364
2016-02-29,0.32972
2016-03-01,0.18547
2016-03-02,0.28851
2016-03-03,0.34003
2016-03-04,0.25759
2016-03-05,0.08243
2016-03-06,0.1494
2016-03-07,0.38124
2016-03-08,0.25759
2016-03-09,0.35033
2016-03-10,0.34003
2016-03-11,0.23183
2016-03-12,0.09788
2016-03-13,0.11334
2016-03-14,0.31427
2016-03-15,0.3967
2016-03-16,0.34003
2016-03-17,0.23183
2016-03-18,0.22668
2016-03-19,0.06182
2016-03-20,0.11849
2016-03-21,0.35033
2016-03-22,0.30396
2016-03-23,0.37609
2016-03-24,0.31942
2016-03-25,0.32972
2016-03-26,0.09273
2016-03-27,0.10819
2016-03-28,0.30911
2016-03-29,0.30396
2016-03-30,0.31942
2016-03-31,0.30396
2016-04-01,0.25244
2016-04-02,0.07212
2016-04-03,0.11849
2016-04-04,0.31427
2016-04-05,0.28335
2016-04-06,0.22153
2016-04-07,0.20607
2016-04-08,0.21123
2016-04-09,0.06697
2016-04-10,0.10819
2016-04-11,0.31427
2016-04-12,0.24729
2016-04-13,0.04121
2016-04-14,0.18547
2016-04-15,0.23183
2016-04-16,0.11334
2016-04-17,0.03091
2016-04-18,0.2679
2016-04-19,0.28851
2016-04-20,0.30396
2016-04-21,0.37609
2016-04-22,1.7053
2016-04-23,0.40185
2016-04-24,0.28335
2016-04-25,0.36063
2016-04-26,0.43791
2016-04-27,0.27305
2016-04-28,0.23183
2016-04-29,0.25244
2016-04-30,0.07727
