period,ratio
2016-01-01,2.44807
2016-01-02,2.29725
2016-01-03,2.41327
2016-01-04,11.43984
2016-01-05,11.54426
2016-01-06,14.76969
2016-01-07,10.80171
2016-01-08,10.21
2016-01-09,2.40167
2016-01-10,2.21603
2016-01-11,10.46525
2016-01-12,9.66469
2016-01-13,9.44425
2016-01-14,9.43264
2016-01-15,8.38844
2016-01-16,1.87956
2016-01-17,1.74034
2016-01-18,9.2238
2016-01-19,7.37904
2016-01-20,7.63429
2016-01-21,7.43705
2016-01-22,7.05418
2016-01-23,1.50829
2016-01-24,1.14862
2016-01-25,8.00556
2016-01-26,6.34644
2016-01-27,6.86854
2016-01-28,5.83594
2016-01-29,5.85914
2016-01-30,1.5547
2016-01-31,1.07901
2016-02-01,6.1492
2016-02-02,5.39505
2016-02-03,4.66411
2016-02-04,4.97737
2016-02-05,4.57129
2016-02-06,0.99779
2016-02-07,0.95138
2016-02-08,0.75414
2016-02-09,0.95138
2016-02-10,1.20663
2016-02-11,6.38125
2016-02-12,7.97076
2016-02-13,1.68232
2016-02-14,1.5315
2016-02-15,5.98677
2016-02-16,6.40445
2016-02-17,6.62489
2016-02-18,5.75472
2016-02-19,6.31163
2016-02-20,1.13702
2016-02-21,1.10221
2016-02-22,5.53428
2016-02-23,5.99837
2016-02-24,5.34864
2016-02-25,5.34864
2016-02-26,4.98897
2016-02-27,1.47348
2016-02-28,1.25304
2016-02-29,5.92876
2016-03-01,1.85636
2016-03-02,8.15639
2016-03-03,6.50887
2016-03-04,6.04478
2016-03-05,1.42707
2016-03-06,1.5431
2016-03-07,5.18621
2016-03-08,4.68731
2016-03-09,5.16301
2016-03-10,6.1724
2016-03-11,5.04698
2016-03-12,0.98619
2016-03-13,1.09061
2016-03-14,4.55969
2016-03-15,4.43206
2016-03-16,4.22322
2016-03-17,5.05859
2016-03-18,5.08179
2016-03-19,1.25304
2016-03-20,0.92818
2016-03-21,4.97737
2016-03-22,4.47847
2016-03-23,5.92876
2016-03-24,6.18401
2016-03-25,6.18401
2016-03-26,1.45028
2016-03-27,1.25304
2016-03-28,5.6155
2016-03-29,6.48567
2016-03-30,5.1514
2016-03-31,5.41826
2016-04-01,4.47847
2016-04-02,0.89337
2016-04-03,1.21823
2016-04-04,4.30444
2016-04-05,5.69671
2016-04-06,5.05859
2016-04-07,4.98897
2016-04-08,5.01218
2016-04-09,1.0326
2016-04-10,1.16022
2016-04-11,6.11439
2016-04-12,5.84754
2016-04-13,2.74973
2016-04-14,6.02158
2016-04-15,5.53428
2016-04-16,1.74034
2016-04-17,1.5779
2016-04-18,4.84975
2016-04-19,5.59229
2016-04-20,6.36964
