period,price,volume,ratio
2016-01-04,5980.0,350281.0,0.13525
2016-01-05,5830.0,281721.0,0.13022999999999998
2016-01-06,5600.0,260099.0,0.1273
2016-01-07,5640.0,159025.0,0.11043
2016-01-08,5740.0,209664.0,0.09495
2016-01-11,5390.0,135063.0,0.10778
2016-01-12,5350.0,127185.0,0.09704
2016-01-13,5460.0,83090.0,0.08951
2016-01-14,5230.0,146985.0,0.09049
2016-01-15,5230.0,85823.0,0.07529
2016-01-18,5200.0,43635.0,0.07069
2016-01-19,5140.0,85697.0,0.06985
2016-01-20,4830.0,189234.0,0.07599
2016-01-21,4700.0,158907.0,0.08157
2016-01-22,4560.0,78157.0,0.07404
2016-01-25,4790.0,93506.0,0.07445
2016-01-26,4550.0,102691.0,0.07836
2016-01-27,4440.0,112895.0,0.08463
2016-01-28,4490.0,47786.0,0.06469
2016-01-29,4560.0,74658.0,0.06274
2016-02-01,4575.0,41463.0,0.05995
2016-02-02,4570.0,55674.0,0.06552999999999999
2016-02-03,4350.0,115325.0,0.058839999999999996
2016-02-04,4425.0,46991.0,0.05981
2016-02-05,4350.0,42675.0,0.04462
2016-02-11,3845.0,219475.0,0.07167000000000001
2016-02-12,3685.0,190801.0,0.07041
2016-02-15,3800.0,260657.0,0.07097
2016-02-16,3895.0,67036.0,0.061489999999999996
2016-02-17,3850.0,61777.0,0.05479
2016-02-18,3990.0,52817.0,0.05521
2016-02-19,4135.0,75296.0,0.061489999999999996
2016-02-22,4135.0,35487.0,0.07529
2016-02-23,4020.0,48216.0,0.05967000000000001
2016-02-24,4070.0,63385.0,0.05926
2016-02-25,4095.0,22398.0,0.06567
2016-02-26,4165.0,122715.0,0.06874
2016-02-29,4250.0,83179.0,0.05619
2016-03-02,4300.0,48674.0,0.0594
2016-03-03,4305.0,44982.0,0.05716
2016-03-04,4250.0,35752.0,0.05716
2016-03-07,4235.0,55919.0,0.064
2016-03-08,4245.0,34317.0,0.05507000000000001
2016-03-09,4290.0,50957.0,0.05479
2016-03-10,4280.0,55372.0,0.05103
2016-03-11,4350.0,71729.0,0.04977
2016-03-14,4430.0,70566.0,0.06581000000000001
2016-03-15,4400.0,53420.0,0.054520000000000006
2016-03-16,4290.0,42164.0,0.05577000000000001
2016-03-17,4300.0,65793.0,0.04643
2016-03-18,4350.0,51563.0,0.0495
2016-03-21,4290.0,24883.0,0.04866
2016-03-22,4170.0,40979.0,0.04099
2016-03-23,4390.0,94327.0,0.05661
2016-03-24,4310.0,60083.0,0.04071
2016-03-25,4200.0,38265.0,0.04503
2016-03-28,4220.0,22384.0,0.03639
2016-03-29,4225.0,62370.0,0.04364
2016-03-30,4260.0,26291.0,0.0442
2016-03-31,4400.0,57458.0,0.04545
2016-04-01,4280.0,81347.0,0.04503
2016-04-04,5040.0,2647370.0,0.30034
2016-04-05,4940.0,490336.0,0.15909
2016-04-06,4905.0,241877.0,0.10499000000000001
2016-04-07,4820.0,166222.0,0.09356
