period,price,volume,ratio
2019-06-19,870.0,511386.0,1.1320700000000001
2019-06-20,886.0,382272.0,2.6415
2019-06-21,880.0,362404.0,0.94339
2019-06-25,823.0,288657.0,0.94339
2019-06-27,832.0,380457.0,0.94339
2019-06-28,821.0,162743.0,0.94339
2019-07-01,823.0,177242.0,1.1320700000000001
2019-07-02,820.0,180692.0,0.94339
2019-07-04,823.0,95366.0,0.94339
2019-07-09,813.0,395285.0,1.32075
2019-07-10,812.0,128110.0,0.94339
2019-07-11,816.0,346090.0,3.7735800000000004
2019-07-12,802.0,193202.0,26.98113
2019-07-15,795.0,206189.0,16.98113
2019-07-16,805.0,82090.0,14.71698
2019-07-17,793.0,87359.0,13.01886
2019-07-18,806.0,99636.0,16.41509
2019-07-19,812.0,53611.0,14.905660000000001
2019-07-22,810.0,31909.0,16.41509
2019-07-23,820.0,179064.0,20.0
2019-07-24,814.0,149158.0,16.60377
2019-07-25,785.0,211499.0,18.67924
2019-07-26,758.0,557916.0,40.56603
2019-07-29,756.0,653861.0,72.6415
2019-07-30,740.0,755172.0,58.86792
2019-07-31,724.0,189645.0,35.84905
2019-08-01,706.0,109413.0,27.358490000000003
2019-08-02,725.0,122655.0,32.26415
2019-08-05,724.0,461661.0,38.67924
2019-08-06,723.0,256535.0,37.92452
2019-08-07,678.0,328625.0,39.43396
2019-08-08,692.0,140020.0,31.698109999999996
2019-08-09,706.0,107259.0,22.45283
2019-08-12,707.0,39313.0,30.37735
2019-08-13,703.0,45158.0,24.33962
2019-08-14,685.0,229398.0,20.566029999999998
2019-08-16,651.0,442222.0,27.358490000000003
2019-08-19,666.0,98843.0,24.5283
2019-08-20,667.0,102753.0,28.30188
2019-08-21,672.0,64270.0,27.92452
2019-08-22,680.0,164123.0,27.735840000000003
2019-08-23,672.0,101684.0,27.16981
2019-08-26,664.0,74954.0,23.207539999999998
2019-08-27,663.0,63586.0,30.37735
2019-08-28,657.0,95534.0,26.226409999999998
2019-08-29,642.0,60100.0,19.811320000000002
2019-08-30,640.0,57760.0,20.75471
2019-09-02,635.0,44610.0,18.30188
2019-09-03,653.0,129012.0,21.886789999999998
2019-09-04,652.0,134870.0,22.6415
2019-09-05,638.0,213089.0,24.5283
2019-09-06,635.0,58963.0,15.84905
2019-09-09,616.0,171209.0,22.26415
2019-09-10,575.0,573092.0,42.6415
2019-09-11,553.0,736486.0,40.0
2019-09-16,526.0,1647605.0,84.15094
2019-09-17,549.0,2130485.0,76.98113000000001
2019-09-18,620.0,934934.0,100.0
2019-09-19,619.0,385069.0,84.90566
2019-09-20,612.0,289241.0,48.67924
2019-09-23,605.0,158548.0,35.47169
2019-09-24,595.0,119536.0,30.188670000000002
2019-09-25,592.0,212183.0,35.09433
