,period,price,volume,ratio
0,2016-01-01,14600.0,18903.0,1.26425
1,2016-01-02,14600.0,18903.0,1.1403
2,2016-01-03,14600.0,18903.0,1.3882
3,2016-01-04,14600.0,21315.0,11.37828
4,2016-01-05,14600.0,19880.0,10.56023
5,2016-01-06,15000.0,33987.0,11.25433
6,2016-01-07,15000.0,56995.0,12.94
7,2016-01-08,14900.0,31120.0,10.48587
8,2016-01-09,14900.0,31120.0,1.66088
9,2016-01-10,14900.0,31120.0,1.28904
10,2016-01-11,14900.0,19636.0,10.65939
11,2016-01-12,14950.0,12061.0,9.568660000000001
12,2016-01-13,15450.0,52092.0,11.40307
13,2016-01-14,16000.0,160011.0,20.25285
14,2016-01-15,17250.0,238396.0,26.574109999999997
15,2016-01-16,17250.0,238396.0,5.05701
16,2016-01-17,17250.0,238396.0,3.7183900000000003
17,2016-01-18,17150.0,90442.0,19.58353
18,2016-01-19,17800.0,142567.0,20.97174
19,2016-01-20,17800.0,96573.0,24.93802
20,2016-01-21,16900.0,138487.0,22.23599
21,2016-01-22,17250.0,39647.0,17.278129999999997
22,2016-01-23,17250.0,39647.0,2.28061
23,2016-01-24,17250.0,39647.0,2.80118
24,2016-01-25,17250.0,48347.0,17.278129999999997
25,2016-01-26,17400.0,60577.0,16.78235
26,2016-01-27,17650.0,61547.0,18.815070000000002
27,2016-01-28,17350.0,36946.0,17.3525
28,2016-01-29,17250.0,38382.0,12.692110000000001
29,2016-01-30,17250.0,38382.0,2.18145
30,2016-01-31,17250.0,38382.0,2.5285
31,2016-02-01,17500.0,27374.0,14.204260000000001
32,2016-02-02,17300.0,22724.0,12.29548
33,2016-02-03,17050.0,26254.0,12.56817
34,2016-02-04,17300.0,39705.0,12.964789999999999
35,2016-02-05,17450.0,27011.0,12.04759
36,2016-02-06,17450.0,27011.0,2.15666
37,2016-02-07,17450.0,27011.0,1.16509
38,2016-02-08,17450.0,27011.0,1.51214
39,2016-02-09,17450.0,27011.0,1.68567
40,2016-02-10,17450.0,27011.0,2.0575099999999997
41,2016-02-11,17150.0,59352.0,14.65047
42,2016-02-12,16400.0,85874.0,16.60882
43,2016-02-13,16400.0,85874.0,2.82597
44,2016-02-14,16400.0,85874.0,1.88398
45,2016-02-15,16450.0,16734.0,15.14625
46,2016-02-16,16450.0,14558.0,13.65889
47,2016-02-17,16450.0,18104.0,13.75805
48,2016-02-18,16900.0,11592.0,14.60089
49,2016-02-19,17100.0,14123.0,13.36142
50,2016-02-20,17100.0,14123.0,2.42935
51,2016-02-21,17100.0,14123.0,2.0823
52,2016-02-22,17000.0,20351.0,13.63411
53,2016-02-23,16950.0,37506.0,10.90728
54,2016-02-24,16650.0,12151.0,12.09717
55,2016-02-25,16700.0,25580.0,10.33713
56,2016-02-26,17650.0,80908.0,13.733260000000001
57,2016-02-27,17650.0,80908.0,3.02429
58,2016-02-28,17650.0,80908.0,2.42935
59,2016-02-29,18450.0,165055.0,20.22806
60,2016-03-01,18450.0,165055.0,5.354480000000001
61,2016-03-02,19300.0,180129.0,25.40902
62,2016-03-03,19300.0,104186.0,21.294
63,2016-03-04,19200.0,53884.0,15.096670000000001
64,2016-03-05,19200.0,53884.0,3.7679699999999996
65,2016-03-06,19200.0,53884.0,2.97471
66,2016-03-07,19050.0,46865.0,15.245410000000001
67,2016-03-08,19050.0,39823.0,13.06395
68,2016-03-09,18900.0,24554.0,15.2702
69,2016-03-10,18700.0,29546.0,13.51016
70,2016-03-11,18550.0,12843.0,11.13039
71,2016-03-12,18550.0,12843.0,2.57808
72,2016-03-13,18550.0,12843.0,2.40456
73,2016-03-14,17900.0,67706.0,14.92315
74,2016-03-15,17850.0,17136.0,12.51859
75,2016-03-16,17100.0,47370.0,15.245410000000001
76,2016-03-17,17000.0,68688.0,14.67526
77,2016-03-18,17500.0,25302.0,13.53495
78,2016-03-19,17500.0,25302.0,2.7764
79,2016-03-20,17500.0,25302.0,3.02429
80,2016-03-21,17800.0,26387.0,12.320269999999999
81,2016-03-22,17800.0,54544.0,11.923639999999999
82,2016-03-23,17800.0,14332.0,10.90728
83,2016-03-24,17650.0,13486.0,9.32077
84,2016-03-25,17300.0,46998.0,10.90728
85,2016-03-26,17300.0,46998.0,1.63609
86,2016-03-27,17300.0,46998.0,1.56172
87,2016-03-28,16950.0,485839.0,11.3287
88,2016-03-29,16000.0,313479.0,30.639559999999996
89,2016-03-30,15550.0,153643.0,20.1289
90,2016-03-31,15050.0,137990.0,18.07139
91,2016-04-01,14900.0,30765.0,11.70054
92,2016-04-02,14900.0,30765.0,2.50371
93,2016-04-03,14900.0,30765.0,2.55329
94,2016-04-04,15050.0,52156.0,12.64253
95,2016-04-05,15500.0,68522.0,11.52702
96,2016-04-06,15000.0,96402.0,16.21219
97,2016-04-07,14800.0,37772.0,11.94843
98,2016-04-08,15150.0,67662.0,12.41943
99,2016-04-09,15150.0,67662.0,2.10708
100,2016-04-10,15150.0,67662.0,1.8344
101,2016-04-11,14400.0,54272.0,13.981160000000001
102,2016-04-12,14000.0,81840.0,14.204260000000001
103,2016-04-13,14000.0,81840.0,2.97471
104,2016-04-14,14450.0,30689.0,12.74169
105,2016-04-15,14450.0,41255.0,9.91571
106,2016-04-16,14450.0,41255.0,2.13187
107,2016-04-17,14450.0,41255.0,2.10708
108,2016-04-18,14100.0,31748.0,12.7169
109,2016-04-19,13950.0,33602.0,11.62617
110,2016-04-20,15250.0,215186.0,21.417939999999998
111,2016-04-21,15150.0,29775.0,14.501729999999998
112,2016-04-22,15650.0,71096.0,13.906789999999999
113,2016-04-23,15650.0,71096.0,3.9910699999999997
114,2016-04-24,15650.0,71096.0,2.35498
115,2016-04-25,15350.0,48020.0,11.750119999999999
116,2016-04-26,15850.0,38886.0,13.435789999999999
117,2016-04-27,15000.0,75016.0,13.138320000000002
118,2016-04-28,14850.0,39917.0,12.84085
119,2016-04-29,15450.0,38023.0,11.62617
120,2016-04-30,15450.0,38023.0,2.28061
121,2016-05-01,15450.0,38023.0,2.03272
122,2016-05-02,14700.0,40360.0,11.650960000000001
123,2016-05-03,14350.0,39709.0,12.2459
124,2016-05-04,14450.0,41868.0,10.58502
125,2016-05-05,14450.0,41868.0,2.35498
126,2016-05-06,14450.0,41868.0,2.33019
127,2016-05-07,14450.0,41868.0,1.8591900000000001
128,2016-05-08,14450.0,41868.0,1.76003
129,2016-05-09,14300.0,19241.0,11.45265
130,2016-05-10,14550.0,22528.0,11.37828
131,2016-05-11,14800.0,38428.0,10.36192
132,2016-05-12,15000.0,30520.0,10.48587
133,2016-05-13,14950.0,34118.0,10.33713
134,2016-05-14,14950.0,34118.0,2.0575099999999997
135,2016-05-15,14950.0,34118.0,2.25582
136,2016-05-16,14750.0,25395.0,12.61774
137,2016-05-17,14300.0,85704.0,11.57659
138,2016-05-18,14250.0,26733.0,10.95686
139,2016-05-19,14100.0,36839.0,10.95686
140,2016-05-20,14250.0,21038.0,10.11403
141,2016-05-21,14250.0,21038.0,1.7104599999999999
142,2016-05-22,14250.0,21038.0,1.8344
143,2016-05-23,14000.0,55449.0,9.51908
144,2016-05-24,13800.0,47916.0,9.7174
145,2016-05-25,13700.0,14408.0,11.080810000000001
146,2016-05-26,13450.0,25893.0,10.43629
147,2016-05-27,13600.0,31293.0,8.056510000000001
148,2016-05-28,13600.0,31293.0,2.0823
149,2016-05-29,13600.0,31293.0,1.8344
150,2016-05-30,13500.0,174074.0,13.63411
151,2016-05-31,13800.0,100600.0,12.320269999999999
152,2016-06-01,13800.0,23206.0,9.667819999999999
153,2016-06-02,14200.0,25286.0,10.58502
154,2016-06-03,13600.0,18473.0,10.73376
155,2016-06-04,13600.0,18473.0,2.35498
156,2016-06-05,13600.0,18473.0,0.96678
