,period,price,volume,ratio
0,2016-01-01,10350.0,6284.0,1.75741
1,2016-01-02,10350.0,6284.0,1.58455
2,2016-01-03,10350.0,6284.0,1.88706
3,2016-01-04,10200.0,6332.0,4.8545
4,2016-01-05,10100.0,4545.0,4.99855
5,2016-01-06,10050.0,1508.0,5.47392
6,2016-01-07,10100.0,8718.0,5.04177
7,2016-01-08,10050.0,3606.0,4.43676
8,2016-01-09,10050.0,3606.0,2.276
9,2016-01-10,10050.0,3606.0,2.17516
10,2016-01-11,10050.0,1021.0,4.99855
11,2016-01-12,9980.0,2102.0,4.30711
12,2016-01-13,10000.0,1168.0,4.58081
13,2016-01-14,10000.0,9288.0,4.62402
14,2016-01-15,9970.0,2417.0,4.17747
15,2016-01-16,9970.0,2417.0,2.42005
16,2016-01-17,9970.0,2417.0,1.81503
17,2016-01-18,9920.0,540.0,4.75367
18,2016-01-19,9940.0,1112.0,4.796880000000001
19,2016-01-20,9930.0,5814.0,5.1282
20,2016-01-21,9930.0,3818.0,4.72486
21,2016-01-22,9930.0,2617.0,4.220680000000001
22,2016-01-23,9930.0,2617.0,2.08873
23,2016-01-24,9930.0,2617.0,2.34802
24,2016-01-25,9900.0,4805.0,5.37309
25,2016-01-26,9920.0,11793.0,5.73321
26,2016-01-27,9890.0,13927.0,5.05617
27,2016-01-28,9860.0,3291.0,4.03341
28,2016-01-29,9850.0,2546.0,4.39354
29,2016-01-30,9850.0,2546.0,2.2904
30,2016-01-31,9850.0,2546.0,1.90146
31,2016-02-01,9790.0,3234.0,5.27225
32,2016-02-02,9790.0,20266.0,4.3791400000000005
33,2016-02-03,9700.0,2422.0,4.552
34,2016-02-04,9770.0,1224.0,4.32152
35,2016-02-05,9790.0,2941.0,4.89772
36,2016-02-06,9790.0,2941.0,2.26159
37,2016-02-07,9790.0,2941.0,1.8438400000000001
38,2016-02-08,9790.0,2941.0,1.91587
39,2016-02-09,9790.0,2941.0,1.8294400000000002
40,2016-02-10,9790.0,2941.0,1.85825
41,2016-02-11,9690.0,2752.0,4.9553400000000005
42,2016-02-12,9310.0,12283.0,5.387490000000001
43,2016-02-13,9310.0,12283.0,2.3336200000000002
44,2016-02-14,9310.0,12283.0,1.81503
45,2016-02-15,9330.0,532.0,4.8401
46,2016-02-16,9510.0,2640.0,5.502730000000001
47,2016-02-17,9510.0,1685.0,4.508780000000001
48,2016-02-18,9500.0,990.0,5.20023
49,2016-02-19,9750.0,10005.0,5.0993900000000005
50,2016-02-20,9750.0,10005.0,2.8666
51,2016-02-21,9750.0,10005.0,2.69374
52,2016-02-22,9740.0,7422.0,4.3791400000000005
53,2016-02-23,9800.0,843.0,5.1138
54,2016-02-24,9810.0,2952.0,5.2866599999999995
55,2016-02-25,9800.0,366.0,5.56035
56,2016-02-26,9800.0,307.0,4.2350900000000005
57,2016-02-27,9800.0,307.0,2.11754
58,2016-02-28,9800.0,307.0,2.5641
59,2016-02-29,9770.0,819.0,4.508780000000001
60,2016-03-01,9770.0,819.0,2.0023
61,2016-03-02,9720.0,1609.0,4.43676
62,2016-03-03,9720.0,946.0,4.24949
63,2016-03-04,9700.0,1080.0,4.96974
64,2016-03-05,9700.0,1080.0,2.34802
65,2016-03-06,9700.0,1080.0,1.81503
66,2016-03-07,9710.0,1390.0,4.03341
67,2016-03-08,9710.0,1765.0,4.2350900000000005
68,2016-03-09,9740.0,634.0,3.7165
69,2016-03-10,9790.0,283.0,4.59521
