period,price,volume,ratio
2016-01-20,27100.0,177583.0,0.05045
2016-02-12,23300.0,226132.0,0.24216999999999997
2016-02-15,23300.0,160328.0,0.56508
2016-02-16,23700.0,146190.0,0.37335999999999997
2016-02-17,22000.0,427378.0,0.25227
2016-02-24,21300.0,100292.0,0.07063
2016-02-25,21750.0,192248.0,0.05045
2016-02-26,22100.0,101100.0,0.16145
2016-02-29,22400.0,90485.0,0.26236
2016-03-02,22350.0,115692.0,0.22199000000000002
2016-03-03,22200.0,122208.0,0.16145
2016-03-04,22300.0,102204.0,0.11099
2016-03-07,22900.0,143889.0,0.14127
2016-03-08,22450.0,113946.0,0.14127
2016-03-09,22600.0,90901.0,0.13118
2016-03-10,22800.0,89901.0,0.20181
2016-03-11,22700.0,68692.0,0.18162999999999999
2016-03-14,22900.0,68459.0,0.13118
2016-03-15,23000.0,102357.0,0.26236
2016-03-16,23950.0,214248.0,0.13118
2016-03-17,23800.0,184622.0,0.13118
2016-03-18,23800.0,71932.0,0.41372
2016-03-21,23600.0,103039.0,0.7669
2016-03-22,23200.0,106622.0,0.5449
2016-03-23,23400.0,82761.0,0.30272
2016-03-24,23000.0,61851.0,0.42381
2016-03-25,23050.0,65088.0,0.55499
2016-03-28,22500.0,73686.0,0.47426
2016-03-29,22800.0,56692.0,0.24216999999999997
2016-03-30,23150.0,67394.0,0.30272
2016-03-31,22650.0,64980.0,0.18162999999999999
2016-04-01,22800.0,66245.0,0.20181
2016-04-04,23850.0,134843.0,0.19172
2016-04-05,24100.0,139489.0,0.20181
2016-04-06,23950.0,83260.0,0.24216999999999997
2016-04-07,23700.0,114948.0,0.12108
2016-04-08,24100.0,85480.0,0.07063
2016-04-11,23600.0,73021.0,0.19172
2016-04-12,24000.0,72671.0,0.12108
2016-04-14,23800.0,74940.0,0.06054
2016-04-15,23300.0,76813.0,0.08072
2016-04-18,23650.0,87436.0,0.30272
2016-04-19,23650.0,57104.0,0.09081
2016-04-20,23350.0,62485.0,0.11099
2016-04-21,23350.0,47783.0,0.31281
2016-04-22,23100.0,68525.0,0.29263
2016-04-25,23900.0,242692.0,0.3229
2016-04-26,24250.0,158906.0,0.30272
2016-04-27,23950.0,74372.0,0.2119
2016-04-28,23650.0,65968.0,0.27245
2016-04-29,23600.0,48799.0,0.15136
2016-05-02,23100.0,58765.0,0.17154
2016-05-03,23550.0,48084.0,0.12108
2016-05-04,22150.0,301006.0,0.20181
2016-05-09,22450.0,83992.0,0.17154
2016-05-10,23050.0,154257.0,0.23208
2016-05-11,22550.0,102839.0,0.13118
2016-05-12,22350.0,83395.0,0.28254
2016-05-13,21900.0,125008.0,0.22199000000000002
2016-05-16,22050.0,55991.0,0.24216999999999997
2016-05-17,21800.0,63106.0,0.28254
2016-05-18,21400.0,73754.0,0.14127
2016-05-19,20600.0,120973.0,0.08072
2016-05-20,20950.0,53312.0,0.15136
2016-05-23,21000.0,46016.0,0.28254
2016-05-24,20400.0,83842.0,0.17154
2016-05-25,20500.0,72700.0,0.18162999999999999
2016-05-26,20000.0,109609.0,0.14127
2016-05-27,20300.0,90140.0,0.30272
2016-05-30,20050.0,88866.0,0.27245
2016-05-31,20050.0,68074.0,0.12108
2016-06-01,21400.0,169317.0,0.26236
2016-06-02,21500.0,95206.0,0.28254
2016-06-03,21500.0,62123.0,0.26236
2016-06-07,22250.0,157419.0,0.26236
2016-06-08,22300.0,74397.0,0.28254
2016-06-09,22300.0,109601.0,0.14127
2016-06-10,22250.0,54207.0,0.05045
2016-06-13,21600.0,69976.0,0.35317
2016-06-14,21350.0,31846.0,0.26236
2016-06-15,21500.0,56076.0,0.19172
2016-06-16,20700.0,60589.0,0.20181
2016-06-17,20700.0,40580.0,0.14127
2016-06-20,21300.0,31448.0,0.56508
2016-06-21,21600.0,39212.0,0.40363000000000004
2016-06-22,21400.0,39912.0,0.46416999999999997
2016-06-23,20950.0,42157.0,0.51463
2016-06-24,19900.0,227055.0,0.34308
2016-06-27,19650.0,103881.0,0.47426
2016-06-28,20100.0,68932.0,0.63572
2016-06-29,20600.0,54769.0,0.49445
2016-06-30,21600.0,100576.0,0.88799
2016-07-01,21800.0,71388.0,2.42179
2016-07-04,22100.0,126940.0,2.50252
