period,price,volume
2015-12-30,1810,8410
2016-01-04,1778,5867
2016-01-05,1782,6070
2016-01-06,1750,8761
2016-01-07,1704,18876
2016-01-08,1700,13873
2016-01-11,1630,35661
2016-01-12,1644,6762
2016-01-13,1648,13347
2016-01-14,1648,6667
2016-01-15,1656,2984
2016-01-18,1638,76920
2016-01-19,1576,62779
2016-01-20,1516,10426
2016-01-21,1474,10689
2016-01-22,1506,15211
2016-01-25,1524,15282
2016-01-26,1530,6058
2016-01-27,1546,6128
2016-01-28,1552,6411
2016-01-29,1540,6053
2016-02-01,1536,13835
2016-02-02,1530,9775
2016-02-03,1528,3249
2016-02-04,1552,4204
2016-02-05,1614,10048
2016-02-11,1540,10111
2016-02-12,1512,18864
2016-02-15,1552,5876
2016-02-16,1560,3018
2016-02-17,1586,9984
2016-02-18,1658,6328
2016-02-19,1660,5938
2016-02-22,1672,4083
2016-02-23,1652,4887
2016-02-24,1660,2689
2016-02-25,1708,5809
2016-02-26,1680,1718
2016-02-29,1694,3485
2016-03-02,1736,18133
2016-03-03,1746,8820
2016-03-04,1758,5003
2016-03-07,1778,8049
2016-03-08,1798,12796
2016-03-09,1832,12184
2016-03-10,1800,2887
2016-03-11,1748,7868
2016-03-14,1804,4493
2016-03-15,1798,1972
2016-03-16,1794,375
2016-03-17,1766,2567
2016-03-18,1700,18275
2016-03-21,1760,6302
2016-03-22,1702,4053
2016-03-23,1718,1778
2016-03-24,1690,11593
2016-03-25,1710,7290
2016-03-28,1710,5550
2016-03-29,1750,7722
2016-03-30,1760,2414
2016-03-31,1780,6415
2016-04-01,1784,1831
2016-04-04,1800,1269
2016-04-05,1790,1113
2016-04-06,1820,10957
2016-04-07,1830,4641
2016-04-08,1832,383
2016-04-11,1852,23318
2016-04-12,1838,3086
2016-04-14,1840,15018
2016-04-15,1862,5188
2016-04-18,1880,10175
2016-04-19,1860,3926
2016-04-20,1862,3037
2016-04-21,1852,2847
2016-04-22,1866,2285
2016-04-25,1840,5164
2016-04-26,1868,19758
2016-04-27,1872,5871
2016-04-28,1892,9385
2016-04-29,1870,572
2016-05-02,1830,2903
2016-05-03,1858,2089
2016-05-04,1840,2657
2016-05-09,1808,5892
2016-05-10,1836,3074
2016-05-11,1822,3736
2016-05-12,1832,4496
2016-05-13,1806,4919
2016-05-16,1798,2434
2016-05-17,1788,475
2016-05-18,1760,4795
2016-05-19,1716,3365
2016-05-20,1738,3233
2016-05-23,1734,3038
2016-05-24,1756,5554
2016-05-25,1756,5739
2016-05-26,1752,1437
2016-05-27,1754,9201
