period,price,volume
2015-12-30,2244,73662
2016-01-04,2182,87731
2016-01-05,2142,152939
2016-01-06,2177,96786
2016-01-07,2173,57564
2016-01-08,2169,141853
2016-01-11,2142,93568
2016-01-12,2169,138507
2016-01-13,2164,121052
2016-01-14,2107,73519
2016-01-15,2094,122642
2016-01-18,2041,124810
2016-01-19,1961,127201
2016-01-20,1878,241689
2016-01-21,1812,130217
2016-01-22,1803,194985
2016-01-25,1878,72303
2016-01-26,1882,25725
2016-01-27,1878,63345
2016-01-28,1895,50355
2016-01-29,1887,67092
2016-02-01,1895,71992
2016-02-02,1878,64024
2016-02-03,1851,67628
2016-02-04,1873,84947
2016-02-05,1891,38757
2016-02-11,1864,151134
2016-02-12,1869,198709
2016-02-15,2050,298992
2016-02-16,2067,197007
2016-02-17,2089,186267
2016-02-18,2125,224066
2016-02-19,2133,268684
2016-02-22,2129,122719
2016-02-23,2147,131382
2016-02-24,2151,233233
2016-02-25,2023,470772
2016-02-26,2036,172577
2016-02-29,2098,72507
2016-03-02,2111,151804
2016-03-03,2125,126396
2016-03-04,2111,234461
2016-03-07,2116,140525
2016-03-08,2116,54944
2016-03-09,2116,57820
2016-03-10,2107,81919
2016-03-11,2063,456645
2016-03-14,2067,114155
2016-03-15,2067,68714
2016-03-16,2058,70852
2016-03-17,2098,175363
2016-03-18,2098,119614
2016-03-21,2173,225822
2016-03-22,2204,306155
2016-03-23,2186,96494
2016-03-24,2222,142500
2016-03-25,2230,107325
2016-03-28,2142,137236
2016-03-29,2138,73227
2016-03-30,2182,47706
2016-03-31,2186,129659
2016-04-01,2182,95050
2016-04-04,2191,64067
2016-04-05,2208,104793
2016-04-06,2204,79485
2016-04-07,2204,96593
2016-04-08,2208,49983
2016-04-11,2226,52649
2016-04-12,2217,60659
2016-04-14,2195,118421
2016-04-15,2345,525523
2016-04-18,2314,311313
2016-04-19,2327,132288
2016-04-20,2517,928548
2016-04-21,2627,429848
2016-04-22,2680,4144712
2016-04-25,2583,747550
2016-04-26,2424,571184
2016-04-27,2385,271091
2016-04-28,2468,397269
2016-04-29,2451,151270
2016-05-02,2385,160634
2016-05-03,2442,208580
2016-05-04,2266,466151
2016-05-09,2199,306242
2016-05-10,2230,87583
2016-05-11,2248,133946
2016-05-12,2244,115651
2016-05-13,2248,74987
2016-05-16,2169,193976
2016-05-17,2199,179359
2016-05-18,2120,192664
2016-05-19,2094,84981
2016-05-20,2089,125137
2016-05-23,2160,278312
2016-05-24,2107,91287
2016-05-25,2080,105610
2016-05-26,2173,396258
2016-05-27,2376,1038730
2016-05-30,2442,1465005
2016-05-31,2521,480136
2016-06-01,2468,288322
2016-06-02,2380,229306
2016-06-03,2336,298269
2016-06-07,2305,270325
2016-06-08,2420,414344
2016-06-09,2385,259760
2016-06-10,2314,175564
2016-06-13,2327,331824
2016-06-14,2424,549093
2016-06-15,2433,259600
2016-06-16,2345,249095
