period,price,volume
2015-12-30,13600,12065
2016-01-04,12900,16138
2016-01-05,13400,17993
2016-01-06,13400,18893
2016-01-07,14400,126899
2016-01-08,14400,77049
2016-01-11,14450,30840
2016-01-12,14800,33865
2016-01-13,14700,25699
2016-01-14,14800,27082
2016-01-15,14550,32202
2016-01-18,14850,34771
2016-01-19,15650,73829
2016-01-20,15350,79798
2016-01-21,15400,25530
2016-01-22,15050,25397
2016-01-25,15100,23941
2016-01-26,14950,13024
2016-01-27,14950,16605
2016-01-28,15600,36294
2016-01-29,15850,29872
2016-02-01,16200,41880
2016-02-02,16100,72199
2016-02-03,16000,42971
2016-02-04,16000,39694
2016-02-05,15700,22130
2016-02-11,15500,23837
2016-02-12,15300,59597
2016-02-15,15850,52233
2016-02-16,15850,36199
2016-02-17,16100,103507
2016-02-18,16550,62121
2016-02-19,16100,56580
2016-02-22,16250,27735
2016-02-23,16450,31643
2016-02-24,17000,60777
2016-02-25,17250,32961
2016-02-26,17250,27707
2016-02-29,17100,23807
2016-03-02,16900,25457
2016-03-03,17000,40159
2016-03-04,16550,46611
2016-03-07,17050,39588
2016-03-08,16600,36169
2016-03-09,16650,27953
2016-03-10,16250,43389
2016-03-11,16250,25860
2016-03-14,16450,19664
2016-03-15,16900,42132
2016-03-16,16250,46878
2016-03-17,16150,54092
2016-03-18,16850,34142
2016-03-21,16400,34248
2016-03-22,16650,17641
2016-03-23,16550,13234
2016-03-24,15800,44542
2016-03-25,16050,7105
2016-03-28,15850,15778
2016-03-29,16050,20655
2016-03-30,15800,42098
2016-03-31,15300,34608
2016-04-01,15150,42970
2016-04-04,15850,36699
2016-04-05,15600,21851
2016-04-06,15750,19538
2016-04-07,15600,22253
2016-04-08,15300,26646
2016-04-11,15250,30669
2016-04-12,14850,41041
2016-04-14,14950,34390
2016-04-15,15200,26707
2016-04-18,14900,24577
2016-04-19,15050,19081
2016-04-20,15500,42880
2016-04-21,15700,29095
2016-04-22,15850,22395
2016-04-25,15550,14232
2016-04-26,15500,18698
2016-04-27,15500,10192
2016-04-28,15750,30159
2016-04-29,15500,18284
2016-05-02,15250,16105
2016-05-03,15300,21574
2016-05-04,15000,23479
2016-05-09,15050,9686
2016-05-10,15100,11027
2016-05-11,14950,14290
2016-05-12,15150,17925
2016-05-13,15200,9299
2016-05-16,14900,22141
2016-05-17,14600,47992
2016-05-18,14100,35666
2016-05-19,14100,19022
2016-05-20,14350,14023
2016-05-23,14300,20845
2016-05-24,14100,15106
2016-05-25,13950,18298
2016-05-26,13900,14948
2016-05-27,13800,38729
2016-05-30,14100,21360
2016-05-31,14200,16840
2016-06-01,14100,21446
2016-06-02,14000,19729
2016-06-03,14050,18921
2016-06-07,14250,26781
2016-06-08,14650,46818
2016-06-09,15200,89136
2016-06-10,14750,26580
2016-06-13,14350,15442
2016-06-14,14100,31521
2016-06-15,13950,24238
2016-06-16,13550,34832
2016-06-17,13650,28966
2016-06-20,13850,29190
2016-06-21,13700,9891
2016-06-22,13950,5449
2016-06-23,13750,11367
2016-06-24,13350,31240
2016-06-27,13100,24899
2016-06-28,13350,15117
2016-06-29,13400,21676
2016-06-30,13400,21113
2016-07-01,13650,10005
2016-07-04,13750,8029
2016-07-05,13800,9433
2016-07-06,13850,25861
2016-07-07,13900,14188
2016-07-08,13800,15157
2016-07-11,13950,10948
2016-07-12,14000,10511
2016-07-13,13850,9754
2016-07-14,13700,11946
2016-07-15,13900,21858
2016-07-18,14050,17704
2016-07-19,14050,15536
2016-07-20,14100,9394
2016-07-21,13900,16892
2016-07-22,14150,12151
2016-07-25,13900,14355
2016-07-26,14000,11513
2016-07-27,13700,22217
2016-07-28,13600,19551
2016-07-29,13650,22068
2016-08-01,13400,14240
2016-08-02,13300,24538
2016-08-03,13200,14795
2016-08-04,13250,48131
2016-08-05,13000,44005
2016-08-08,13000,35348
2016-08-09,13150,30915
2016-08-10,13050,22827
2016-08-11,13000,20345
2016-08-12,13600,40899
2016-08-16,13650,13960
2016-08-17,13500,13540
2016-08-18,13350,11625
2016-08-19,13050,33229
2016-08-22,12850,14456
2016-08-23,12950,16335
2016-08-24,13050,17134
2016-08-25,12800,30548
2016-08-26,12850,16063
2016-08-29,12650,14854
2016-08-30,12850,13316
2016-08-31,12650,10500
2016-09-01,12500,25369
2016-09-02,12550,23738
2016-09-05,12900,14391
2016-09-06,12600,18548
2016-09-07,12800,15437
2016-09-08,12800,10633
2016-09-09,12700,23407
2016-09-12,12300,24307
2016-09-13,12450,28349
2016-09-19,12350,15813
2016-09-20,12500,26649
2016-09-21,12550,10094
2016-09-22,12700,11846
2016-09-23,12850,18061
2016-09-26,12750,9952
2016-09-27,12850,8603
2016-09-28,12750,7037
2016-09-29,12950,7524
2016-09-30,12450,17771
2016-10-04,12550,8658
2016-10-05,12450,23773
2016-10-06,12200,38637
2016-10-07,12350,30575
2016-10-10,12600,21589
2016-10-11,12450,24776
2016-10-12,12550,14339
2016-10-13,12450,22375
2016-10-14,12750,22108
2016-10-17,12400,22833
2016-10-18,12250,19123
2016-10-19,12300,10852
2016-10-20,12300,9992
2016-10-21,11900,75255
2016-10-24,11550,51093
2016-10-25,11600,17701
2016-10-26,11300,21169
2016-10-27,11450,14446
2016-10-28,11750,38989
2016-10-31,11950,23389
2016-11-01,11600,13049
2016-11-02,11150,50595
2016-11-03,11200,23053
2016-11-04,11450,17672
2016-11-07,11300,20248
2016-11-08,11850,45334
2016-11-09,11950,61999
2016-11-10,12200,37775
2016-11-11,12350,18639
2016-11-14,12750,47465
2016-11-15,12850,63012
2016-11-16,12950,35903
2016-11-17,12850,32079
2016-11-18,12850,16499
2016-11-21,12400,14386
2016-11-22,12350,19764
2016-11-23,11950,62735
2016-11-24,11900,43348
2016-11-25,11950,36393
2016-11-28,12100,14142
2016-11-29,12200,11568
2016-11-30,12200,8827
2016-12-01,12100,8668
2016-12-02,12400,24850
2016-12-05,12050,21600
2016-12-06,12150,24096
2016-12-07,12150,15988
2016-12-08,12150,23550
2016-12-09,12100,7235
2016-12-12,12250,27839
2016-12-13,12200,17693
2016-12-14,12150,13068
2016-12-15,12250,15088
2016-12-16,12150,34560
2016-12-19,12250,10409
2016-12-20,12350,24450
2016-12-21,12300,16878
2016-12-22,12400,23570
2016-12-23,12400,15922
2016-12-26,12600,34744
2016-12-27,12600,36612
2016-12-28,12350,17012
2016-12-29,12450,8431
2017-01-02,12400,11650
2017-01-03,12650,17194
2017-01-04,12550,16506
2017-01-05,12500,11191
2017-01-06,12350,13034
2017-01-09,12000,29787
2017-01-10,11900,20723
2017-01-11,11850,24991
2017-01-12,11800,26425
2017-01-13,11900,13948
2017-01-16,12000,16307
2017-01-17,12050,14087
2017-01-18,12100,7991
2017-01-19,11750,18484
2017-01-20,11900,12201
2017-01-23,11850,6201
2017-01-24,11650,19673
2017-01-25,11450,21257
2017-01-26,11250,29934
2017-01-31,10950,46585
2017-02-01,11450,17881
2017-02-02,11400,11171
2017-02-03,11350,11331
2017-02-06,11400,8818
2017-02-07,11400,12641
2017-02-08,11600,23484
2017-02-09,11650,7252
2017-02-10,11850,19278
2017-02-13,11900,17574
2017-02-14,11950,9221
2017-02-15,12050,17083
2017-02-16,11700,15695
2017-02-17,11650,20280
2017-02-20,11650,8537
2017-02-21,11800,11867
2017-02-22,11700,7664
2017-02-23,11600,23402
2017-02-24,11700,13752
2017-02-27,11750,9408
2017-02-28,11700,11206
2017-03-02,11600,15595
2017-03-03,11650,12431
2017-03-06,11500,16886
2017-03-07,11550,5843
2017-03-08,11500,17706
2017-03-09,11650,16397
2017-03-10,11400,31099
2017-03-13,11450,10827
2017-03-14,11250,30785
2017-03-15,11250,12553
2017-03-16,11350,19216
2017-03-17,11150,30135
2017-03-20,11200,10717
2017-03-21,11100,22486
2017-03-22,11000,26947
2017-03-23,11100,27678
2017-03-24,11200,21114
2017-03-27,11200,30319
2017-03-28,11200,23739
2017-03-29,11050,26535
2017-03-30,11100,38129
2017-03-31,11450,29390
2017-04-03,11200,22166
2017-04-04,11150,15450
2017-04-05,11100,24219
2017-04-06,11050,27655
2017-04-07,11000,29824
2017-04-10,10800,27457
2017-04-11,10800,20359
2017-04-12,10800,21819
2017-04-13,10950,22509
2017-04-14,10800,18288
2017-04-17,11100,32215
2017-04-18,11150,26476
2017-04-19,11050,26171
2017-04-20,11100,27327
2017-04-21,11300,41089
2017-04-24,11150,16671
2017-04-25,11200,22132
2017-04-26,11250,8479
2017-04-27,11150,12410
2017-04-28,11100,14202
2017-05-02,11250,12565
2017-05-04,11200,23671
2017-05-08,11350,19520
2017-05-10,11250,41362
2017-05-11,11500,30902
2017-05-12,11400,30743
2017-05-15,11550,38105
2017-05-16,11750,51028
2017-05-17,11850,46195
2017-05-18,11550,82190
2017-05-19,11800,81103
2017-05-22,11700,53061
2017-05-23,11700,27513
2017-05-24,11850,36942
2017-05-25,12050,63902
2017-05-26,11900,27086
2017-05-29,11750,71508
2017-05-30,11750,32861
2017-05-31,11800,87883
2017-06-01,11900,20443
2017-06-02,12100,61973
2017-06-05,11750,70139
2017-06-07,11650,88974
2017-06-08,12150,257542
2017-06-09,12400,127404
2017-06-12,12100,36420
2017-06-13,12100,19738
2017-06-14,12000,26054
2017-06-15,11950,32826
2017-06-16,11950,32008
2017-06-19,11950,37138
2017-06-20,12000,33177
2017-06-21,11850,33291
2017-06-22,12100,50530
2017-06-23,11900,24534
2017-06-26,11750,25444
2017-06-27,11700,19524
2017-06-28,11750,18681
2017-06-29,11600,75475
2017-06-30,11550,41058
2017-07-03,11550,21773
2017-07-04,11500,10258
2017-07-05,11400,8427
2017-07-06,11500,13703
2017-07-07,11400,14359
2017-07-10,10950,70740
2017-07-11,11050,24690
2017-07-12,10900,20716
2017-07-13,11050,20321
2017-07-14,10950,8792
2017-07-17,11000,15379
2017-07-18,11150,20448
2017-07-19,11100,30630
2017-07-20,11250,15840
2017-07-21,11200,11797
2017-07-24,11350,25791
2017-07-25,11300,11335
2017-07-26,11300,15388
2017-07-27,11600,39632
2017-07-28,11550,32702
2017-07-31,11550,17686
2017-08-01,11600,18592
2017-08-02,11600,6975
2017-08-03,11450,14714
