period,price,volume
2015-12-30,1870,626767
2016-01-04,2100,614280
2016-01-05,2025,210276
2016-01-06,1980,96322
2016-01-07,1905,62934
2016-01-08,1885,31840
2016-01-11,1890,16001
2016-01-12,1840,37931
2016-01-13,1835,92861
2016-01-14,1815,61532
2016-01-15,1800,58142
2016-01-18,1835,21297
2016-01-19,1820,45246
2016-01-20,1795,43852
2016-01-21,1805,348579
2016-01-22,1800,13941
2016-01-25,1800,29703
2016-01-26,1775,27405
2016-01-27,1775,76006
2016-01-28,1765,245968
2016-01-29,1710,134918
2016-02-01,1660,240318
2016-02-02,1680,40096
2016-02-03,1670,56910
2016-02-04,1595,103157
2016-02-05,1525,303926
2016-02-11,1460,79756
2016-02-12,1350,76576
2016-02-15,1360,64440
2016-02-16,1080,1897718
2016-02-17,1085,555943
2016-02-18,1090,288561
2016-02-19,1090,228251
2016-02-22,1160,254499
2016-02-23,1135,117368
2016-02-24,1475,2510440
2016-02-25,1545,3437610
2016-02-26,1515,661749
2016-02-29,1435,194787
2016-03-02,1440,136647
2016-03-03,1400,88096
2016-03-04,1410,57872
2016-03-07,1440,98797
2016-03-08,1410,80142
2016-03-09,1420,126118
2016-03-10,1400,61723
2016-03-11,1435,81948
2016-03-14,1430,59135
2016-03-15,1425,58805
2016-03-16,1420,77662
2016-03-17,1425,57865
2016-03-18,1435,50931
2016-03-21,1460,65971
2016-03-22,1460,67452
2016-03-23,1475,49184
2016-03-24,1480,56908
2016-03-25,1430,75064
2016-03-28,1425,322765
2016-03-29,1430,37546
2016-03-30,1415,64328
2016-03-31,1500,409863
2016-04-01,1815,4397956
2016-04-04,1670,1167423
2016-04-05,1640,414816
2016-04-06,1680,499288
2016-04-07,1700,205127
2016-04-08,1720,158465
2016-04-11,1750,122801
2016-04-12,1695,90276
2016-04-14,1615,112782
2016-04-15,1735,866837
2016-04-18,1910,798722
2016-04-19,1915,192172
2016-04-20,1995,165407
2016-04-21,2380,1410008
2016-04-22,2290,288676
2016-04-25,2270,134932
2016-04-26,2250,67923
2016-04-27,2290,116037
2016-04-28,2285,87149
2016-04-29,2345,354941
2016-05-02,2485,328287
2016-05-03,2330,134598
2016-05-04,2175,241859
2016-05-09,2090,77099
2016-05-10,2130,60905
2016-05-11,2225,79560
2016-05-12,2380,839222
2016-05-13,2470,285909
2016-05-16,2445,112497
2016-05-17,2435,144694
2016-05-18,2600,268016
2016-05-19,2485,153353
2016-05-20,2500,288291
2016-05-23,2495,156543
2016-05-24,2360,121926
2016-05-25,2350,77992
2016-05-26,2650,297691
2016-05-27,3295,892027
2016-05-30,2925,497068
2016-05-31,3090,170358
2016-06-01,2990,127700
2016-06-02,2870,167793
2016-06-03,2815,124595
2016-06-07,2980,206885
2016-06-08,2960,71685
2016-06-09,2960,82689
2016-06-10,2955,48928
2016-06-13,3000,78944
2016-06-14,3900,2291859
2016-06-15,5070,137210
2016-06-16,6590,466708
2016-06-17,8560,2904046
2016-06-20,11100,130577
2016-06-21,11100,0
2016-06-22,14400,959903
2016-06-23,13750,7241241
2016-06-24,16000,6715471
2016-06-27,15300,2333160
2016-06-28,13500,1930846
2016-06-29,13700,1042177
2016-06-30,12000,1245215
2016-07-01,12200,684483
2016-07-04,11950,535918
2016-07-05,15500,3647282
2016-07-06,15700,4618047
2016-07-07,13250,2488580
2016-07-08,14800,1665464
2016-07-11,15400,1138609
2016-07-12,17300,2576048
2016-07-13,16500,1481738
2016-07-14,15450,1737597
2016-07-15,13200,1937686
2016-07-18,12350,2431683
2016-07-19,10450,4158789
2016-07-20,10100,2271834
2016-07-21,10100,1264636
2016-07-22,10250,1162730
2016-07-25,10150,666874
2016-07-26,10350,1861245
2016-07-27,10400,506585
2016-07-28,10150,579424
2016-07-29,9820,565008
2016-08-01,8950,3259381
2016-08-02,6270,7728695
2016-08-03,6370,8679776
2016-08-04,6430,1739094
2016-08-05,7990,7503235
2016-08-08,8500,3889823
2016-08-09,7850,2333317
2016-08-10,6910,1995463
2016-08-11,7000,1630941
2016-08-12,7050,484553
2016-08-16,6830,401246
2016-08-17,6870,403783
2016-08-18,7070,382873
2016-08-19,6930,391183
2016-08-22,7020,612912
2016-08-23,6880,378923
2016-08-24,6810,319821
2016-08-25,6800,254490
