period,price,volume
2015-12-30,2190,466706
2016-01-04,2085,689388
2016-01-05,2045,652929
2016-01-06,2060,461716
2016-01-07,2040,404465
2016-01-08,1960,637365
2016-01-11,1945,373117
2016-01-12,1945,413478
2016-01-13,2035,760675
2016-01-14,1995,500778
2016-01-15,2000,751022
2016-01-18,1955,382598
2016-01-19,1950,843592
2016-01-20,1795,1686125
2016-01-21,1840,671949
2016-01-22,1840,512009
2016-01-25,1915,708437
2016-01-26,1870,486095
2016-01-27,1890,493685
2016-01-28,1940,761888
2016-01-29,1990,1513599
2016-02-01,1925,440399
2016-02-02,1910,359858
2016-02-03,1885,609673
2016-02-04,1945,649440
2016-02-05,1925,438378
2016-02-11,1815,1026755
2016-02-12,1700,1649205
2016-02-15,1830,8856216
2016-02-16,1835,1795423
2016-02-17,1960,3776557
2016-02-18,1975,1509773
2016-02-19,2035,877558
2016-02-22,2130,1570760
2016-02-23,2075,1094419
2016-02-24,2045,764922
2016-02-25,2025,1051987
2016-02-26,2025,531088
2016-02-29,1990,844447
2016-03-02,1995,789105
2016-03-03,1920,1593993
2016-03-04,1930,609985
2016-03-07,1945,827415
2016-03-08,1930,776711
2016-03-09,2135,3640296
2016-03-10,2150,2146619
2016-03-11,2230,2214731
2016-03-14,2200,760395
2016-03-15,2195,904866
2016-03-16,2175,709510
2016-03-17,2175,507786
2016-03-18,2170,839014
2016-03-21,2275,2003220
2016-03-22,2310,2308727
2016-03-23,2345,2126405
2016-03-24,2320,2155730
2016-03-25,2345,975953
2016-03-28,2315,883702
2016-03-29,2575,6864576
2016-03-30,2460,3271187
2016-03-31,2450,1677836
2016-04-01,2365,2094668
2016-04-04,2310,2527706
2016-04-05,2325,1568003
2016-04-06,2410,1930512
2016-04-07,2315,1490759
2016-04-08,2290,1879568
2016-04-11,2340,1131297
2016-04-12,2305,1084479
2016-04-14,2220,1750865
2016-04-15,2340,2354112
2016-04-18,2385,4187558
2016-04-19,2450,1435014
2016-04-20,2460,1231698
2016-04-21,2460,1052666
2016-04-22,2440,1309276
2016-04-25,2355,1263885
2016-04-26,2395,928340
2016-04-27,2315,1075680
2016-04-28,2355,772261
2016-04-29,2340,582918
2016-05-02,2270,932708
2016-05-03,2295,592879
2016-05-04,2270,588475
2016-05-09,2200,1069551
2016-05-10,2260,725309
2016-05-11,2250,830056
2016-05-12,2245,1022301
2016-05-13,2260,625543
2016-05-16,2290,1422454
2016-05-17,2245,962943
2016-05-18,2155,1192047
2016-05-19,2050,1426621
2016-05-20,2095,892520
2016-05-23,2110,761161
2016-05-24,2105,859216
2016-05-25,2110,801218
2016-05-26,2140,1002851
2016-05-27,2280,8392717
2016-05-30,2320,2668185
2016-05-31,2360,2866414
2016-06-01,2340,1380250
2016-06-02,2395,2288639
2016-06-03,2360,1080204
2016-06-07,2335,1050354
2016-06-08,2380,1418099
2016-06-09,2445,6821061
2016-06-10,2420,1514435
2016-06-13,2310,1310559
2016-06-14,2365,928765
2016-06-15,2340,762742
2016-06-16,2280,944917
2016-06-17,2270,983418
2016-06-20,2375,1404360
2016-06-21,2435,1870554
2016-06-22,2495,2818934
2016-06-23,2395,1900654
2016-06-24,2260,5783074
2016-06-27,2375,2504434
2016-06-28,2440,1998888
2016-06-29,2565,6884251
2016-06-30,2595,3172461
2016-07-01,2590,4082843
2016-07-04,2560,1933103
2016-07-05,2595,2382418
2016-07-06,2510,2407860
2016-07-07,2525,1393727
2016-07-08,2550,1468255
2016-07-11,2670,3948549
2016-07-12,2685,3142914
2016-07-13,2735,3334051
2016-07-14,2310,13724535
2016-07-15,2205,4442548
2016-07-18,2220,1748474
2016-07-19,2215,1628070
2016-07-20,2180,1698131
2016-07-21,2140,1714906
2016-07-22,2110,1437980
2016-07-25,2120,1354205
2016-07-26,2125,962424
2016-07-27,2080,1286436
2016-07-28,2065,804760
2016-07-29,2055,566415
2016-08-01,2010,853102
2016-08-02,2005,1173483
2016-08-03,1995,693474
2016-08-04,1985,630221
2016-08-05,2025,2440886
2016-08-08,2050,715676
2016-08-09,2035,565852
2016-08-10,2040,428782
2016-08-11,2070,1045124
2016-08-12,2070,803085
2016-08-16,2035,796614
2016-08-17,2020,688245
2016-08-18,2005,572546
2016-08-19,1985,612431
2016-08-22,1920,866113
2016-08-23,1880,1181328
2016-08-24,1895,596512
2016-08-25,1895,490650
2016-08-26,1900,558719
2016-08-29,1805,961570
2016-08-30,1840,694626
2016-08-31,1865,420693
2016-09-01,1885,291149
2016-09-02,1880,271840
2016-09-05,1890,378142
2016-09-06,1890,319032
2016-09-07,1890,366258
2016-09-08,1830,592206
2016-09-09,1825,344635
2016-09-12,1800,352888
2016-09-13,1840,392311
2016-09-19,1885,1362603
2016-09-20,1895,382154
2016-09-21,1880,423570
2016-09-22,1905,550568
2016-09-23,1905,269922
2016-09-26,1900,349882
2016-09-27,1885,451562
2016-09-28,1890,368146
2016-09-29,1895,260531
2016-09-30,1865,382829
2016-10-04,1905,392148
2016-10-05,1910,578624
2016-10-06,1895,253347
2016-10-07,1865,400829
2016-10-10,1845,235750
2016-10-11,1840,346608
2016-10-12,1830,218732
2016-10-13,1825,242771
2016-10-14,1795,423484
2016-10-17,1750,595508
2016-10-18,1755,306750
2016-10-19,1770,259918
2016-10-20,1745,314937
2016-10-21,1725,191495
2016-10-24,1700,214512
2016-10-25,1695,396667
2016-10-26,1675,526338
2016-10-27,1710,288316
2016-10-28,1725,94844
2016-10-31,1650,496882
2016-11-01,1610,591823
2016-11-02,1485,1122074
2016-11-03,1515,483833
