period,price,volume
2015-12-30,5180,79345
2016-01-04,5190,67815
2016-01-05,5200,176440
2016-01-06,5180,67331
2016-01-07,5160,49060
2016-01-08,5050,38248
2016-01-11,5110,26408
2016-01-12,5110,43565
2016-01-13,5070,117031
2016-01-14,5070,15829
2016-01-15,5190,30296
2016-01-18,5110,93050
2016-01-19,5100,64113
2016-01-20,4850,138882
2016-01-21,4925,36663
2016-01-22,4920,34835
2016-01-25,4920,29267
2016-01-26,4935,27673
2016-01-27,4855,72998
2016-01-28,4755,87074
2016-01-29,4800,80732
2016-02-01,4690,106199
2016-02-02,4600,78894
2016-02-03,4575,116234
2016-02-04,4580,70746
2016-02-05,4650,59255
2016-02-11,4450,56427
2016-02-12,4545,158677
2016-02-15,4765,47973
2016-02-16,4815,55075
2016-02-17,4850,69120
2016-02-18,4890,76072
2016-02-19,4950,80087
2016-02-22,4985,70558
2016-02-23,5040,68632
2016-02-24,5000,76686
2016-02-25,5060,71849
2016-02-26,5360,157577
2016-02-29,5310,132450
2016-03-02,5410,105449
2016-03-03,5700,97160
2016-03-04,5710,101629
2016-03-07,5840,241839
2016-03-08,5840,283398
2016-03-09,5840,107247
2016-03-10,5800,117612
2016-03-11,5610,112311
2016-03-14,5730,171829
2016-03-15,5730,89642
2016-03-16,5760,155434
2016-03-17,5730,132627
2016-03-18,5630,211258
2016-03-21,5730,112999
2016-03-22,5850,86701
2016-03-23,5800,98966
2016-03-24,5740,87556
2016-03-25,5880,135992
2016-03-28,5830,147924
2016-03-29,5700,160685
2016-03-30,5940,160432
2016-03-31,5990,155199
2016-04-01,5950,196242
2016-04-04,6000,134565
2016-04-05,6190,216115
2016-04-06,6140,166572
2016-04-07,6080,102752
2016-04-08,6020,104083
2016-04-11,6200,165937
2016-04-12,6130,86970
2016-04-14,6140,162790
2016-04-15,6140,157701
2016-04-18,6020,133520
2016-04-19,6000,141634
2016-04-20,6160,356726
2016-04-21,6240,229934
2016-04-22,6390,146732
2016-04-25,6440,145228
2016-04-26,6270,130937
2016-04-27,6350,133358
2016-04-28,6380,147744
2016-04-29,6420,103423
2016-05-02,6510,216158
2016-05-03,6440,92416
2016-05-04,6430,101919
2016-05-09,6370,81621
2016-05-10,6170,149303
2016-05-11,6310,163963
2016-05-12,6340,119499
2016-05-13,6480,104301
2016-05-16,6440,115321
2016-05-17,6330,150052
2016-05-18,6300,89780
2016-05-19,6240,132938
2016-05-20,6280,99802
2016-05-23,6150,230046
