period,price,volume
2015-12-30,12466,9199
2016-01-04,12226,1882
2016-01-05,12446,3837
2016-01-06,12446,1272
2016-01-07,12246,920
2016-01-08,12266,2069
2016-01-11,11945,1643
2016-01-12,11624,5989
2016-01-13,11624,4559
2016-01-14,11624,5965
2016-01-15,11424,5449
2016-01-18,11624,1658
2016-01-19,11624,7677
2016-01-20,11224,3106
2016-01-21,10883,3338
2016-01-22,11364,4200
2016-01-25,11484,1227
2016-01-26,11484,700
2016-01-27,11544,523
2016-01-28,11985,4278
2016-01-29,11925,2069
2016-02-01,12005,2959
2016-02-02,11985,5471
2016-02-03,11685,2805
2016-02-04,11865,2336
2016-02-05,11885,3056
2016-02-11,11925,5671
2016-02-12,11404,1844
2016-02-15,11564,2058
2016-02-16,11705,6224
2016-02-17,11685,2797
2016-02-18,11725,3123
2016-02-19,11705,1676
2016-02-22,11524,3578
2016-02-23,11624,2867
2016-02-24,11665,4459
2016-02-25,11865,18233
2016-02-26,12166,7490
2016-02-29,12045,2813
2016-03-02,12246,4733
2016-03-03,12827,3219
2016-03-04,12887,3576
2016-03-07,12566,2239
2016-03-08,12687,1580
2016-03-09,12927,3867
2016-03-10,12727,3058
2016-03-11,12827,4622
2016-03-14,12426,1466
2016-03-15,12526,1576
2016-03-16,12366,1839
2016-03-17,12586,2432
2016-03-18,12627,2380
2016-03-21,12627,1520
2016-03-22,12546,2525
2016-03-23,12747,2033
2016-03-24,12647,1591
2016-03-25,12607,1251
2016-03-28,12647,1584
2016-03-29,12867,2747
2016-03-30,13428,10660
2016-03-31,13228,2061
2016-04-01,13428,11677
2016-04-04,13408,5516
2016-04-05,13348,4177
2016-04-06,13609,6413
2016-04-07,13609,7164
2016-04-08,13689,5092
2016-04-11,14030,7326
2016-04-12,13769,2936
2016-04-14,13729,4364
2016-04-15,14009,5774
2016-04-18,13448,13918
2016-04-19,13428,5675
2016-04-20,13508,5559
2016-04-21,13428,6006
2016-04-22,13288,3945
2016-04-25,13208,2619
2016-04-26,13228,4644
2016-04-27,13408,9355
2016-04-28,13609,6570
2016-04-29,13909,5458
2016-05-02,13589,4048
2016-05-03,13869,5065
2016-05-04,13629,1366
2016-05-09,13569,1543
2016-05-10,13528,3024
2016-05-11,13528,1049
2016-05-12,13348,1369
2016-05-13,13248,981
2016-05-16,13488,1837
2016-05-17,13769,5295
2016-05-18,13689,1798
2016-05-19,13809,7921
2016-05-20,13609,5559
2016-05-23,13569,7067
2016-05-24,13569,6116
2016-05-25,13328,2416
2016-05-26,13248,3675
2016-05-27,13128,5588
2016-05-30,12947,6034
2016-05-31,12526,11760
2016-06-01,12266,6241
2016-06-02,12085,1410
2016-06-03,12085,8374
2016-06-07,12386,9598
2016-06-08,12246,3523
2016-06-09,12085,5098
2016-06-10,11925,8243
2016-06-13,12126,8949
2016-06-14,12045,2279
2016-06-15,11985,4563
2016-06-16,11945,3615
2016-06-17,12025,3507
2016-06-20,12146,1738
2016-06-21,12186,1978
2016-06-22,12366,3392
2016-06-23,12226,1402
2016-06-24,11785,5148
2016-06-27,11825,1900
2016-06-28,11945,4901
2016-06-29,12206,6697
2016-06-30,12286,4210
2016-07-01,12346,6757
2016-07-04,12366,1941
2016-07-05,12326,1537
2016-07-06,12246,1037
2016-07-07,12406,1777
2016-07-08,12246,2508
2016-07-11,12166,1793
2016-07-12,12085,1268
2016-07-13,12386,3299
2016-07-14,12266,1767
2016-07-15,12326,1830
2016-07-18,12386,3501
2016-07-19,12466,1780
2016-07-20,12426,1813
2016-07-21,12366,1280
2016-07-22,12266,3211
2016-07-25,12045,2724
2016-07-26,12226,2419
2016-07-27,12286,2124
2016-07-28,12366,2850
2016-07-29,12186,4123
2016-08-01,12286,2743
2016-08-02,12326,835
2016-08-03,12206,2342
2016-08-04,12286,3131
2016-08-05,12486,13848
2016-08-08,12486,13540
2016-08-09,12466,5796
2016-08-10,12687,4866
2016-08-11,12607,1421
2016-08-12,12867,4904
2016-08-16,13528,25672
2016-08-17,13789,12967
2016-08-18,13769,9009
2016-08-19,13589,8404
2016-08-22,13368,6204
2016-08-23,13388,2034
2016-08-24,13689,12833
2016-08-25,13709,3527
2016-08-26,13689,1295
2016-08-29,13448,4006
2016-08-30,13689,3788
2016-08-31,13528,2659
2016-09-01,13629,3324
2016-09-02,13629,3409
2016-09-05,13488,2361
2016-09-06,13368,2924
2016-09-07,13508,3827
2016-09-08,13569,2343
2016-09-09,13308,2780
2016-09-12,13148,2602
2016-09-13,13208,3196
2016-09-19,13007,1791
2016-09-20,12987,1292
2016-09-21,12887,2114
2016-09-22,12827,4489
2016-09-23,12707,2731
2016-09-26,12667,1498
2016-09-27,12987,1355
2016-09-28,12947,2548
2016-09-29,13328,2926
2016-09-30,12627,7380
2016-10-04,12707,4219
2016-10-05,12566,3908
2016-10-06,12446,1014
2016-10-07,12346,1460
2016-10-10,12607,2140
2016-10-11,12687,1350
2016-10-12,12727,1186
2016-10-13,12747,1220
2016-10-14,12747,760
2016-10-17,12807,1837
2016-10-18,12586,1352
2016-10-19,12747,1868
2016-10-20,12586,2316
2016-10-21,12386,5945
2016-10-24,12326,4480
2016-10-25,12506,540
2016-10-26,12426,1224
2016-10-27,12586,1392
2016-10-28,12366,1154
2016-10-31,12326,2294
2016-11-01,12426,2412
2016-11-02,12306,2115
2016-11-03,12366,947
2016-11-04,12406,319
2016-11-07,12426,705
2016-11-08,12466,1261
2016-11-09,12286,4101
2016-11-10,12406,1542
2016-11-11,12707,3987
2016-11-14,12827,3875
2016-11-15,12867,2633
2016-11-16,12707,2891
2016-11-17,12907,2298
2016-11-18,12667,2204
2016-11-21,12486,1426
2016-11-22,12566,1813
2016-11-23,12366,1747
2016-11-24,12146,4284
2016-11-25,12085,1114
2016-11-28,12085,488
2016-11-29,12566,6574
2016-11-30,12166,3228
2016-12-01,12226,573
2016-12-02,12146,1541
2016-12-05,11965,2906
2016-12-06,12366,3272
2016-12-07,12246,3698
2016-12-08,12426,4977
2016-12-09,12566,2935
2016-12-12,12747,3651
2016-12-13,12907,3544
2016-12-14,12607,3435
2016-12-15,12707,3111
2016-12-16,12486,2516
2016-12-19,12246,3309
2016-12-20,12286,4929
2016-12-21,12186,2194
2016-12-22,12246,1365
2016-12-23,12186,1262
2016-12-26,12266,1091
2016-12-27,12226,2049
2016-12-28,12166,987
2016-12-29,12266,601
2017-01-02,12226,1937
2017-01-03,12166,1619
2017-01-04,12226,3651
2017-01-05,12126,2503
2017-01-06,12085,3620
2017-01-09,12085,2493
2017-01-10,12025,2000
2017-01-11,12105,3444
2017-01-12,12186,783
2017-01-13,12126,646
2017-01-16,12005,1513
2017-01-17,12025,548
2017-01-18,12085,987
2017-01-19,12085,1273
