period,price,volume
2015-12-30,1215,1193093
2016-01-04,1190,1237222
2016-01-05,1185,1494524
2016-01-06,1215,3060388
2016-01-07,1180,2567681
2016-01-08,1185,1625890
2016-01-11,1220,2147388
2016-01-12,1220,2098200
2016-01-13,1225,1889094
2016-01-14,1255,10467859
2016-01-15,1255,2084164
2016-01-18,1245,1452602
2016-01-19,1235,2125508
2016-01-20,1170,3908125
2016-01-21,1155,2175200
2016-01-22,1190,1522103
2016-01-25,1205,1066475
2016-01-26,1195,1127939
2016-01-27,1160,1463388
2016-01-28,1160,1115145
2016-01-29,1155,1028946
2016-02-01,1215,2087070
2016-02-02,1200,1219272
2016-02-03,1215,6700858
2016-02-04,1250,2594828
2016-02-05,1250,2207427
2016-02-11,1175,3210137
2016-02-12,1080,3398048
2016-02-15,1100,1580511
2016-02-16,1135,1063049
2016-02-17,1155,2652001
2016-02-18,1170,3755621
2016-02-19,1175,1221174
2016-02-22,1190,1496806
2016-02-23,1160,1190125
2016-02-24,1135,1404226
2016-02-25,1135,1069232
2016-02-26,1135,902427
2016-02-29,1130,762304
2016-03-02,1145,1348735
2016-03-03,1135,1107223
2016-03-04,1115,1549815
2016-03-07,1130,1222984
2016-03-08,1135,1249907
2016-03-09,1135,667474
2016-03-10,1150,1594512
2016-03-11,1180,3076975
2016-03-14,1255,6529152
2016-03-15,1235,3146923
2016-03-16,1275,7451125
2016-03-17,1255,2285725
2016-03-18,1230,1621027
2016-03-21,1260,3099435
2016-03-22,1265,2845429
2016-03-23,1235,2066971
2016-03-24,1255,2095445
2016-03-25,1270,5561454
2016-03-28,1225,2192419
2016-03-29,1225,2144655
2016-03-30,1230,1773314
2016-03-31,1195,2754838
2016-04-01,1160,2356272
2016-04-04,1165,1654675
2016-04-05,1135,2058036
2016-04-06,1160,2094353
2016-04-07,1155,1335166
2016-04-08,1140,1371775
2016-04-11,1140,1324802
2016-04-12,1155,1959695
2016-04-14,1110,3537962
2016-04-15,1115,2475349
2016-04-18,1110,1452130
2016-04-19,1125,1147391
2016-04-20,1115,2692628
