period,price,volume
2015-12-30,12650,4108
2016-01-04,12800,9802
2016-01-05,12850,6442
2016-01-06,12800,11604
2016-01-07,12850,6143
2016-01-08,13000,14806
2016-01-11,13050,25527
2016-01-12,13050,15263
2016-01-13,12700,89785
2016-01-14,12300,12743
2016-01-15,12150,9825
2016-01-18,12200,6205
2016-01-19,12200,4699
2016-01-20,11800,5722
2016-01-21,11700,6443
2016-01-22,11700,5599
2016-01-25,12000,3543
2016-01-26,11750,1786
2016-01-27,12000,2630
2016-01-28,11850,2223
2016-01-29,12100,2809
2016-02-01,12100,8336
2016-02-02,11950,5333
2016-02-03,12150,2746
2016-02-04,12400,8031
2016-02-05,12150,3931
2016-02-11,11900,5580
2016-02-12,11700,10047
2016-02-15,11550,41755
2016-02-16,11800,6271
2016-02-17,12050,18236
2016-02-18,12000,4286
2016-02-19,12200,6961
2016-02-22,12250,1859
2016-02-23,12050,1882
2016-02-24,12200,2533
2016-02-25,12100,5787
2016-02-26,12400,6676
2016-02-29,12450,6486
2016-03-02,12500,3942
2016-03-03,12550,2572
2016-03-04,12650,4927
2016-03-07,12650,2331
2016-03-08,12300,5618
2016-03-09,12450,4421
2016-03-10,12300,2831
2016-03-11,12250,3986
2016-03-14,12450,4815
2016-03-15,12450,4283
2016-03-16,12650,9474
2016-03-17,13100,32739
2016-03-18,12850,14617
2016-03-21,13550,55811
2016-03-22,13100,21765
2016-03-23,12750,9434
2016-03-24,12950,8995
2016-03-25,13200,6405
2016-03-28,13000,4945
2016-03-29,12900,4828
2016-03-30,12900,3609
2016-03-31,13000,2512
2016-04-01,13100,3562
2016-04-04,13400,7554
2016-04-05,13300,3211
2016-04-06,13200,4651
2016-04-07,13000,5529
2016-04-08,13000,6873
2016-04-11,13000,1238
2016-04-12,12850,7732
2016-04-14,13000,5230
2016-04-15,13000,5191
2016-04-18,12900,3455
2016-04-19,13100,8117
2016-04-20,13100,3742
2016-04-21,13150,4306
2016-04-22,13450,15100
2016-04-25,13700,29091
2016-04-26,13550,8896
2016-04-27,13550,4922
2016-04-28,13300,9503
2016-04-29,13550,6841
2016-05-02,13850,18126
2016-05-03,13800,10098
2016-05-04,13450,9411
2016-05-09,13450,16838
2016-05-10,13400,12812
2016-05-11,13100,13287
2016-05-12,13300,18212
2016-05-13,13350,4403
2016-05-16,13150,10746
2016-05-17,13100,10330
2016-05-18,13500,9892
2016-05-19,12950,18121
2016-05-20,13000,8815
