period,price,volume
2015-12-30,1590,894138
2016-01-04,1545,833244
2016-01-05,1560,645103
2016-01-06,1670,3029242
2016-01-07,1590,2398737
2016-01-08,1560,1657922
2016-01-11,1520,666270
2016-01-12,1515,610239
2016-01-13,1570,728535
2016-01-14,1520,688645
2016-01-15,1530,516289
2016-01-18,1570,560028
2016-01-19,1630,5201686
2016-01-20,1580,2843066
2016-01-21,1790,6876562
2016-01-22,1740,13086487
2016-01-25,1810,3769823
2016-01-26,1900,5047315
2016-01-27,1925,5477187
2016-01-28,1790,2647164
2016-01-29,1755,2139828
2016-02-01,1705,1326315
2016-02-02,1670,1304012
2016-02-03,1620,1472783
2016-02-04,1645,715915
2016-02-05,1705,902639
2016-02-11,1650,868169
2016-02-12,1660,1129295
2016-02-15,1660,712175
2016-02-16,1815,3887074
2016-02-17,1765,1579901
2016-02-18,1855,2734834
2016-02-19,1800,1759421
2016-02-22,1865,1759966
2016-02-23,1775,2060344
2016-02-24,2305,9669261
2016-02-25,2400,26429903
2016-02-26,2230,8548535
2016-02-29,2115,5180565
2016-03-02,2615,33324532
2016-03-03,2590,15981626
2016-03-04,2520,4813583
2016-03-07,2690,8214169
2016-03-08,2460,6040361
2016-03-09,2425,4617252
2016-03-10,2310,3707561
2016-03-11,2310,3275134
2016-03-14,2315,1584847
2016-03-15,2480,10516892
2016-03-16,2420,3876660
2016-03-17,2565,4542506
2016-03-18,2655,7555244
2016-03-21,2750,17324000
2016-03-22,2550,5298498
2016-03-23,2505,2849631
2016-03-24,2475,3418436
2016-03-25,2310,3927722
2016-03-28,2265,2573381
2016-03-29,2300,1720862
2016-03-30,2320,1073713
2016-03-31,2295,1165097
2016-04-01,2295,833567
2016-04-04,2245,1147622
2016-04-05,2365,1885150
2016-04-06,2430,2673689
2016-04-07,2445,1069726
2016-04-08,2400,883264
2016-04-11,2530,2051143
2016-04-12,2530,805301
2016-04-14,2540,1108762
2016-04-15,2585,1401162
2016-04-18,2550,667165
2016-04-19,2605,967571
2016-04-20,2565,11116127
2016-04-21,2510,1759485
2016-04-22,2555,1189809
2016-04-25,2675,1818926
2016-04-26,2800,2628765
2016-04-27,2820,2772636
2016-04-28,2770,1058300
2016-04-29,2860,1498695
2016-05-02,2785,855711
2016-05-03,2935,6011639
2016-05-04,2870,991200
2016-05-09,2835,916914
2016-05-10,2950,1534370
2016-05-11,3050,3111054
2016-05-12,3060,1720803
2016-05-13,2895,1678755
2016-05-16,2535,4550242
2016-05-17,2445,2829058
2016-05-18,2335,1792267
2016-05-19,2345,1138671
2016-05-20,2435,1058743
2016-05-23,2440,957185
2016-05-24,2455,885357
2016-05-25,2375,877407
2016-05-26,2355,714111
2016-05-27,2365,476348
2016-05-30,2500,938674
2016-05-31,2485,833314
2016-06-01,2530,1436644
2016-06-02,2625,1377313
2016-06-03,2630,926254
2016-06-07,2615,782789
2016-06-08,2585,607382
2016-06-09,2540,514408
2016-06-10,2590,465248
2016-06-13,2550,834585
2016-06-14,2490,518121
2016-06-15,2525,454628
2016-06-16,2495,947408
2016-06-17,2560,1880222
2016-06-20,2720,1197247
2016-06-21,2720,1246795
2016-06-22,2730,675386
2016-06-23,2595,779651
2016-06-24,2370,1420301
2016-06-27,2350,994884
2016-06-28,2425,1143972
2016-06-29,2405,639698
2016-06-30,2435,821981
2016-07-01,2415,606083
2016-07-04,2480,684006
2016-07-05,2600,837600
2016-07-06,2590,2764416
2016-07-07,2565,668446
2016-07-08,2500,672276
2016-07-11,2510,323452
2016-07-12,2455,411086
2016-07-13,2530,631066
2016-07-14,2770,6684821
2016-07-15,2800,9477944
2016-07-18,2890,2735577
2016-07-19,2880,1645701
2016-07-20,3045,5668963
2016-07-21,2990,1654045
2016-07-22,2985,862769
2016-07-25,3105,1866952
2016-07-26,3005,8730233
2016-07-27,2985,1675559
2016-07-28,3155,1797859
2016-07-29,3275,2235608
2016-08-01,3155,1382028
2016-08-02,3125,899842
2016-08-03,3045,1231083
2016-08-04,3055,1009912
2016-08-05,3130,991075
2016-08-08,3280,2365408
2016-08-09,3190,668741
2016-08-10,3190,551243
2016-08-11,3105,505459
2016-08-12,3170,416514
2016-08-16,3105,315384
2016-08-17,3230,1195327
2016-08-18,3170,783488
2016-08-19,3460,6325593
2016-08-22,3590,11093830
2016-08-23,3670,6357939
2016-08-24,3455,1713821
2016-08-25,3285,1749946
2016-08-26,3380,1787370
2016-08-29,3565,1668745
2016-08-30,3525,1566090
2016-08-31,3650,2231570
2016-09-01,3630,814503
2016-09-02,3565,609882
2016-09-05,3540,692523
2016-09-06,3430,624094
2016-09-07,3615,1188810
2016-09-08,3550,1662877
2016-09-09,3395,610989
2016-09-12,3250,444826
2016-09-13,3260,550194
2016-09-19,3460,680094
2016-09-20,3450,411602
2016-09-21,3600,969656
2016-09-22,3770,2761122
