period,price,volume
2015-12-30,15500,37586
2016-01-04,15150,18832
2016-01-05,14950,29709
2016-01-06,15000,21459
2016-01-07,14850,39385
2016-01-08,14700,44303
2016-01-11,14200,42390
2016-01-12,13750,51407
2016-01-13,14150,26750
2016-01-14,14050,24601
2016-01-15,13800,22680
2016-01-18,13700,42803
2016-01-19,13850,14675
2016-01-20,13200,64578
2016-01-21,13000,28959
2016-01-22,13350,32414
2016-01-25,13600,28325
2016-01-26,13450,13147
2016-01-27,13550,17600
2016-01-28,13900,41016
2016-01-29,14150,18344
2016-02-01,14450,40143
2016-02-02,14450,30650
2016-02-03,14450,35521
2016-02-04,14500,32124
2016-02-05,14450,38168
2016-02-11,14150,38951
2016-02-12,13400,52940
2016-02-15,13600,19674
2016-02-16,13900,22956
2016-02-17,13900,25602
2016-02-18,14200,37925
2016-02-19,14350,37063
2016-02-22,14250,19861
2016-02-23,14000,35494
2016-02-24,13900,31523
2016-02-25,13850,43588
2016-02-26,14400,58351
2016-02-29,14750,56405
2016-03-02,14850,84568
2016-03-03,14750,42052
2016-03-04,14850,55629
2016-03-07,14900,49663
2016-03-08,15000,50364
2016-03-09,15000,41698
2016-03-10,15100,30946
2016-03-11,15400,34989
2016-03-14,15400,44803
2016-03-15,15000,63589
2016-03-16,15050,38964
2016-03-17,15000,52742
2016-03-18,14900,42474
2016-03-21,15100,72043
2016-03-22,15100,31375
2016-03-23,15200,37455
2016-03-24,15100,29997
2016-03-25,15050,37053
2016-03-28,14900,39761
2016-03-29,14950,31726
2016-03-30,14950,34440
2016-03-31,15050,33851
2016-04-01,15050,22341
2016-04-04,15100,20767
2016-04-05,15000,43899
2016-04-06,15650,87459
2016-04-07,15850,70180
2016-04-08,16050,68092
2016-04-11,16000,27641
2016-04-12,15850,32428
2016-04-14,15800,66917
2016-04-15,15750,20894
2016-04-18,15650,39656
2016-04-19,15700,33128
2016-04-20,15650,48908
2016-04-21,15700,37564
2016-04-22,16050,101119
2016-04-25,16000,31302
2016-04-26,15900,32739
2016-04-27,15900,31794
2016-04-28,15900,50219
2016-04-29,15950,30133
2016-05-02,15500,46421
2016-05-03,15550,15881
2016-05-04,15200,26287
2016-05-09,15250,26980
2016-05-10,15250,22349
2016-05-11,15400,30369
2016-05-12,15400,17149
2016-05-13,15400,13160
2016-05-16,15350,12950
2016-05-17,14950,36806
2016-05-18,14850,37674
2016-05-19,14650,21302
2016-05-20,14850,20620
2016-05-23,14650,18389
2016-05-24,14450,45184
2016-05-25,14450,73592
2016-05-26,14200,15682
2016-05-27,14250,7238
2016-05-30,14250,16194
2016-05-31,14350,22688
2016-06-01,14250,47105
2016-06-02,14150,45907
2016-06-03,14100,37408
2016-06-07,14050,26807
2016-06-08,14000,38175
2016-06-09,14000,26458
2016-06-10,14050,25417
2016-06-13,13900,20459
2016-06-14,13800,21020
2016-06-15,13750,57405
2016-06-16,13500,49387
2016-06-17,13400,26904
2016-06-20,13600,51819
2016-06-21,13500,35465
2016-06-22,13600,15761
2016-06-23,13350,20962
2016-06-24,12850,132867
2016-06-27,12750,39315
2016-06-28,12950,24423
2016-06-29,13400,41303
2016-06-30,13500,20915
2016-07-01,13700,16109
2016-07-04,13650,19873
2016-07-05,13550,12067
2016-07-06,13600,13111
2016-07-07,13650,28196
2016-07-08,13700,7844
2016-07-11,13650,22161
2016-07-12,13650,13923
2016-07-13,13800,28081
2016-07-14,13900,11911
2016-07-15,13900,33136
2016-07-18,13900,14521
2016-07-19,13800,17425
2016-07-20,13750,24758
2016-07-21,13650,23731
2016-07-22,13750,9598
2016-07-25,13950,18286
2016-07-26,14100,84907
2016-07-27,14000,24237
2016-07-28,13900,12223
2016-07-29,13900,20364
2016-08-01,13900,26068
2016-08-02,13750,28072
2016-08-03,13650,15805
2016-08-04,13700,9359
2016-08-05,13650,19493
2016-08-08,13650,18431
2016-08-09,13800,33225
2016-08-10,13850,18822
2016-08-11,14150,67370
2016-08-12,14400,67517
2016-08-16,14550,48109
2016-08-17,14800,90944
2016-08-18,14800,51340
2016-08-19,14600,37755
2016-08-22,14450,25181
2016-08-23,14500,36621
2016-08-24,14550,20430
2016-08-25,14500,14613
2016-08-26,14500,19377
2016-08-29,14150,35974
2016-08-30,14150,14859
2016-08-31,14150,16619
2016-09-01,14300,18799
2016-09-02,14300,20119
2016-09-05,14350,15201
2016-09-06,14450,20298
2016-09-07,14350,23190
2016-09-08,14150,34072
2016-09-09,14000,22752
2016-09-12,13750,18498
2016-09-13,13750,18952
2016-09-19,13850,13251
2016-09-20,14100,19942
2016-09-21,14250,7574
2016-09-22,14200,21865
2016-09-23,14250,18669
2016-09-26,14100,32306
2016-09-27,14200,27595
2016-09-28,14150,22785
2016-09-29,14500,65067
2016-09-30,14550,30289
2016-10-04,14700,22469
2016-10-05,14650,26792
2016-10-06,14650,32039
2016-10-07,14450,35715
2016-10-10,14550,12689
2016-10-11,14400,29864
2016-10-12,14450,22961
2016-10-13,14400,22776
2016-10-14,14600,31429
2016-10-17,14600,40101
2016-10-18,14450,30043
2016-10-19,14400,13624
2016-10-20,14700,53733
2016-10-21,14650,19153
2016-10-24,14500,14604
2016-10-25,14300,31279
2016-10-26,14250,30362
2016-10-27,14250,22713
2016-10-28,14300,12506
2016-10-31,14000,22926
2016-11-01,14000,20504
2016-11-02,13550,19880
2016-11-03,13900,21138
2016-11-04,13750,10534
2016-11-07,13700,45402
2016-11-08,13650,18282
2016-11-09,13100,75382
2016-11-10,13650,20664
2016-11-11,13500,26782
2016-11-14,14000,58406
2016-11-15,14050,39272
2016-11-16,14200,13344
2016-11-17,14250,10324
2016-11-18,14250,12288
2016-11-21,14200,15554
2016-11-22,14200,15937
2016-11-23,14150,13961
2016-11-24,13800,39737
2016-11-25,13900,20366
2016-11-28,14050,7852
2016-11-29,14250,21317
2016-11-30,14250,14372
2016-12-01,14200,16634
2016-12-02,14150,15584
2016-12-05,13650,37226
2016-12-06,13750,15977
2016-12-07,13750,15156
2016-12-08,13900,25452
2016-12-09,13900,5051
2016-12-12,14100,21761
2016-12-13,14200,23209
2016-12-14,14450,23556
2016-12-15,14600,19194
2016-12-16,14600,14563
2016-12-19,14550,10911
2016-12-20,14700,47064
2016-12-21,14850,41371
2016-12-22,14750,21701
2016-12-23,14800,21700
2016-12-26,14700,33373
2016-12-27,14800,79322
2016-12-28,14800,5196
2016-12-29,14750,10009
2017-01-02,14750,9665
2017-01-03,14750,28291
2017-01-04,14750,28628
2017-01-05,14750,20291
2017-01-06,14800,9542
2017-01-09,14700,20130
2017-01-10,14600,26031
2017-01-11,14400,26640
2017-01-12,14400,22935
2017-01-13,14450,8811
2017-01-16,14400,14546
2017-01-17,14150,32977
2017-01-18,14000,13223
2017-01-19,14000,11290
2017-01-20,14000,9435
2017-01-23,13700,18737
2017-01-24,13750,14134
2017-01-25,13800,8368
2017-01-26,14150,23453
2017-01-31,14050,11095
2017-02-01,14150,14935
2017-02-02,13900,24104
2017-02-03,13800,25303
2017-02-06,13950,5258
2017-02-07,13900,12341
2017-02-08,13900,15804
2017-02-09,13950,17075
2017-02-10,13850,33322
2017-02-13,13850,21564
2017-02-14,13850,17192
2017-02-15,14100,39386
2017-02-16,14150,15629
2017-02-17,14150,18981
2017-02-20,14150,13417
2017-02-21,14200,28808
2017-02-22,14250,24786
2017-02-23,14150,11705
2017-02-24,14150,15917
2017-02-27,13950,19848
2017-02-28,14100,13209
2017-03-02,13900,25162
2017-03-03,13800,25929
2017-03-06,14000,11320
2017-03-07,13950,11690
2017-03-08,14000,4992
2017-03-09,13800,11259
2017-03-10,13800,18097
2017-03-13,14100,66604
2017-03-14,14050,11660
2017-03-15,14050,12908
2017-03-16,14050,13654
2017-03-17,14150,24061
2017-03-20,14100,22623
2017-03-21,14000,13715
2017-03-22,13900,9897
2017-03-23,13800,22955
2017-03-24,13900,11278
2017-03-27,13850,13788
2017-03-28,13800,18863
2017-03-29,13750,10823
2017-03-30,13750,33404
2017-03-31,13700,24463
2017-04-03,13700,11847
2017-04-04,13800,34472
2017-04-05,13800,15608
2017-04-06,13750,16396
2017-04-07,13750,5940
2017-04-10,13600,22078
2017-04-11,13550,19769
2017-04-12,13750,13470
2017-04-13,13800,6178
2017-04-14,13750,8223
2017-04-17,13800,7649
2017-04-18,13800,10480
2017-04-19,13800,13020
