period,price,volume
2015-12-30,12996,104779
2016-01-04,12827,28555
2016-01-05,12869,28985
2016-01-06,13038,26479
2016-01-07,16914,245489
2016-01-08,19733,1187362
2016-01-11,17549,340661
2016-01-12,17055,193414
2016-01-13,22130,356843
2016-01-14,20650,632402
2016-01-15,19663,156967
2016-01-18,21002,434379
2016-01-19,20861,488414
2016-01-20,20086,97783
2016-01-21,20156,218771
2016-01-22,20156,67352
2016-01-25,19804,66292
2016-01-26,19592,44846
2016-01-27,19592,68638
2016-01-28,19592,43453
2016-01-29,19451,43069
2016-02-01,18817,48902
2016-02-02,19029,39326
2016-02-03,19804,95296
2016-02-04,20156,93566
2016-02-05,20227,43984
2016-02-11,20438,98370
2016-02-12,19592,59583
2016-02-15,19874,57904
2016-02-16,20509,96088
2016-02-17,20015,49137
2016-02-18,19592,122116
2016-02-19,19310,45659
2016-02-22,18817,45039
2016-02-23,18183,54368
2016-02-24,18253,40900
2016-02-25,18676,38031
2016-02-26,18817,35390
2016-02-29,18606,60151
2016-03-02,17478,73328
2016-03-03,17619,31763
2016-03-04,19381,980564
2016-03-07,20579,819780
2016-03-08,18817,389959
2016-03-09,18747,455988
2016-03-10,18324,128056
2016-03-11,18324,83772
2016-03-14,17901,87304
2016-03-15,17901,86341
2016-03-16,17830,64141
2016-03-17,18042,81706
2016-03-18,17971,57426
2016-03-21,17971,66928
2016-03-22,17690,64830
2016-03-23,17267,66796
2016-03-24,17267,83727
2016-03-25,16773,77343
2016-03-28,17690,98026
2016-03-29,17830,89778
2016-03-30,17337,77809
2016-03-31,17478,97659
2016-04-01,18112,66118
2016-04-04,19522,172671
2016-04-05,19592,235278
2016-04-06,19804,167394
2016-04-07,19733,1488293
2016-04-08,19170,199671
2016-04-11,18676,142664
2016-04-12,18324,100546
2016-04-14,18465,62756
2016-04-15,18253,74175
2016-04-18,17760,66947
2016-04-19,17760,76208
2016-04-20,17830,99151
2016-04-21,18183,386153
2016-04-22,17760,125666
2016-04-25,18253,116643
2016-04-26,18112,127971
2016-04-27,17196,148575
2016-04-28,18042,103236
2016-04-29,18394,123360
2016-05-02,19310,213058
2016-05-03,19029,165870
2016-05-04,19804,247854
2016-05-09,21284,906048
2016-05-10,19733,709510
2016-05-11,17408,537812
2016-05-12,17478,218031
2016-05-13,15505,359789
2016-05-16,15505,135114
2016-05-17,15364,112257
2016-05-18,14659,147635
2016-05-19,15505,105304
2016-05-20,14941,86573
2016-05-23,14589,70590
2016-05-24,13954,169655
2016-05-25,13348,154484
2016-05-26,13686,194348
2016-05-27,13870,83619
2016-05-30,13898,77115
2016-05-31,14659,50601
2016-06-01,14377,52411
2016-06-02,14067,48747
2016-06-03,14095,39912
2016-06-07,14095,36890
2016-06-08,14307,72580
2016-06-09,14307,27549
2016-06-10,14448,25864
2016-06-13,14307,40539
2016-06-14,14377,32790
2016-06-15,17619,1456941
2016-06-16,16632,359020
2016-06-17,16280,149155
2016-06-20,16632,152033
2016-06-21,14166,584210
2016-06-22,14730,157010
2016-06-23,14870,76016
2016-06-24,15364,164594
2016-06-27,16210,210452
2016-06-28,15787,917616
2016-06-29,15716,150522
2016-06-30,15505,103033
2016-07-01,15505,70518
2016-07-04,15293,60389
2016-07-05,15082,57015
2016-07-06,15011,36623
2016-07-07,14800,55249
2016-07-08,14589,62538
2016-07-11,14800,31555
2016-07-12,14518,24949
2016-07-13,14730,37708
2016-07-14,14589,32861
2016-07-15,14377,32949
2016-07-18,14518,20067
2016-07-19,14870,40393
2016-07-20,14870,44200
2016-07-21,14870,23147
2016-07-22,14730,18552
2016-07-25,14589,28243
2016-07-26,14589,20973
2016-07-27,14448,21429
2016-07-28,14166,58530
2016-07-29,13884,91310
2016-08-01,13531,52595
2016-08-02,13362,45035
2016-08-03,13109,36128
2016-08-04,13292,30930
2016-08-05,13292,32182
2016-08-08,13292,29630
2016-08-09,13292,41238
2016-08-10,14095,109012
2016-08-11,14081,48106
2016-08-12,13926,35876
2016-08-16,14377,63271
2016-08-17,14039,54422
2016-08-18,14039,25952
2016-08-19,14025,32415
2016-08-22,13982,16592
2016-08-23,13602,43747
2016-08-24,13560,18769
2016-08-25,13799,28395
2016-08-26,13799,54060
2016-08-29,13658,28577
2016-08-30,13546,24940
2016-08-31,13348,33196
2016-09-01,13560,42170
2016-09-02,13813,34393
2016-09-05,13602,49157
2016-09-06,13475,27914
2016-09-07,13489,23054
2016-09-08,13376,36659
2016-09-09,13729,19539
2016-09-12,13672,22473
2016-09-13,13686,16838
2016-09-19,13799,32280
2016-09-20,14095,46880
2016-09-21,14095,69471
2016-09-22,14025,51900
2016-09-23,14377,68002
2016-09-26,14166,126703
2016-09-27,14800,212055
2016-09-28,14800,0
2016-09-29,14800,0
2016-09-30,14800,0
2016-10-04,14800,0
2016-10-05,14800,0
2016-10-06,14800,0
2016-10-07,14800,0
2016-10-10,14800,0
2016-10-11,14800,0
2016-10-12,14800,0
2016-10-13,14800,0
2016-10-14,14800,0
2016-10-17,14800,0
2016-10-18,14800,0
2016-10-19,14800,0
2016-10-20,14800,0
2016-10-21,14800,0
2016-10-24,14800,0
2016-10-25,14800,0
2016-10-26,14800,0
2016-10-27,14800,0
2016-10-28,14800,0
2016-10-31,14800,0
2016-11-01,14800,0
2016-11-02,14800,0
2016-11-03,14800,0
2016-11-04,12800,447686
2016-11-07,11800,128436
2016-11-08,12300,111176
2016-11-09,11300,122369
2016-11-10,11400,32409
2016-11-11,11300,41858
2016-11-14,11650,33658
2016-11-15,11800,45350
2016-11-16,11700,34961
2016-11-17,11550,14989
2016-11-18,11400,27969
2016-11-21,11150,12165
2016-11-22,10900,13665
2016-11-23,10550,29535
2016-11-24,10150,18508
2016-11-25,9990,23868
2016-11-28,10350,24590
2016-11-29,10700,18794
2016-11-30,10800,9035
2016-12-01,10450,22352
2016-12-02,10650,12631
2016-12-05,10200,12115
2016-12-06,10250,8171
2016-12-07,10250,5842
2016-12-08,9990,15960
2016-12-09,10100,16701
2016-12-12,10350,14013
2016-12-13,10400,14826
2016-12-14,10000,17594
2016-12-15,10100,5224
2016-12-16,10000,12883
2016-12-19,10100,10116
2016-12-20,10100,6709
2016-12-21,10050,8534
2016-12-22,10100,9767
2016-12-23,10000,12237
2016-12-26,9970,6106
2016-12-27,9870,13130
2016-12-28,9970,7933
2016-12-29,9970,50897
2017-01-02,9950,11355
2017-01-03,9950,9655
2017-01-04,10000,7047
2017-01-05,10000,9408
2017-01-06,9960,8126
2017-01-09,9910,19560
2017-01-10,9960,21414
2017-01-11,9930,14548
2017-01-12,9830,18099
2017-01-13,9800,21692
2017-01-16,9730,12413
2017-01-17,9700,12125
2017-01-18,9640,13857
2017-01-19,10300,175792
2017-01-20,9930,41125
2017-01-23,9870,9216
2017-01-24,9930,12399
2017-01-25,9790,10634
2017-01-26,9810,5112
2017-01-31,9860,10590
2017-02-01,9890,8867
2017-02-02,9850,21503
2017-02-03,9680,16812
2017-02-06,9600,25649
2017-02-07,9470,22364
2017-02-08,9450,14740
2017-02-09,9480,6904
2017-02-10,9400,12058
2017-02-13,9330,12783
2017-02-14,9330,16689
2017-02-15,9310,19077
2017-02-16,9330,8209
