period,price,volume
2015-12-30,2055,168473
2016-01-04,2045,234071
2016-01-05,2040,206974
2016-01-06,2075,374275
2016-01-07,2050,247981
2016-01-08,2155,548627
2016-01-11,2080,221559
2016-01-12,2120,252439
2016-01-13,2115,198962
2016-01-14,2065,149970
2016-01-15,2080,145308
2016-01-18,2030,133737
2016-01-19,1985,331837
2016-01-20,1895,440788
2016-01-21,1840,381505
2016-01-22,1945,379076
2016-01-25,1940,130841
2016-01-26,1935,69217
2016-01-27,1945,96040
2016-01-28,2005,215775
2016-01-29,2035,88045
2016-02-01,2095,264987
2016-02-02,2035,208118
2016-02-03,1995,234920
2016-02-04,1995,328862
2016-02-05,1995,130485
2016-02-11,1910,324237
2016-02-12,1770,425649
2016-02-15,1810,243955
2016-02-16,1900,162014
2016-02-17,1915,63740
2016-02-18,1965,116018
2016-02-19,2025,368256
2016-02-22,2005,122256
2016-02-23,1950,177509
2016-02-24,1910,195392
2016-02-25,1900,92489
2016-02-26,1900,125657
2016-02-29,2045,5988720
2016-03-02,1995,924108
2016-03-03,2010,1410331
2016-03-04,2050,431489
2016-03-07,2050,361090
2016-03-08,2030,318901
2016-03-09,2040,133786
2016-03-10,2020,200762
2016-03-11,2085,762685
2016-03-14,2120,327247
2016-03-15,2085,367686
2016-03-16,2130,667088
2016-03-17,2140,438828
2016-03-18,2135,281628
2016-03-21,2175,914559
2016-03-22,2280,1564241
2016-03-23,2285,1489533
2016-03-24,2335,1192380
2016-03-25,2360,1762324
2016-03-28,2275,855562
2016-03-29,2225,1078686
2016-03-30,2240,893913
2016-03-31,2215,741030
2016-04-01,2100,1210596
2016-04-04,2150,556578
2016-04-05,2140,238547
2016-04-06,2220,694581
2016-04-07,2230,1286734
2016-04-08,2200,333099
2016-04-11,2175,289273
2016-04-12,2180,217428
2016-04-14,2140,326165
2016-04-15,2235,543115
2016-04-18,2230,432177
2016-04-19,2300,922063
2016-04-20,2270,363876
2016-04-21,2255,335901
2016-04-22,2245,437281
2016-04-25,2265,1321880
2016-04-26,2355,2321858
2016-04-27,2300,914903
2016-04-28,2280,378307
2016-04-29,2250,404822
2016-05-02,2230,338895
2016-05-03,2285,499586
2016-05-04,2290,559934
2016-05-09,2250,254242
2016-05-10,2245,557470
2016-05-11,2310,822896
2016-05-12,2350,981879
