날짜,종가,전일비,시가,고가,저가,거래량
2016-01-01,18800.0,100.0,19100.0,19100.0,18550.0,31503.0
2016-01-02,18800.0,100.0,19100.0,19100.0,18550.0,31503.0
2016-01-03,18800.0,100.0,19100.0,19100.0,18550.0,31503.0
2016-01-04,18800.0,0.0,18400.0,19000.0,18400.0,36661.0
2016-01-05,18500.0,300.0,18800.0,18800.0,18450.0,24421.0
2016-01-06,18550.0,50.0,18750.0,18750.0,18300.0,38620.0
2016-01-07,18500.0,50.0,18700.0,18750.0,18200.0,19299.0
2016-01-08,18550.0,50.0,18100.0,18600.0,18000.0,16419.0
2016-01-09,18550.0,50.0,18100.0,18600.0,18000.0,16419.0
2016-01-10,18550.0,50.0,18100.0,18600.0,18000.0,16419.0
2016-01-11,18500.0,50.0,18550.0,18700.0,17900.0,42422.0
2016-01-12,18200.0,300.0,18500.0,18500.0,18100.0,15996.0
2016-01-13,18700.0,500.0,18300.0,19500.0,18250.0,92119.0
2016-01-14,18750.0,50.0,18350.0,19000.0,18300.0,43369.0
2016-01-15,18250.0,500.0,18800.0,19000.0,18250.0,23218.0
2016-01-16,18250.0,500.0,18800.0,19000.0,18250.0,23218.0
2016-01-17,18250.0,500.0,18800.0,19000.0,18250.0,23218.0
2016-01-18,18150.0,100.0,17800.0,18450.0,17800.0,16344.0
2016-01-19,18250.0,100.0,17800.0,18300.0,17200.0,38855.0
2016-01-20,17300.0,950.0,18100.0,18250.0,16000.0,49197.0
2016-01-21,16900.0,400.0,17500.0,17750.0,16900.0,18145.0
2016-01-22,17950.0,1050.0,17300.0,18000.0,17000.0,26510.0
2016-01-23,17950.0,1050.0,17300.0,18000.0,17000.0,26510.0
2016-01-24,17950.0,1050.0,17300.0,18000.0,17000.0,26510.0
2016-01-25,18250.0,300.0,18200.0,18250.0,17550.0,14607.0
2016-01-26,17550.0,700.0,18000.0,18050.0,17500.0,23426.0
2016-01-27,17550.0,0.0,17550.0,18400.0,17350.0,39786.0
2016-01-28,17550.0,0.0,17550.0,17950.0,17250.0,19565.0
2016-01-29,17850.0,300.0,17550.0,18100.0,17450.0,22704.0
2016-01-30,17850.0,300.0,17550.0,18100.0,17450.0,22704.0
2016-01-31,17850.0,300.0,17550.0,18100.0,17450.0,22704.0
2016-02-01,18000.0,150.0,17850.0,18200.0,17850.0,15363.0
2016-02-02,17850.0,150.0,17850.0,18550.0,17800.0,31340.0
2016-02-03,17700.0,150.0,17650.0,17900.0,17550.0,6931.0
2016-02-04,17650.0,50.0,18250.0,18250.0,17350.0,24499.0
2016-02-05,17950.0,300.0,17600.0,18150.0,17550.0,36120.0
