period,price,volume
2015-12-30,33400,2308
2016-01-04,32900,3992
2016-01-05,32350,6210
2016-01-06,31500,6430
2016-01-07,30650,7098
2016-01-08,30400,3863
2016-01-11,30450,2544
2016-01-12,29800,3165
2016-01-13,30400,4410
2016-01-14,30350,2377
2016-01-15,30150,1561
2016-01-18,30100,2194
2016-01-19,29750,1501
2016-01-20,28850,6587
2016-01-21,28500,5102
2016-01-22,29300,3833
2016-01-25,30000,2383
2016-01-26,30300,1479
2016-01-27,29700,3300
2016-01-28,29700,1656
2016-01-29,30000,1568
2016-02-01,30150,2131
2016-02-02,31050,4600
2016-02-03,31250,1527
2016-02-04,31750,2433
2016-02-05,31650,3317
2016-02-11,30800,3468
2016-02-12,28850,6754
2016-02-15,28850,5266
2016-02-16,30300,2504
2016-02-17,30350,932
2016-02-18,30500,1758
2016-02-19,29900,3382
2016-02-22,30150,2957
2016-02-23,30700,948
2016-02-24,30650,1993
2016-02-25,29850,46024
2016-02-26,30500,8349
2016-02-29,30550,2279
2016-03-02,31000,6220
2016-03-03,31850,2536
2016-03-04,31600,817
2016-03-07,31200,2627
2016-03-08,30650,1782
2016-03-09,30550,7715
2016-03-10,30800,8452
2016-03-11,30900,2925
2016-03-14,32750,11541
2016-03-15,32750,3021
2016-03-16,32950,1569
2016-03-17,32700,2063
2016-03-18,32800,3740
2016-03-21,33000,8023
2016-03-22,32550,5746
2016-03-23,32700,1661
2016-03-24,32000,3197
2016-03-25,32900,5335
2016-03-28,32850,2832
2016-03-29,32900,1397
2016-03-30,32800,2477
2016-03-31,32700,1579
2016-04-01,32250,5805
2016-04-04,33000,4092
2016-04-05,38550,404435
2016-04-06,38000,138276
2016-04-07,37250,80821
2016-04-08,37350,38434
2016-04-11,42350,196505
2016-04-12,40850,84937
2016-04-14,41300,37999
2016-04-15,43500,84510
2016-04-18,42900,27550
2016-04-19,42250,18834
2016-04-20,40100,26165
2016-04-21,39500,16857
2016-04-22,41650,26203
2016-04-25,40000,12246
2016-04-26,40450,14555
2016-04-27,39950,6302
2016-04-28,40700,7006
2016-04-29,39950,7355
2016-05-02,38600,15325
2016-05-03,37000,15867
2016-05-04,36800,3673
2016-05-09,37200,6059
2016-05-10,37600,5271
2016-05-11,36300,5928
2016-05-12,36300,6701
2016-05-13,37450,5589
2016-05-16,37700,16828
2016-05-17,38700,8365
2016-05-18,38300,7727
2016-05-19,37800,6030
2016-05-20,37200,8019
2016-05-23,42000,181156
2016-05-24,42650,80120
2016-05-25,41500,36067
2016-05-26,39750,24582
2016-05-27,39350,18140
2016-05-30,38500,28775
2016-05-31,38200,14221
2016-06-01,39000,7492
2016-06-02,40850,49365
2016-06-03,40000,13897
2016-06-07,39600,11483
2016-06-08,38200,16950
2016-06-09,38950,8003
2016-06-10,39300,5564
2016-06-13,40850,18330
2016-06-14,40700,23264
2016-06-15,40950,19251
2016-06-16,42450,207651
2016-06-17,40100,57553
2016-06-20,52100,295904
2016-06-21,51400,1018192
2016-06-22,66800,651361
2016-06-23,56900,414518
2016-06-24,58500,386995
2016-06-27,55600,108054
2016-06-28,51500,132717
2016-06-29,53800,203511
2016-06-30,54300,84638
2016-07-01,53000,42444
2016-07-04,51900,34802
2016-07-05,50900,31964
2016-07-06,49700,39816
2016-07-07,49500,33601
2016-07-08,47900,46820
2016-07-11,48050,21584
2016-07-12,51500,191453
2016-07-13,49500,43290
2016-07-14,48650,26164
2016-07-15,47600,19488
2016-07-18,48200,9709
2016-07-19,48550,19668
2016-07-20,48100,9086
2016-07-21,47200,13031
2016-07-22,47350,10157
2016-07-25,46500,8430
2016-07-26,46200,4676
2016-07-27,45600,11155
2016-07-28,46650,10086
2016-07-29,45850,7037
2016-08-01,45700,4573
2016-08-02,46750,11565
2016-08-03,48650,29781
