period,price,volume
2015-12-30,147659,151821
2016-01-04,146662,70219
2016-01-05,148657,83082
2016-01-06,150154,105751
2016-01-07,154144,180844
2016-01-08,156639,90707
2016-01-11,150154,72775
2016-01-12,149156,60880
2016-01-13,149655,92735
2016-01-14,145165,156672
2016-01-15,141673,130256
2016-01-18,139179,94400
2016-01-19,141673,81855
2016-01-20,140675,107639
2016-01-21,136186,101149
2016-01-22,140177,84439
2016-01-25,144666,115164
2016-01-26,145664,74762
2016-01-27,147659,143353
2016-01-28,144666,78325
2016-01-29,148158,110896
2016-02-01,150652,89664
2016-02-02,146163,212365
2016-02-03,160629,715462
2016-02-04,164121,256967
2016-02-05,161128,145243
2016-02-11,156639,92390
2016-02-12,148158,259830
2016-02-15,144167,222796
2016-02-16,144666,126665
2016-02-17,134190,426594
2016-02-18,139179,262952
2016-02-19,139179,120941
2016-02-22,141673,83052
2016-02-23,136685,177833
2016-02-24,136186,81349
2016-02-25,141673,158136
2016-02-26,141174,118785
2016-02-29,141174,122350
2016-03-02,147161,123661
2016-03-03,145165,116015
2016-03-04,144167,78958
2016-03-07,141673,176076
2016-03-08,138181,138209
2016-03-09,138181,85948
2016-03-10,141174,127388
2016-03-11,137682,111383
2016-03-14,140177,123337
2016-03-15,144167,200367
2016-03-16,153646,310798
2016-03-17,153147,194148
2016-03-18,150154,143978
2016-03-21,146163,130076
2016-03-22,144666,92433
2016-03-23,144666,76766
2016-03-24,145664,108002
2016-03-25,150652,155370
2016-03-28,150652,100440
2016-03-29,145664,148125
2016-03-30,144666,111404
2016-03-31,146163,107633
2016-04-01,146163,144470
2016-04-04,149156,189399
2016-04-05,149655,79206
2016-04-06,150154,116409
2016-04-07,149156,100921
2016-04-08,153147,118704
2016-04-11,149156,62817
2016-04-12,146662,73807
2016-04-14,146662,137989
2016-04-15,151650,81160
2016-04-18,157636,201929
2016-04-19,156639,83499
2016-04-20,157636,103369
2016-04-21,163124,241926
2016-04-22,165618,166128
2016-04-25,166616,96054
2016-04-26,163124,93281
2016-04-27,164121,108221
2016-04-28,161627,101490
2016-04-29,167613,193019
2016-05-02,164620,177368
2016-05-03,172103,260688
2016-05-04,170606,143767
2016-05-09,174098,163528
2016-05-10,172103,91781
2016-05-11,168611,99636
2016-05-12,169110,70611
2016-05-13,168611,64477
2016-05-16,172602,77813
2016-05-17,168611,84390
2016-05-18,164121,108538
2016-05-19,162625,107384
2016-05-20,161627,60690
2016-05-23,163623,66155
2016-05-24,162625,49671
2016-05-25,164121,94580
2016-05-26,160131,67333
2016-05-27,161627,48630
2016-05-30,166117,68727
2016-05-31,166616,153207
2016-06-01,168112,86535
2016-06-02,170606,88944
2016-06-03,168611,62008
2016-06-07,167613,81525
2016-06-08,173101,119664
2016-06-09,169110,117602
2016-06-10,168112,122659
2016-06-13,165618,95646
2016-06-14,166616,81425
2016-06-15,162625,60561
2016-06-16,162625,57064
2016-06-17,159133,68215
2016-06-20,161627,47034
2016-06-21,162625,70182
2016-06-22,165119,59371
2016-06-23,163124,53185
2016-06-24,159133,138034
2016-06-27,159133,68986
2016-06-28,161627,73752
2016-06-29,163623,91836
2016-06-30,167115,119920
2016-07-01,164620,92874
2016-07-04,164121,92257
2016-07-05,167613,82995
2016-07-06,169609,119853
2016-07-07,171105,71451
2016-07-08,163124,192400
2016-07-11,159133,213226
2016-07-12,157636,142842
2016-07-13,158634,124602
2016-07-14,157138,116743
2016-07-15,162625,148725
2016-07-18,163623,94560
2016-07-19,164121,105457
2016-07-20,163623,103585
2016-07-21,158634,156065
2016-07-22,158634,118093
2016-07-25,154643,193856
2016-07-26,155142,149267
2016-07-27,149156,287687
2016-07-28,150652,150145
2016-07-29,144167,275222
2016-08-01,145664,347417
2016-08-02,151650,253493
2016-08-03,150154,166582
2016-08-04,148657,152512
2016-08-05,140177,288657
2016-08-08,146662,354248
2016-08-09,144167,164136
2016-08-10,148158,163565
2016-08-11,147659,95041
2016-08-12,149156,123160
2016-08-16,148158,104637
2016-08-17,146163,84473
2016-08-18,146163,135473
2016-08-19,142172,168702
2016-08-22,141174,119575
2016-08-23,148158,165548
2016-08-24,148657,119780
2016-08-25,146662,62585
2016-08-26,148158,90115
2016-08-29,149156,77811
2016-08-30,146662,87231
2016-08-31,144666,103647
2016-09-01,147161,129290
2016-09-02,150652,155558
2016-09-05,149655,106843
2016-09-06,151650,146582
2016-09-07,153646,128868
2016-09-08,154643,141820
2016-09-09,152149,148579
2016-09-12,152648,138856
2016-09-13,152648,123841
2016-09-19,157138,202739
2016-09-20,157636,91514
2016-09-21,156639,86109
2016-09-22,157636,128389
2016-09-23,161128,121293
2016-09-26,162625,106484
2016-09-27,162625,170246
2016-09-28,163124,94761
2016-09-29,163124,122954
2016-09-30,165119,224098
2016-10-04,167115,100383
2016-10-05,166117,114925
2016-10-06,162126,127449
2016-10-07,158135,231739
2016-10-10,160629,109141
2016-10-11,162126,128634
2016-10-12,164121,93868
2016-10-13,162126,91053
2016-10-14,159133,128556
2016-10-17,156639,84494
2016-10-18,158634,88734
2016-10-19,157138,108467
2016-10-20,156639,91500
2016-10-21,157138,62152
2016-10-24,160131,71549
2016-10-25,145664,682883
2016-10-26,149655,233009
2016-10-27,151151,102718
2016-10-28,151650,72854
2016-10-31,147659,107408
2016-11-01,150154,244137
2016-11-02,146163,154359
2016-11-03,149655,112820
2016-11-04,147659,89638
2016-11-07,147659,64432
2016-11-08,148158,59397
2016-11-09,152149,232328
2016-11-10,156140,149185
2016-11-11,151151,156540
2016-11-14,148158,126188
2016-11-15,143170,181096
2016-11-16,142172,87403
2016-11-17,140675,108188
2016-11-18,137184,296597
2016-11-21,128703,314197
2016-11-22,127705,205358
2016-11-23,127207,135556
2016-11-24,122717,185064
2016-11-25,125710,226252
2016-11-28,126209,121231
2016-11-29,135188,277768
2016-11-30,128703,203432
2016-12-01,127207,184642
2016-12-02,121719,127946
2016-12-05,122717,117971
2016-12-06,122717,370738
2016-12-07,122717,142060
2016-12-08,129202,215964
2016-12-09,129202,177529
2016-12-12,131197,138824
2016-12-13,130200,98620
2016-12-14,131197,87566
2016-12-15,128703,131207
2016-12-16,127207,117618
2016-12-19,127705,77933
2016-12-20,126708,89855
2016-12-21,127705,121455
2016-12-22,126708,115463
2016-12-23,128703,127483
2016-12-26,130699,80064
2016-12-27,129202,138127
2016-12-28,129701,100227
