period,price,volume
2015-12-30,10793,15295
2016-01-04,10736,20839
2016-01-05,10832,23213
2016-01-06,11387,92957
2016-01-07,11157,37630
2016-01-08,11482,40351
2016-01-11,11501,39548
2016-01-12,11578,30164
2016-01-13,11559,33744
2016-01-14,11119,36476
2016-01-15,11291,24573
2016-01-18,11291,18029
2016-01-19,12133,166979
2016-01-20,12401,137007
2016-01-21,12382,45139
2016-01-22,12344,35841
2016-01-25,12286,26205
2016-01-26,12324,23485
2016-01-27,12152,42602
2016-01-28,12630,58540
2016-01-29,12344,34460
2016-02-01,12305,28205
2016-02-02,12229,33328
2016-02-03,11789,57961
2016-02-04,11463,75118
2016-02-05,11463,15967
2016-02-11,11023,22379
2016-02-12,10238,77763
2016-02-15,10200,44992
2016-02-16,10315,32800
2016-02-17,10009,42108
2016-02-18,10085,34169
2016-02-19,10181,31727
2016-02-22,10487,33933
2016-02-23,10277,35868
2016-02-24,10162,19120
2016-02-25,10009,30746
2016-02-26,10238,30922
2016-02-29,10353,21013
2016-03-02,10353,32650
2016-03-03,10449,28072
2016-03-04,10372,28085
2016-03-07,10353,35405
2016-03-08,10181,59163
2016-03-09,10487,114937
2016-03-10,11138,160549
2016-03-11,11023,32615
2016-03-14,10717,50198
2016-03-15,10621,49163
2016-03-16,10525,27446
2016-03-17,10468,38718
2016-03-18,10353,43993
2016-03-21,10296,33144
2016-03-22,10506,40773
2016-03-23,10468,24361
2016-03-24,10449,38337
2016-03-25,10506,29896
2016-03-28,10583,24425
2016-03-29,10698,35400
2016-03-30,10679,30839
2016-03-31,10602,14644
2016-04-01,10755,45863
2016-04-04,11406,103413
2016-04-05,11597,118618
2016-04-06,11214,57230
2016-04-07,11157,50543
2016-04-08,11291,37475
2016-04-11,10774,52946
2016-04-12,10679,42078
2016-04-14,10525,45890
2016-04-15,11559,135812
2016-04-18,11195,47776
2016-04-19,11099,39381
2016-04-20,11099,46222
2016-04-21,10985,34833
2016-04-22,11061,26899
2016-04-25,11042,32210
2016-04-26,11176,41531
2016-04-27,10793,45553
2016-04-28,11004,26499
2016-04-29,10774,66080
2016-05-02,10506,49654
2016-05-03,10525,18531
2016-05-04,10487,17469
2016-05-09,10391,22913
2016-05-10,10793,32691
2016-05-11,10736,18772
2016-05-12,10793,24368
2016-05-13,10832,9533
2016-05-16,10659,11274
2016-05-17,10946,20306
2016-05-18,10946,16357
2016-05-19,11004,32242
2016-05-20,11176,71667
2016-05-23,11387,69421
2016-05-24,11387,45097
2016-05-25,11387,53096
2016-05-26,11846,200783
2016-05-27,12114,75300
2016-05-30,12152,55173
2016-05-31,12229,49205
2016-06-01,12248,40666
2016-06-02,12630,57802
2016-06-03,13147,145810
2016-06-07,13109,63739
2016-06-08,13071,67189
2016-06-09,12994,204364
2016-06-10,12956,53600
2016-06-13,12726,36227
2016-06-14,12745,48076
2016-06-15,12726,40269
2016-06-16,12439,40775
2016-06-17,12573,30773
2016-06-20,12784,48783
2016-06-21,12592,60767
2016-06-22,12592,44775
2016-06-23,12305,41367
2016-06-24,12114,109117
2016-06-27,12420,70091
2016-06-28,12477,46509
2016-06-29,12344,45761
2016-06-30,12841,114970
2016-07-01,13702,221161
2016-07-04,13587,99289
2016-07-05,13606,54647
2016-07-06,13415,49059
2016-07-07,13492,50743
2016-07-08,13434,36588
2016-07-11,13434,25285
2016-07-12,13530,50337
2016-07-13,13300,44724
2016-07-14,13109,47755
2016-07-15,12688,74967
2016-07-18,12669,40552
2016-07-19,12420,35782
2016-07-20,12669,48540
2016-07-21,13243,84153
2016-07-22,13243,33214
2016-07-25,13319,69340
2016-07-26,13587,55837
2016-07-27,13358,42359
2016-07-28,12975,51419
2016-07-29,12726,44260
2016-08-01,12745,68475
2016-08-02,12497,39468
2016-08-03,12669,35507
2016-08-04,12630,18526
2016-08-05,12516,22008
