period,price,volume
2015-12-30,52100,94806
2016-01-04,52300,102393
2016-01-05,52200,124767
2016-01-06,53000,110157
2016-01-07,51900,123050
2016-01-08,52800,101883
2016-01-11,51800,84491
2016-01-12,51500,91413
2016-01-13,54200,252847
2016-01-14,55400,182441
2016-01-15,52900,211502
2016-01-18,51900,96530
2016-01-19,50900,111129
2016-01-20,48150,285098
2016-01-21,48300,124478
2016-01-22,48600,108650
2016-01-25,49300,88032
2016-01-26,47850,93115
2016-01-27,49000,110780
2016-01-28,49050,59575
2016-01-29,50500,83641
2016-02-01,53900,255181
2016-02-02,54900,201522
2016-02-03,53200,130392
2016-02-04,54700,184747
2016-02-05,56500,417165
2016-02-11,53300,165282
2016-02-12,51900,234647
2016-02-15,55500,200967
2016-02-16,57000,161281
2016-02-17,56500,140505
2016-02-18,56400,162627
2016-02-19,57100,116219
2016-02-22,56900,80995
2016-02-23,60900,414933
2016-02-24,62000,350220
2016-02-25,61600,134326
2016-02-26,61300,131111
2016-02-29,61500,129121
2016-03-02,63700,188669
2016-03-03,60500,302412
2016-03-04,59400,368365
2016-03-07,63100,447587
2016-03-08,61400,358501
2016-03-09,61700,262052
2016-03-10,60900,293533
2016-03-11,61100,146634
2016-03-14,58800,266925
2016-03-15,60100,188278
2016-03-16,58000,210350
2016-03-17,60500,272335
2016-03-18,60600,128222
2016-03-21,60100,84438
2016-03-22,61000,108779
2016-03-23,61800,140696
2016-03-24,59800,205723
2016-03-25,59100,122553
2016-03-28,58700,88798
2016-03-29,58500,212204
2016-03-30,58400,201515
2016-03-31,58200,253231
2016-04-01,56600,277480
2016-04-04,57200,114441
2016-04-05,57300,106496
2016-04-06,59300,216202
2016-04-07,59900,193535
2016-04-08,61000,202513
2016-04-11,61000,115293
2016-04-12,61700,216548
2016-04-14,67100,814341
2016-04-15,67900,406125
2016-04-18,70700,496587
2016-04-19,70100,355801
2016-04-20,73300,601667
2016-04-21,74800,350814
2016-04-22,72700,216810
2016-04-25,72600,144429
2016-04-26,71000,173963
2016-04-27,71100,94135
2016-04-28,70700,104019
2016-04-29,68300,289056
2016-05-02,69000,135711
2016-05-03,67300,152502
2016-05-04,66100,253912
2016-05-09,64000,216604
2016-05-10,66800,189130
2016-05-11,67700,188059
2016-05-12,67000,211886
2016-05-13,66200,121906
2016-05-16,66800,145037
2016-05-17,65200,225438
2016-05-18,65300,103670
2016-05-19,62200,213740
2016-05-20,63800,79836
2016-05-23,64500,102247
2016-05-24,60200,243197
2016-05-25,61400,199062
2016-05-26,61600,103932
2016-05-27,63600,189501
2016-05-30,63000,184535
2016-05-31,63800,391999
2016-06-01,61900,115085
2016-06-02,61200,89373
2016-06-03,62300,108614
2016-06-07,61500,88105
2016-06-08,63400,99368
2016-06-09,65100,192644
2016-06-10,63500,114721
2016-06-13,61900,68885
2016-06-14,60900,146307
2016-06-15,61900,79188
2016-06-16,61100,104643
2016-06-17,60900,54303
2016-06-20,62800,59207
2016-06-21,62300,47522
2016-06-22,63100,82577
2016-06-23,62300,69555
2016-06-24,59600,165660
2016-06-27,56600,242539
2016-06-28,57500,122104
2016-06-29,59600,121952
2016-06-30,59500,139265
2016-07-01,59200,72759
2016-07-04,61600,168497
2016-07-05,65100,399821
2016-07-06,64400,165506
2016-07-07,63700,88943
2016-07-08,63600,108232
2016-07-11,64100,102151
2016-07-12,64000,86925
