period,price,volume
2015-12-30,12650,54018
2016-01-04,12300,57830
2016-01-05,12200,49046
2016-01-06,11900,81227
2016-01-07,11350,101938
2016-01-08,11450,98847
2016-01-11,10900,96137
2016-01-12,10450,146693
2016-01-13,11100,171338
2016-01-14,10800,92871
2016-01-15,10950,113065
2016-01-18,11000,86032
2016-01-19,10800,112550
2016-01-20,10000,217769
2016-01-21,9950,149170
2016-01-22,10400,105892
2016-01-25,10450,99057
2016-01-26,10250,58542
2016-01-27,10700,124288
2016-01-28,10550,81589
2016-01-29,10300,71893
2016-02-01,10500,60930
2016-02-02,10650,44769
2016-02-03,10400,66454
2016-02-04,11400,307310
2016-02-05,11450,173551
2016-02-11,10750,140153
2016-02-12,9950,186792
2016-02-15,10200,80370
2016-02-16,10300,83564
2016-02-17,10050,110524
2016-02-18,10950,196838
2016-02-19,11300,151584
2016-02-22,11300,61064
2016-02-23,11050,77615
2016-02-24,11450,171709
2016-02-25,11150,90769
2016-02-26,10700,210639
2016-02-29,10550,94855
2016-03-02,10550,129155
2016-03-03,10800,139596
2016-03-04,11000,135527
2016-03-07,11600,302642
2016-03-08,11700,234575
2016-03-09,11750,97233
2016-03-10,11450,120079
2016-03-11,12200,294657
2016-03-14,12050,135533
2016-03-15,12050,153021
2016-03-16,11900,117865
2016-03-17,11900,105361
2016-03-18,12000,97821
2016-03-21,11600,116524
2016-03-22,11700,64184
2016-03-23,11350,92061
2016-03-24,11200,110581
2016-03-25,10900,162578
2016-03-28,10750,73830
2016-03-29,10950,62755
2016-03-30,11000,46480
2016-03-31,11150,102932
2016-04-01,12000,432987
2016-04-04,13000,618088
2016-04-05,13000,416236
2016-04-06,13100,140453
2016-04-07,12650,223164
2016-04-08,12950,163044
2016-04-11,12800,160359
2016-04-12,12700,166003
2016-04-14,12500,84709
2016-04-15,12750,88375
2016-04-18,12500,105362
2016-04-19,12450,97934
2016-04-20,12250,128506
2016-04-21,12000,235032
2016-04-22,12000,113718
2016-04-25,12350,135558
2016-04-26,11950,146484
2016-04-27,12050,59211
2016-04-28,12200,65169
2016-04-29,12050,63131
2016-05-02,11600,99721
2016-05-03,11200,169752
2016-05-04,11200,60947
2016-05-09,10950,64754
2016-05-10,11400,98589
2016-05-11,11350,41943
2016-05-12,11500,58630
2016-05-13,11350,61961
2016-05-16,12450,477368
2016-05-17,12250,219500
2016-05-18,11850,164443
2016-05-19,11250,209618
2016-05-20,11150,94618
2016-05-23,11300,106239
2016-05-24,11100,57781
2016-05-25,11300,77108
2016-05-26,11400,65172
2016-05-27,11700,128866
2016-05-30,11600,56007
2016-05-31,11450,75296
2016-06-01,11900,126702
2016-06-02,12100,144625
2016-06-03,11900,72002
2016-06-07,11950,83713
2016-06-08,11950,104564
2016-06-09,11900,95097
2016-06-10,12350,223362
2016-06-13,11900,147957
2016-06-14,11700,121741
2016-06-15,11500,78033
2016-06-16,11300,98760
2016-06-17,11150,75153
2016-06-20,11500,57938
2016-06-21,11600,70457
2016-06-22,11650,47997
2016-06-23,11350,51541
2016-06-24,10650,258219
2016-06-27,10800,95066
2016-06-28,11200,83300
2016-06-29,11600,125329
2016-06-30,12800,906865
2016-07-01,13650,867836
2016-07-04,13650,313555
2016-07-05,14600,500474
2016-07-06,14700,426513
2016-07-07,14400,222178
2016-07-08,13850,318096
2016-07-11,14150,237900
2016-07-12,13950,146381
2016-07-13,14850,424269
2016-07-14,14500,227726
2016-07-15,13700,244764
2016-07-18,13500,207453
2016-07-19,13700,164420
2016-07-20,13450,141757
2016-07-21,13100,273313
2016-07-22,13500,147222
2016-07-25,13300,93096
2016-07-26,13250,78388
2016-07-27,13250,60118
2016-07-28,13400,62883
2016-07-29,13050,103665
2016-08-01,13200,109047
2016-08-02,13100,115197
2016-08-03,12700,86840
2016-08-04,12800,73791
2016-08-05,12550,138285
2016-08-08,12950,65524
2016-08-09,13000,88307
2016-08-10,13000,46863
2016-08-11,13700,213592
2016-08-12,13750,96598
2016-08-16,13400,116190
2016-08-17,12550,331563
2016-08-18,12250,103002
2016-08-19,12050,103387
2016-08-22,11950,59818
2016-08-23,12050,47707
2016-08-24,12150,105614
2016-08-25,11750,105455
2016-08-26,11600,77347
2016-08-29,11300,110117
2016-08-30,11550,47587
2016-08-31,11450,85866
2016-09-01,11450,72058
2016-09-02,11800,84700
2016-09-05,11750,71954
2016-09-06,11700,51354
2016-09-07,11450,58400
2016-09-08,11500,80458
2016-09-09,11250,43843
2016-09-12,10950,56881
2016-09-13,11400,31989
2016-09-19,12300,105881
2016-09-20,11900,79777
2016-09-21,11800,44700
2016-09-22,11950,68861
2016-09-23,11850,53533
2016-09-26,11700,28535
2016-09-27,11750,46164
2016-09-28,11800,33522
2016-09-29,11900,53360
2016-09-30,11600,47954
2016-10-04,11850,52354
2016-10-05,11850,62356
2016-10-06,11850,27732
2016-10-07,11650,37579
2016-10-10,11800,33932
2016-10-11,11950,63381
2016-10-12,11900,47970
2016-10-13,11600,50660
2016-10-14,11650,29133
2016-10-17,11800,90806
2016-10-18,11800,81599
2016-10-19,11750,45973
2016-10-20,11700,41615
2016-10-21,11550,27465
2016-10-24,11400,47223
2016-10-25,11500,42583
2016-10-26,11500,60965
2016-10-27,11700,48776
2016-10-28,11600,41345
2016-10-31,11350,38958
2016-11-01,11300,22299
2016-11-02,10850,76790
2016-11-03,10950,56073
2016-11-04,10900,21937
2016-11-07,11300,26461
2016-11-08,11250,40873
2016-11-09,10700,127536
2016-11-10,11150,48330
2016-11-11,11250,46868
2016-11-14,11300,40937
2016-11-15,11200,49942
2016-11-16,11450,78506
2016-11-17,11400,30572
2016-11-18,11350,19618
2016-11-21,11100,18829
2016-11-22,11100,22558
2016-11-23,10700,42031
2016-11-24,10600,44264
2016-11-25,10600,26790
2016-11-28,10400,18215
2016-11-29,10350,34943
2016-11-30,10400,21313
2016-12-01,10500,18093
2016-12-02,10250,26400
2016-12-05,10250,34986
2016-12-06,10350,20125
2016-12-07,10400,15323
2016-12-08,10450,19554
2016-12-09,10800,32281
2016-12-12,10950,19852
2016-12-13,10950,33759
2016-12-14,11000,17619
2016-12-15,11300,49012
2016-12-16,11300,32009
2016-12-19,11200,26566
2016-12-20,11300,20488
2016-12-21,11100,30880
2016-12-22,11000,39872
2016-12-23,11100,27683
2016-12-26,10950,16535
2016-12-27,10950,28141
2016-12-28,11000,28378
2016-12-29,11350,78046
2017-01-02,11250,32026
2017-01-03,11350,46631
2017-01-04,11700,90982
2017-01-05,11750,43382
2017-01-06,11650,27143
2017-01-09,11550,27043
2017-01-10,11350,22345
2017-01-11,11350,28617
2017-01-12,11350,32970
2017-01-13,11200,25471
2017-01-16,10950,34189
2017-01-17,10850,30539
2017-01-18,10900,52873
2017-01-19,10750,20089
2017-01-20,10700,28327
2017-01-23,11000,54701
2017-01-24,10700,47753
2017-01-25,10650,28221
2017-01-26,10850,13237
2017-01-31,10850,13159
2017-02-01,10950,21768
2017-02-02,10900,17613
2017-02-03,10800,25780
2017-02-06,10900,25694
2017-02-07,11000,34356
2017-02-08,10900,29554
2017-02-09,11050,25183
2017-02-10,11100,27129
2017-02-13,11000,35868
2017-02-14,11350,46385
2017-02-15,11450,54960
2017-02-16,11200,25726
2017-02-17,11100,19284
2017-02-20,11150,14461
2017-02-21,11200,30448
2017-02-22,11500,51610
2017-02-23,11150,57157
2017-02-24,11100,59887
2017-02-27,11100,17993
2017-02-28,10950,24225
2017-03-02,10950,32637
2017-03-03,10700,69536
2017-03-06,10750,16525
2017-03-07,10950,22804
2017-03-08,11100,42805
2017-03-09,11100,15184
2017-03-10,11000,50159
2017-03-13,10800,36194
2017-03-14,10650,23147
2017-03-15,10550,56060
2017-03-16,10650,54402
2017-03-17,10500,33438
2017-03-20,10200,69788
2017-03-21,10450,30240
2017-03-22,10350,58497
2017-03-23,10400,40757
2017-03-24,10350,39224
2017-03-27,10250,15546
2017-03-28,10250,20634
2017-03-29,10350,17851
2017-03-30,10200,19118
2017-03-31,10350,22785
2017-04-03,10550,39322
2017-04-04,10450,24443
2017-04-05,10300,54196
2017-04-06,10250,35633
2017-04-07,10300,31112
2017-04-10,10000,49243
2017-04-11,10000,57491
2017-04-12,9960,31534
2017-04-13,10150,30497
2017-04-14,10050,24673
2017-04-17,10100,26945
2017-04-18,10200,36613
2017-04-19,10150,21623
2017-04-20,10100,18825
2017-04-21,10100,20814
2017-04-24,10100,15639
2017-04-25,10250,17572
2017-04-26,10450,68172
2017-04-27,10350,20269
2017-04-28,10200,14162
2017-05-02,10100,25078
2017-05-04,10100,33551
2017-05-08,10100,26771
2017-05-10,10100,34943
2017-05-11,10250,33994
2017-05-12,10300,72570
2017-05-15,10300,15512
2017-05-16,10250,39227
2017-05-17,10200,29881
2017-05-18,10150,33243
2017-05-19,10400,58550
2017-05-22,10450,11132
2017-05-23,10400,19258
2017-05-24,10550,49170
2017-05-25,10800,99940
2017-05-26,10850,54369
2017-05-29,10850,29740
2017-05-30,10850,34775
2017-05-31,10750,36228
2017-06-01,10800,15654
2017-06-02,10800,24551
2017-06-05,10600,30792
2017-06-07,10500,30443
2017-06-08,10450,38237
2017-06-09,10450,25341
2017-06-12,10650,40629
2017-06-13,10650,22987
2017-06-14,10900,156367
2017-06-15,10800,66324
2017-06-16,10800,24600
2017-06-19,10800,49185
2017-06-20,10850,132543
2017-06-21,10650,57251
2017-06-22,10450,66497
2017-06-23,10400,54407
2017-06-26,10350,28773
2017-06-27,10350,32925
2017-06-28,10200,70942
2017-06-29,10200,90800
2017-06-30,10200,23460
2017-07-03,10300,13890
2017-07-04,10150,41419
2017-07-05,10100,32552
2017-07-06,9990,84753
2017-07-07,9750,123992
2017-07-10,9590,47872
2017-07-11,9620,28984
2017-07-12,9510,50122
2017-07-13,9500,43503
2017-07-14,9430,53288
2017-07-17,9420,36739
2017-07-18,9360,20889
2017-07-19,9450,15041
2017-07-20,9590,25520
2017-07-21,9600,24191
2017-07-24,9490,15139
2017-07-25,9470,12688
2017-07-26,9450,17831
2017-07-27,9460,20553
2017-07-28,9540,25008
2017-07-31,9450,20881
2017-08-01,9400,20861
2017-08-02,9410,8507
2017-08-03,9380,37530
2017-08-04,9260,15494
2017-08-07,9180,30792
2017-08-08,9220,20223
2017-08-09,9190,17920
2017-08-10,9040,39680
2017-08-11,8920,32830
2017-08-14,8650,51838
2017-08-16,8680,13724
2017-08-17,8620,42276
2017-08-18,8500,31362
2017-08-21,8500,17451
2017-08-22,8500,25926
2017-08-23,8500,17514
2017-08-24,8530,23907
2017-08-25,8680,12546
2017-08-28,8760,8987
2017-08-29,8850,18469
2017-08-30,8790,25610
2017-08-31,8700,6413
2017-09-01,8720,15086
2017-09-04,8570,14011
2017-09-05,8700,22508
2017-09-06,8650,18154
2017-09-07,8570,7577
2017-09-08,8410,16509
2017-09-11,8370,17173
2017-09-12,8400,24251
2017-09-13,8400,15911
2017-09-14,8300,17531
2017-09-15,8250,20729
2017-09-18,8280,14982
2017-09-19,8270,9288
2017-09-20,8220,21998
2017-09-21,8120,26545
2017-09-22,7900,33443
2017-09-25,7600,50899
2017-09-26,7650,10757
2017-09-27,7700,5568
2017-09-28,7700,5229
2017-09-29,7910,14755
2017-10-10,7900,8508
2017-10-11,7980,6580
2017-10-12,7990,9177
2017-10-13,7990,11217
2017-10-16,8070,10243
2017-10-17,8070,12121
2017-10-18,7960,10317
2017-10-19,7980,5407
2017-10-20,7980,6561
2017-10-23,7980,9511
2017-10-24,7930,7850
2017-10-25,7920,10762
2017-10-26,7940,11415
2017-10-27,8080,16958
2017-10-30,8080,8281
2017-10-31,8070,17068
2017-11-01,8160,7928
2017-11-02,8100,6423
2017-11-03,8110,17126
2017-11-06,8090,10289
2017-11-07,8150,9071
2017-11-08,8140,8717
2017-11-09,8430,40325
2017-11-10,8820,80632
2017-11-13,8910,50680
2017-11-14,9120,101570
2017-11-15,9100,93501
2017-11-16,9500,189420
2017-11-17,8810,97413
2017-11-20,8680,74466
2017-11-21,8620,53729
2017-11-22,8950,63108
2017-11-23,9240,45113
2017-11-24,9300,40334
2017-11-27,9410,40421
2017-11-28,9360,31400
2017-11-29,9420,20529
2017-11-30,9470,41855
2017-12-01,9480,14110
2017-12-04,9440,32563
2017-12-05,9470,20057
2017-12-06,9330,22951
2017-12-07,9160,11181
2017-12-08,9190,5490
2017-12-11,9130,21493
2017-12-12,9100,17274
2017-12-13,9080,13752
2017-12-14,9120,12230
2017-12-15,9020,14031
2017-12-18,9100,12728
2017-12-19,9260,20942
2017-12-20,9240,10086
2017-12-21,9180,12971
2017-12-22,9240,13259
2017-12-26,9380,26787
2017-12-27,9580,49006
2017-12-28,9520,17570
2018-01-02,9500,3574
2018-01-03,9200,30859
2018-01-04,9160,7837
2018-01-05,9130,31668
2018-01-08,9160,31531
2018-01-09,9160,19962
2018-01-10,9160,6284
2018-01-11,9120,21418
2018-01-12,9090,6174
2018-01-15,8920,18778
2018-01-16,8950,5388
2018-01-17,9060,21935
2018-01-18,9040,14288
2018-01-19,9000,26369
2018-01-22,8870,27422
2018-01-23,8910,10176
2018-01-24,8940,11772
2018-01-25,9560,131368
2018-01-26,9550,40627
2018-01-29,9490,34803
2018-01-30,9470,17352
2018-01-31,9380,19457
2018-02-01,9560,32293
2018-02-02,9520,9548
2018-02-05,9270,19042
2018-02-06,9030,37573
2018-02-07,9030,10057
2018-02-08,9040,12816
2018-02-09,8820,22740
2018-02-12,8600,32885
2018-02-13,8520,13321
2018-02-14,8520,9351
2018-02-19,8690,12164
2018-02-20,8660,4190
2018-02-21,8750,4707
2018-02-22,8720,5810
2018-02-23,8740,5976
2018-02-26,9020,41256
2018-02-27,9230,57031
2018-02-28,9260,44033
2018-03-02,9400,38659
2018-03-05,9260,22809
2018-03-06,9520,60012
2018-03-07,9980,183169
2018-03-08,10450,250126
2018-03-09,10900,234131
2018-03-12,11000,92902
2018-03-13,10750,111526
2018-03-14,10700,39392
2018-03-15,10500,48159
2018-03-16,10650,39290
2018-03-19,10250,51119
2018-03-20,10250,44845
2018-03-21,10350,25235
2018-03-22,10400,43712
2018-03-23,9710,63200
2018-03-26,9960,38611
2018-03-27,10100,21103
2018-03-28,9890,18793
2018-03-29,10050,14217
2018-03-30,10000,10382
2018-04-02,9940,12112
2018-04-03,9740,27379
2018-04-04,9650,15589
2018-04-05,9680,13136
2018-04-06,9370,50764
2018-04-09,9220,24113
2018-04-10,9100,14216
2018-04-11,9420,16694
2018-04-12,9440,4731
2018-04-13,9400,8034
2018-04-16,9470,7972
2018-04-17,9390,24551
2018-04-18,9270,43586
2018-04-19,9410,54986
2018-04-20,9430,30369
2018-04-23,10000,79416
2018-04-24,9940,35040
2018-04-25,9730,25093
2018-04-26,9770,30908
