period,price,volume
2015-12-30,111000,63032
2016-01-04,106500,33796
2016-01-05,114500,54966
2016-01-06,136000,276244
2016-01-07,125000,196102
2016-01-08,122500,304999
2016-01-11,115000,83447
2016-01-12,113500,68739
2016-01-13,116500,40968
2016-01-14,113000,56568
2016-01-15,112000,40275
2016-01-18,116000,29969
2016-01-19,121000,63215
2016-01-20,119000,51913
2016-01-21,119000,66897
2016-01-22,120500,24979
2016-01-25,122500,33963
2016-01-26,124000,20925
2016-01-27,119000,38132
2016-01-28,116500,21174
2016-01-29,115000,40579
2016-02-01,119000,25928
2016-02-02,119000,26099
2016-02-03,120000,20708
2016-02-04,112500,34498
2016-02-05,114000,30559
2016-02-11,106500,22477
2016-02-12,96800,56709
2016-02-15,97200,26724
2016-02-16,105000,44609
2016-02-17,99800,18997
2016-02-18,103500,29287
2016-02-19,104500,17449
2016-02-22,105500,28910
2016-02-23,101000,23715
2016-02-24,99500,17360
2016-02-25,98300,25392
2016-02-26,99000,14878
2016-02-29,97000,16571
2016-03-02,99100,26218
2016-03-03,101500,29098
2016-03-04,101500,19045
2016-03-07,99100,15753
2016-03-08,96200,31414
2016-03-09,97800,8005
2016-03-10,102000,34693
2016-03-11,102000,11830
2016-03-14,99300,15288
2016-03-15,100000,15779
2016-03-16,102500,27557
2016-03-17,103000,28726
2016-03-18,102500,25609
2016-03-21,102000,13757
2016-03-22,100500,11559
2016-03-23,101000,13670
2016-03-24,100000,7321
2016-03-25,104500,40525
2016-03-28,104500,13130
2016-03-29,104500,9679
2016-03-30,104000,13463
2016-03-31,100000,20726
2016-04-01,103000,13483
2016-04-04,100500,11468
2016-04-05,100000,18670
2016-04-06,99700,10432
2016-04-07,100500,11353
2016-04-08,100500,7706
2016-04-11,96900,18361
2016-04-12,96500,20754
2016-04-14,96000,20371
2016-04-15,97500,11037
2016-04-18,96100,8244
2016-04-19,95000,7182
2016-04-20,94800,6305
2016-04-21,94200,11948
2016-04-22,94500,6816
2016-04-25,93800,6005
2016-04-26,93000,9984
2016-04-27,89800,19218
2016-04-28,91200,11503
2016-04-29,88500,18408
2016-05-02,83600,30763
2016-05-03,83900,33548
2016-05-04,83000,15647
2016-05-09,83500,4132
2016-05-10,87000,19233
2016-05-11,89400,18638
2016-05-12,89100,10550
2016-05-13,89700,5955
2016-05-16,91200,7898
2016-05-17,90000,13946
2016-05-18,90100,12408
2016-05-19,88400,9285
2016-05-20,89500,12378
2016-05-23,88500,14512
2016-05-24,90600,13044
2016-05-25,89300,8676
2016-05-26,90400,7517
2016-05-27,90500,4428
2016-05-30,89500,7987
2016-05-31,91200,9188
2016-06-01,90400,7597
2016-06-02,91400,11446
2016-06-03,90700,8977
2016-06-07,94800,29968
2016-06-08,96700,22006
2016-06-09,101000,58520
2016-06-10,100500,15776
2016-06-13,101000,12041
2016-06-14,99100,13385
2016-06-15,98200,16335
