period,price,volume
2015-12-30,2640,95210
2016-01-04,2620,186725
2016-01-05,2610,212268
2016-01-06,2600,300402
2016-01-07,2585,189635
2016-01-08,2545,274750
2016-01-11,2520,66406
2016-01-12,2465,86748
2016-01-13,2570,129349
2016-01-14,2530,101898
2016-01-15,2575,332607
2016-01-18,2850,931452
2016-01-19,2780,561863
2016-01-20,2700,451781
2016-01-21,2635,309945
2016-01-22,2635,234676
2016-01-25,2750,298955
2016-01-26,2770,432649
2016-01-27,2710,184510
2016-01-28,2700,141481
2016-01-29,2680,121901
2016-02-01,2665,122409
2016-02-02,2625,135045
2016-02-03,2585,193068
2016-02-04,2615,64925
2016-02-05,2640,178866
2016-02-11,2425,596517
2016-02-12,2235,709603
2016-02-15,2310,174279
2016-02-16,2380,124190
2016-02-17,2375,128566
2016-02-18,2415,181627
2016-02-19,2400,118955
2016-02-22,2390,95715
2016-02-23,2380,94563
2016-02-24,2370,70065
2016-02-25,2365,66158
2016-02-26,2390,126368
2016-02-29,2385,85260
2016-03-02,2410,102912
2016-03-03,2400,102560
2016-03-04,2415,46369
2016-03-07,2420,94788
2016-03-08,2445,95816
2016-03-09,2445,68098
2016-03-10,2425,42967
2016-03-11,2415,103907
2016-03-14,2400,97187
2016-03-15,2390,98036
2016-03-16,2380,66661
2016-03-17,2395,65555
2016-03-18,2420,137803
2016-03-21,2425,45880
2016-03-22,2415,65544
2016-03-23,2425,107363
2016-03-24,2470,245492
2016-03-25,2465,103460
2016-03-28,2455,63746
2016-03-29,2475,46343
2016-03-30,2480,79006
2016-03-31,2525,282257
2016-04-01,2490,123235
2016-04-04,2470,104372
2016-04-05,2500,98000
2016-04-06,2510,58359
2016-04-07,2520,65652
2016-04-08,2535,140574
2016-04-11,2525,82595
2016-04-12,2525,101933
2016-04-14,2570,304044
2016-04-15,2580,127417
2016-04-18,2590,140223
2016-04-19,2590,204631
2016-04-20,2595,165247
2016-04-21,2610,236964
2016-04-22,2635,196420
2016-04-25,2670,223461
2016-04-26,2590,248313
2016-04-27,2575,146588
2016-04-28,2600,89619
2016-04-29,2550,184321
2016-05-02,2520,84702
2016-05-03,2550,162617
2016-05-04,2545,64728
2016-05-09,2540,75258
2016-05-10,2535,96196
2016-05-11,2535,105528
2016-05-12,2540,61013
2016-05-13,2595,85890
2016-05-16,2605,120142
2016-05-17,2545,156121
2016-05-18,2495,118423
2016-05-19,2485,133474
2016-05-20,2505,46055
2016-05-23,2520,88338
2016-05-24,2600,284004
2016-05-25,2595,295798
2016-05-26,2885,4657527
2016-05-27,3025,3753958
2016-05-30,2950,1338757
2016-05-31,2900,919040
2016-06-01,3770,12413357
2016-06-02,3325,6377052
2016-06-03,3350,3138984
2016-06-07,3250,1153711
2016-06-08,3280,2302124
2016-06-09,3135,1124712
2016-06-10,3120,620848
2016-06-13,3200,1245473
2016-06-14,3150,570288
2016-06-15,3125,293214
2016-06-16,3095,2535678
2016-06-17,3260,860761
2016-06-20,3850,7626660
2016-06-21,3505,2662730
2016-06-22,3310,2973071
2016-06-23,3320,1483691
2016-06-24,2960,2173055
2016-06-27,3080,1115421
2016-06-28,3085,1010242
2016-06-29,3135,790078
2016-06-30,3140,424300
2016-07-01,3210,770582
2016-07-04,3300,926344
2016-07-05,3345,496476
2016-07-06,3280,539245
2016-07-07,3410,665113
2016-07-08,3320,576306
2016-07-11,3360,295009
2016-07-12,3340,328245
2016-07-13,3310,340788
2016-07-14,3280,397414
2016-07-15,3265,275893
2016-07-18,3260,262875
2016-07-19,3240,157003
2016-07-20,3275,180576
2016-07-21,3345,426163
2016-07-22,3295,251278
2016-07-25,3310,151160
2016-07-26,3245,166331
2016-07-27,3160,160462
2016-07-28,3200,111874
2016-07-29,3200,104430
2016-08-01,3205,79726
2016-08-02,3205,113062
2016-08-03,3255,196503
2016-08-04,3440,1111839
2016-08-05,3400,266935
2016-08-08,3345,215422
2016-08-09,3310,227293
2016-08-10,3290,156793
2016-08-11,3295,322794
2016-08-12,3495,13026170
2016-08-16,4200,14304509
2016-08-17,4070,3932026
2016-08-18,3855,5271144
2016-08-19,3750,4333490
2016-08-22,3620,1189112
2016-08-23,3645,1145117
2016-08-24,3635,1181846
2016-08-25,3570,716910
2016-08-26,3600,437575
2016-08-29,3465,787973
2016-08-30,3490,377050
2016-08-31,3440,387257
2016-09-01,3505,232448
2016-09-02,3715,2552259
2016-09-05,3950,8785828
2016-09-06,3950,3613012
2016-09-07,3825,1243324
2016-09-08,3670,1358840
2016-09-09,3730,1788332
2016-09-12,3690,597899
2016-09-13,3700,2392606
2016-09-19,4540,11036297
2016-09-20,4600,5371068
2016-09-21,5370,14216415
2016-09-22,5040,3849266
2016-09-23,4905,5788477
2016-09-26,4840,2381845
2016-09-27,4915,1725950
2016-09-28,5030,1797363
2016-09-29,5040,4769325
2016-09-30,5100,3493128
2016-10-04,5640,5658914
2016-10-05,5260,2692160
2016-10-06,5260,1469089
2016-10-07,4865,1400775
2016-10-10,4900,601564
2016-10-11,4565,1284335
2016-10-12,4525,710386
2016-10-13,4355,512987
2016-10-14,4370,401181
2016-10-17,4505,458295
2016-10-18,4450,281546
2016-10-19,4290,435035
2016-10-20,4325,239179
2016-10-21,4285,319547
2016-10-24,4305,522863
2016-10-25,4125,526381
2016-10-26,4225,863212
2016-10-27,4230,370762
2016-10-28,4100,353756
2016-10-31,3920,482111
2016-11-01,3930,477926
2016-11-02,3720,393403
2016-11-03,3800,265978
2016-11-04,3730,176530
2016-11-07,3915,210094
2016-11-08,3925,158685
2016-11-09,3610,722709
2016-11-10,3900,375145
2016-11-11,4000,486590
2016-11-14,3985,197153
2016-11-15,3895,277252
2016-11-16,4080,348002
2016-11-17,4030,298435
2016-11-18,3875,194486
2016-11-21,3730,216940
2016-11-22,3870,167093
2016-11-23,3625,220056
2016-11-24,3600,203690
2016-11-25,3645,134085
2016-11-28,3675,123683
2016-11-29,3620,135098
2016-11-30,3615,262498
2016-12-01,3460,241625
2016-12-02,3425,128585
2016-12-05,3280,211263
2016-12-06,3400,159801
2016-12-07,3460,168573
2016-12-08,3520,161799
2016-12-09,3910,1717064
2016-12-12,4010,893627
2016-12-13,4020,395901
2016-12-14,4150,480044
2016-12-15,4240,389766
2016-12-16,4150,305016
2016-12-19,4525,1980869
2016-12-20,4400,937189
2016-12-21,4410,400546
2016-12-22,4295,899544
2016-12-23,4440,923206
2016-12-26,4390,9425150
2016-12-27,4290,1182487
2016-12-28,4390,2228922
2016-12-29,4395,502116
2017-01-02,4355,426318
2017-01-03,4490,1315951
2017-01-04,4490,514587
2017-01-05,4465,445106
2017-01-06,4430,406541
2017-01-09,4300,542243
2017-01-10,4285,459075
2017-01-11,4395,529073
2017-01-12,4245,791842
2017-01-13,4105,552891
2017-01-16,4005,392036
2017-01-17,3920,320007
2017-01-18,4020,497810
2017-01-19,3910,231233
2017-01-20,3820,228379
2017-01-23,3715,227114
2017-01-24,3700,266480
2017-01-25,3695,166615
2017-01-26,3930,434539
2017-01-31,3875,122282
2017-02-01,3900,213571
2017-02-02,3655,543444
2017-02-03,3560,320329
2017-02-06,3630,161682
2017-02-07,3535,128806
2017-02-08,3480,186309
2017-02-09,3550,107665
2017-02-10,3570,599578
2017-02-13,3560,163222
2017-02-14,3535,133844
2017-02-15,3550,185712
2017-02-16,3490,156956
2017-02-17,3490,154337
2017-02-20,3465,150842
2017-02-21,3565,164558
2017-02-22,3600,246635
2017-02-23,3530,90530
2017-02-24,3445,130391
2017-02-27,3350,190073
2017-02-28,3345,95900
2017-03-02,3280,153482
2017-03-03,3195,212650
2017-03-06,3255,117444
2017-03-07,3275,62121
2017-03-08,3275,115934
2017-03-09,3380,204467
2017-03-10,3530,658422
2017-03-13,3610,257512
2017-03-14,3585,152293
2017-03-15,3595,213976
2017-03-16,3580,104038
2017-03-17,3550,123026
2017-03-20,3410,142969
2017-03-21,3405,117487
2017-03-22,3415,92967
2017-03-23,3370,62191
2017-03-24,3440,144617
2017-03-27,3420,134511
2017-03-28,3715,3877103
2017-03-29,3745,540745
2017-03-30,3645,393001
2017-03-31,3740,463019
2017-04-03,3820,441739
2017-04-04,3625,418469
2017-04-05,3665,194175
2017-04-06,3585,155422
2017-04-07,3585,169120
2017-04-10,3395,414425
2017-04-11,3470,460381
2017-04-12,3605,2170985
2017-04-13,3640,524090
2017-04-14,3710,787303
2017-04-17,3810,1577538
2017-04-18,3835,395337
2017-04-19,3720,373261
2017-04-20,3860,2967520
2017-04-21,3870,730595
2017-04-24,4000,3013362
2017-04-25,4035,5329303
2017-04-26,4060,755042
2017-04-27,4105,1441592
2017-04-28,3975,614735
2017-05-02,4060,1759836
2017-05-04,4180,711999
2017-05-08,4230,1043243
2017-05-10,4090,2337909
2017-05-11,4085,790265
2017-05-12,3965,512675
2017-05-15,3850,377819
2017-05-16,3820,308966
