period,ratio
2016-01-01,1.45129
2016-01-02,1.43141
2016-01-03,1.86878
2016-01-04,7.09741
2016-01-05,6.64015
2016-01-06,6.16302
2016-01-07,5.94433
2016-01-08,6.34194
2016-01-09,1.57057
2016-01-10,1.61033
2016-01-11,5.42743
2016-01-12,5.74552
2016-01-13,6.32206
2016-01-14,5.90457
2016-01-15,6.24254
2016-01-16,1.37176
2016-01-17,1.31212
2016-01-18,6.14314
2016-01-19,5.96421
2016-01-20,5.86481
2016-01-21,5.7654
2016-01-22,5.46719
2016-01-23,1.55069
2016-01-24,1.27236
2016-01-25,6.04373
2016-01-26,5.82504
2016-01-27,5.30815
2016-01-28,4.99005
2016-01-29,6.95825
2016-01-30,1.98807
2016-01-31,2.96222
2016-02-01,9.36381
2016-02-02,8.78727
2016-02-03,6.2823
2016-02-04,11.90854
2016-02-05,16.97813
2016-02-06,2.52485
2016-02-07,2.66401
2016-02-08,1.80914
2016-02-09,2.48508
2016-02-10,3.47912
2016-02-11,9.22465
2016-02-12,10.47713
2016-02-13,2.60437
2016-02-14,2.10735
2016-02-15,8.74751
2016-02-16,9.84095
2016-02-17,7.87276
2016-02-18,9.02584
2016-02-19,8.58846
2016-02-20,2.2664
2016-02-21,2.8827
2016-02-22,9.12524
2016-02-23,7.43538
2016-02-24,9.12524
2016-02-25,10.15904
2016-02-26,6.83896
2016-02-27,1.70974
2016-02-28,7.27634
2016-02-29,95.10934
2016-03-01,39.5825
2016-03-02,96.93836
2016-03-03,59.04572
2016-03-04,63.45924
2016-03-05,13.24055
2016-03-06,11.68986
2016-03-07,32.56461
2016-03-08,27.39562
2016-03-09,22.16699
2016-03-10,19.94035
2016-03-11,18.76739
2016-03-12,5.00994
2016-03-13,4.93041
2016-03-14,16.12326
2016-03-15,14.83101
2016-03-16,17.81312
2016-03-17,16.91848
2016-03-18,18.33001
2016-03-19,3.73757
2016-03-20,3.79721
2016-03-21,13.5984
2016-03-22,13.3996
2016-03-23,11.45129
2016-03-24,11.2326
